a	1
aa	2	s1	L0,1
aalborg	1
aaron	1
ab	2
nackskott	2	s1
nada	2
nadia	2
nadine	1	1
nadja	2
nafs	1
nagel	1
nagellack	2	s2	L0
nagellacket	2	s2	L0
naglar	2
naglarna	1
nairobi	1	1
naiv	1	1
naiva	1	1
naivitet	1	3
naivt	1	1
naken	2
nakenbad	2	s2	L0,2
nakenbilder	2	s2	L0
nakenhet	2	s2	L0,2
naket	2
nakna	2
nalkas	2
nallar	2
nalle	2
namibia	1	1
namn	1
namnbyte	2	s1	L1
namnbytet	2	s1	L1
namne	2
namnen	1
namnet	1
namngav	2	s1	L1
namngavs	2	s1	L1
namnge	2	s1	L1
namnger	2	s1	L1
namnges	2	s1	L1
namngiven	2	s1	L1
namngivna	2	s1	L1
namninsamling	2	s2
namnkunniga	2	s1
namnsdag	1
namnsdagar	2	s1	L1
namnskylt	2	s1
namnteckning	2	s1
nan	1
nana	1	1
nancy	1
nanna	2
nanne	2
nanny	1
napalm	1	1
napoleon	1	1
napoleons	1	1
napoli	1
napp	1
nappa	2
nappade	2
nappar	2
nar	1
nara	2
narcissism	1	2
narcissistiska	1	2
narkomaner	1	2
narkos	1	1	o
narkotika	1	1	o
narkotikabrott	2	1	o	s4	L1
narkotikan	1	1	o
narkotikapolitik	2	1	o	s6	L1,6
narr	1
narrativ	1
narva	2
narvik	1
nasa	2
nasaret	2
nasdaq	1
nashville	1
nassar	2
nassau	1
nasse	2
nasser	1
natalia	1	1
natasha	2	1
nate	2
nathalie	1	2
nation	1	1
national	1
nationaldag	2	2
nationaldagen	2	2
nationalekonom	2	2
nationalekonomen	2	2
nationalekonomer	2	2
nationalekonomi	2	2
nationalencyklopedin	2	2
nationalism	1	3
nationalismen	1	3
nationalist	1	3
nationalister	1	3
nationalisterna	1	3
nationalistisk	1	3
nationalistiska	1	3
nationalistiskt	1	3
nationalitet	1	4
nationaliteter	1	4
nationalmuseum	2	2
nationalpark	2	2
nationalparken	2	2
nationalparker	2	2
nationalsocialist	2	2
nationalsocialister	2	2
nationalsocialistisk	2	2
nationalsocialistiska	2	2
nationalstat	2	2
nationalstaten	2	2
nationalsång	2	2
nationalsången	2	2
nationalteatern	2	2
nationell	1	2
nationella	1	2
nationellt	1	2
nationen	1	1
nationens	1	1
nationer	1	1
nationerna	1	1
nationernas	1	1
nations	1	1
native	1	1
nato	1
natos	1
natrium	1
natt	1
natta	2
nattduksbord	2	s2	L1,2
natten	1
nattens	1
natthimlen	2	s1
nattklubb	2	s1
nattklubbar	2	s1
nattklubben	2	s1
nattliga	2
nattlinne	2	s1
nattliv	2	s1	L1
natts	1
nattsvart	2	s1
nattvard	2	s1	L1
nattvarden	2	s1	L1
nattåg	2	s1	L1
nattåget	2	s1	L1
natur	1	1
natura	2	1
natural	1	2
naturbegåvning	2	1	s3	L1,3
naturen	1	1
naturens	1	1
naturgas	2	1	s2	L1,2
naturhistoriska	2	1	s3	L1,3
naturkatastrof	2	1	s4	L1,4
naturkatastrofer	2	1	s4	L1,4
naturkunskap	2	1	s3	L1,3
naturlagarna	2	1	s2	L1,2
naturlig	1	1
naturliga	1	1
naturligt	1	1
naturligtvis	1	3
naturnära	2	1	s2	L1,2
naturreservat	2	1	s4	L1,4
naturreservatet	2	1	s4	L1,4
naturresurser	2	1	s3	L1
naturskyddsföreningen	2	1	s4	L1,4
naturskyddsföreningens	2	1	s4	L1,4
natursköna	2	1	s2	L1,2
natursten	2	1	s2	L1,2
naturtillgångar	2	1	s3	L1
naturvetare	2	1	s2	L1,2
naturvetenskap	2	1	s4	L1,2,4
naturvetenskapen	2	1	s4	L1,2,4
naturvetenskaplig	2	1	s4	L1,2,4
naturvetenskapliga	2	1	s4	L1,2,4
naturvårdsverket	2	1	s3	L1,2
nav	1
naval	1	1
navarro	1	1
navel	2
naveln	2
navelsträngen	2	s2	L0
navet	1
navigation	1	3
navigera	1	2
navigerar	1	2
navigering	1	2
nazi	1
nazism	1	1
nazismen	1	1
nazismens	1	1
nazist	1	1
nazisten	1	1
nazister	1	1
nazisterna	1	1
nazisternas	1	1
nazistisk	1	1
nazistiska	1	1
nazistiskt	1	1
nazityskland	2	s2	L0
nba	1	2
nbc	1	2
ncc	2
ne	1
nea	2
neapel	1	1
nebraska	1	1
nebulosa	2	2
ned	1
nedan	2
nedanstående	2	s2	L0,2
nedbrytning	2	s1	L0,1
neddragningar	2	s1	L0,1
nederbörd	2	s2	L0,2
nederlag	2	s2	L0,2
nederlaget	2	s2	L0,2
nederländerna	2	s2	L0
nederländsk	2	s2	L0
nederländska	2	s2	L0
nedersta	1
nedervåningen	2	s2	L0,2
nedflyttning	2	s1	L0
nedför	1
nedförsbacke	2	s2	L0,1
nedgång	2	s1	L0
nedgången	2	s1	L0
nedladdning	2	s1	L0
nedlagd	2	s1	L0
nedlagda	2	s1	L0
nedlagt	2	s1	L0
nedläggning	2	s1	L0
nedläggningen	2	s1	L0
nedlåtande	2	s1	L0,1
nedre	1
nedrustning	2	s1	L0
nedräkning	2	s1	L0,1
nedräkningen	2	s1	L0,1
nedsatt	2	s1	L0
nedskräpning	2	s1	L0,1
nedskärningar	2	s1	L0,1
nedskärningarna	2	s1	L0,1
nedslag	2	s1	L0,1
nedslagen	2	s1	L0,1
nedsläpp	2	s1	L0
nedslående	2	s1	L0,1
nedstigande	2	s1	L0,1
nedströms	2	s1	L0
nedstämd	2	s1	L0
nedstämdhet	2	s2	L0,2
nedsättande	2	s1	L0
nedsättning	2	s1	L0
nedtill	2	s1	L0
nedtryckt	2	s1	L0
nedvärdera	2	s2	L0,1,2
nedvärderar	2	s2	L0,1,2
nedärvd	2	s1	L0
nedåtgående	2	s2	L0,2
nee	1
negativ	1
negativa	1
negativitet	1	4
neger	1
negerboll	2	s2	L0
negern	1
negrer	1
neil	1
nej	1
nejdå	1
nejlikor	2
neka	2
nekade	2
nekades	2
nekande	2
nekar	2
nekas	2
nekat	2
nekats	2
nell	1
nella	2
nellie	1
nelly	1
nelson	1
nemesis	2
nemo	1
neon	1	1	o
nepal	1	1
nepotism	1	2
neptunus	1	1
ner	1
nere	2
nerför	1
nerifrån	2	s2	L0,2
nero	1
nerv	1
nervceller	2	s1
nerver	1
nerverna	1
nervositet	1	3
nervositeten	1	3
nervsystem	2	s2	L2
nervsystemet	2	s2	L2
nervös	1	1
nervösa	1	1
nervöst	1	1
neråt	1
neste	2
nestor	2
net	1
netto	2
nettovinst	2	s2
network	1
networks	1
neurolog	1	2
neurologisk	1	2
neurologiska	1	2
neutral	1	2
neutrala	1	2
neutralisera	1	4
neutraliserar	1	4
neutralitet	1	4
neutraliteten	1	4
neutralt	1	2
nevada	1	1
new	1
newcastle	1
newman	1
newport	1
newton	1
newtons	1
next	1
nexus	1
nfl	1	2
ngo	1	1
nhl	1	2
ni	1
nia	2
niagara	2	2
nian	2
nicaragua	1	2
nice	1
nicholas	1
nichols	1
nicholson	1
nick	1
nicka	2
nickade	2
nickar	2
nicke	2
nickel	1
nicklas	1
niclas	1
nico	1
nicola	1
nicolai	1	2
nicolas	1
nicole	1	1
nicolina	2	2
niels	1
nielsen	1
nietzsche	2
nigel	1
niger	1
nigeria	1	1
nigger	1
nike	2
niki	1
niklas	1
niko	1
nikola	1
nikolai	1	2
nikolaj	1	2
nikolaus	1	2
nikotin	1	2
nilen	1
nilla	2
nils	1
nilsson	1
nilssons	1
nima	2
nina	2
ninas	2
ninja	2
nino	1
nintendo	1	1
nio	2
nionde	2
nior	2
nioåring	2	s2	L0,2
nirvana	2	1
nisch	1
nissan	2
nissar	2
nisse	2
nissen	2
nisses	2
nit	1
nita	2
nitar	2
nitro	1
nittio	2
nittiotalet	2	s3	L3
nitton	2
niva	2
nivea	2	1
nivå	1	1
nivåer	1	1
nivåerna	1	1
nivån	1	1
nix	1
nixon	1
nja	1
njurar	2
njurarna	2
njure	2
njursvikt	2	s1	L0
njurunda	2	s1	L0
njut	1
njuta	2
njuter	1
njutit	2
njutning	2
njutningen	2
njöt	1
nk	2
nl	2
no	2
noa	2
noah	2
nobbade	2
nobben	1
nobel	1	1
nobelfesten	2	1	s2
nobelpris	2	1	s2	L2
nobelpriset	2	1	s2	L2
nobelpristagare	2	1	s3	L2,3
nobelpristagaren	2	1	s3	L2,3
noble	1	o
nock	1
nod	1
noder	2
nog	1
noga	2
noggrannare	2
noggrannhet	2	s2	L0,2
noggrant	2
nojig	2
nokia	1
nol	1
noll	1
nolla	2
nollan	2
nollning	2
nollningen	2
nollor	2
nolltid	2	s1	L1
nolltolerans	2	s3
nollvision	2
nomad	1	1
nomader	1	1
nominella	1	2
nominellt	1	2
nominera	1	2
nominerade	1	2
nominerades	1	2
nominerar	1	2
nominerat	1	2
nominerats	1	2
nominering	1	2
nomineringar	1	2
nomineringarna	1	2
nomineringen	1	2
nonchalant	1	2
nonsens	1
nonstop	1	1
nor	1
nora	2
norah	2
norberg	1
nord	1
nordafrika	2	s1	L0,1
nordafrikanska	2	s3	L0,3
nordahl	2	s1	L0,1
nordamerika	2	s2	L0,2
nordamerikanska	2	s4	L0,4
nordberg	2	s1	L0
nordbor	2	s1	L0,1
norden	1
nordens	1
nordeuropa	2	s3	L0,3
nordgren	2	s1	L0,1
nordic	1	o
nordin	1	1
nordirland	2	s1	L0
nordisk	1
nordiska	1
nordiskt	1
nordkorea	2	s2	L0,2
nordkoreanska	2	s3	L0,3
nordkoreas	2	s2	L0,2
nordlig	2
nordliga	2
nordligaste	2
nordling	2	s1	L0
nordlund	2	s1	L0
nordmaling	2	s1	L0,1
nordmalings	2	s1	L0,1
nordman	1
nordmark	2	s1	L0
nordost	1	1
nordpolen	2	s1	L0,1
nordquist	2
nordqvist	2	s1	L0
nordsjön	2	s1	L0
nordstan	2	s1	L0,1
nordström	2	s1	L0
nordväst	1	1
nordvästlig	2	1
nordvästra	1	1
nordén	1	1
nordöstra	1	1
norell	1	1
norge	1
norges	1
norgren	2	s1	L0,1
norin	1	1
norlin	1	1
norling	2	s1	L0
norlén	1	1
norm	1
norma	2
normal	1	1
normala	1	1
normalfallet	2	1	s2	L1
normalisera	1	3
normaliserar	1	3
normaliseras	1	3
normalisering	1	3
normaliseringen	1	3
normalt	1	1
normalår	2	1	s2	L1,2
norman	1
normandie	1	2
normativa	1
normen	1
normer	1
normerna	1
norr	1
norra	2
norrbotten	2	s1
norrbottens	2	s1
norrby	1
norrgående	2	s1	L1
norrifrån	1
norris	1
norrköping	2	s1	L1
norrköpings	2	s1	L1
norrland	1
norrlands	1
norrländsk	2	s1
norrländska	2	s1
norrlänning	2	s1
norrlänningar	2	s1
norrmalm	1	1
norrman	1
norrmannen	2	s1
norrmän	2	s1
norrmännen	2	s1
norrort	2	s1
norrsken	2	s1	L1
norrtälje	2	1
norrut	1
norröver	1
norsborg	1	1
norsjö	1
norsk	1
norska	2
norske	2
norskt	1
norstedt	2	s1	L0
norström	2	s1	L0
north	1	o
norwich	1
norén	1	1
nos	1
nosen	1
nostalgi	1	2
nostalgin	1	2
nostalgisk	1	1
nostalgiska	1	1
nostalgitripp	2	2	s3	L2
not	1
nota	2
notan	2
notarie	2	1
noter	2
notera	1	1
noterade	1	1
noterades	1	1
noterar	1	1
noteras	1	1
noterat	1	1
noterats	1	1
noterbart	2	1	s2	L1,2
notering	1	1
noteringar	1	1
noteringen	1	1
noterna	2
notis	1	1
notisen	1	1
notiser	1	1
notre	1
nottingham	1
nov	1	1
nova	2	o
novak	1
novell	1	1
novellen	1	1
noveller	1	1
novellerna	1	1
novellsamling	2	1	s2
november	1	1
novgorod	1
novis	1	1
nr	1
nrk	2
nto	1	2
nu	1
nubbe	2
nudda	2
nuddade	2
nuddar	2
nudlar	2
nudlarna	2
nuet	1
nuförtiden	1
nuläge	2	s1	L0,1
nuläget	2	s1	L0,1
numer	1
numera	1
numeriska	1	1
numerärt	1	2
nummer	1
numren	1
numrerade	1	1
numret	1
nuna	2
nunna	2
nunnor	2
nunnorna	2
nur	1
nurmes	1
nutid	2	s1	L0,1
nutida	2	s1	L0,1
nutiden	2	s1	L0,1
nutidens	2	s1	L0,1
nutrition	1	2
nuvarande	2	s1	L0,1
ny	1
nya	2
nyanländ	2	s2	L0
nyanlända	2	s2	L0
nyanländas	2	s2	L0
nyans	1	1
nyanser	1	1
nyansera	1	2
nyanserad	1	2
nyanserade	1	2
nyanserat	1	2
nyare	2
nyaste	2
nybakade	2	s1	L0,1
nybakat	2	s1	L0,1
nyberg	2	s1	L0
nybildade	2	s1	L0
nybliven	2	s1	L0,1
nyblivna	2	s1	L0,1
nyborg	2	s1	L0
nybro	1
nybyggare	2	s1	L0
nybyggarna	2	s1	L0
nybyggd	2	s1	L0
nybyggda	2	s1	L0
nybygge	2	s1	L0
nybyggen	2	s1	L0
nybyggnad	2	s1	L0
nybyggnation	2
nybyggt	2	s1	L0
nybörjare	2	s1	L0
nyckel	2
nyckelbenet	2	s2	L2
nyckeln	2
nyckelord	2	s2	L2
nyckelordet	2	s2	L2
nyckelpersoner	2	s3	L3
nyckelpiga	2	s2	L2
nyckelpigor	2	s2	L2
nyckelring	2	s2
nyckelspelare	2	s2	L2
nyckeltal	2	s2	L2
nycklar	2
nycklarna	2
nyduschad	2	s1	L0
nye	2
nyemission	2
nyfiken	2	s1	L0,1
nyfikenhet	2	s3	L0,1,3
nyfikenheten	2	s3	L0,1,3
nyfikna	2	s1	L0,1
nyfunna	2	s1	L0
nyfödd	2	s1	L0
nyfödda	2	s1	L0
nyförvärv	2	s2	L0
nyförvärvet	2	s2	L0
nygatan	2	s1	L0,1
nygift	2	s1	L0
nygifta	2	s1	L0
nygren	2	s1	L0,1
nyhet	2	s1	L0,1
nyheten	2	s1	L0,1
nyheter	2	s1	L0,1
nyheterna	2	s1	L0,1
nyheters	2	s1	L0,1
nyhets	2	s1	L0,1
nyhetsankare	2	s2	L0,1
nyhetsbrev	2	s2	L0,1,2
nyhetsbyrån	2	s2	L0,1,2,3
nyhetsflödet	2	s2	L0,1,2
nyhetsmedia	2	s2	L0,1,2
nyhetsmedier	2	s2	L0,1,2
nyhetsmorgon	2	s2	L0,1
nyhetsprogram	2	s3	L0,1
nyhetsrapportering	2	s4	L0,1,4
nyhetsvärde	2	s2	L0,1,2
nyholm	2	s1	L0
nyinflyttad	2	s2	L0
nyinflyttade	2	s2	L0
nyinspelning	2	s2	L0,2
nykarleby	2	s3	L0,1,3
nyklippt	2	s1	L0
nykomling	2	s1	L0
nykomlingar	2	s1	L0
nykomlingarna	2	s1	L0
nykomlingen	2	s1	L0
nykter	1
nykterhet	2	s2	L2
nykterhetsrörelsen	2	s3	L2,3
nykterist	1	2
nyktert	1
nyktra	2
nykvarn	1	1
nykvist	2	s1	L0
nyköping	2	s1	L0,1
nyköpings	2	s1	L0,1
nyland	1
nylander	1	1
nyliberala	2	s3	L0,3
nyliberaler	2	s3	L0,3
nyliberalism	2	s4	L0
nyligen	2
nyllet	2
nylon	1	1	o
nyman	1
nymodigheter	2	s3	L0,1,3
nynazister	2	s2	L0
nynazistiska	2	s2	L0
nynna	2
nynnar	2
nynäshamn	1	2
nynäshamns	1	2
nyp	1
nypa	2
nyper	1
nyproduktion	2
nyqvist	2	s1	L0
nys	1
nysa	2
nyser	1
nyskapande	2	s1	L0,1
nyskick	2	s1	L0
nyskrivna	2	s1	L0,1
nyss	1
nysta	2
nystart	2	s1	L0,1
nystartade	2	s1	L0,1
nystartat	2	s1	L0,1
nyström	2	s1	L0
nyt	1
nytillkomna	2	s2	L0
nytt	1
nytta	2
nyttan	2
nyttig	2
nyttiga	2
nyttigare	2
nyttigt	2
nyttja	2
nyttjade	2
nyttjar	2
nyttjas	2
nytänkande	2	s1	L0
nyval	2	s1	L0,1
nyvalda	2	s1	L0,1
nyvunna	2	s1	L0
nyår	2	s1	L0,1
nyåret	2	s1	L0,1
nyårsafton	2	s2	L0,1
nyårsdagen	2	s2	L0,1,2
nyårslöfte	2	s2	L0,1
nä	1
näbb	1
näbbar	2
näbben	1
näck	1
näe	2
nähä	1	1
nämen	1	1
nämligen	2
nämn	1
nämna	2
nämnare	2
nämnaren	2
nämnas	2
nämnd	1
nämnde	2
nämndeman	2	s2
nämndemän	2	s2
nämndemännen	2	s2
nämnden	1
nämnder	2
nämndes	2
nämner	1
nämns	1
nämnt	1
nämnts	1
nämnvärd	2	s1	L1
nämnvärt	2	s1	L1
näppe	2
när	1
nära	2
näraliggande	2	s2	L0
närapå	2	s2	L0,2
närbesläktade	2	s2	L0
närbild	2	s1	L0
närbilder	2	s1	L0
närhelst	1	1
närhet	2	s1	L0,1
närheten	2	s1	L0,1
näring	2
näringar	2
näringen	2
näringsbrist	2	s2	L0
näringsidkare	2	s2	L0
näringskedjan	2	s2	L0,2
näringsliv	2	s2	L0,2
näringslivet	2	s2	L0,2
näringslivets	2	s2	L0,2
näringslivs	2	s2	L0,2
näringsrik	2	s2	L0,2
näringsverksamhet	2	s4	L0,4
näringsämnen	2	s2	L0
närkamp	2	s1	L0
närke	1
närkontakt	2	s2	L0
närliggande	2	s1	L0
närma	2
närmade	2
närmande	2
närmanden	2
närmar	2
närmare	2
närmaste	2
närmat	2
närmre	1
närmsta	2
närområde	2	s2	L0,2
närområdet	2	s2	L0,2
närpes	1
närsomhelst	1	2
närstrid	2	s1	L0,1
närstående	2	s1	L0,1
närt	1
närvara	2	s1	L0,1
närvarade	2	s1	L0,1
närvarande	2	s1	L0,1
närvarar	2	s1	L0,1
närvaro	2	s1	L0,1
närvaron	2	s1	L0,1
näs	1
näsa	2
näsan	2
näsblod	2	s1	L0,1
näsborrarna	2	s1	L0
näsby	1
näsdukar	2	s1	L0,1
näset	1
näslund	2	s1	L0
näsor	2
nässjö	2	s1	L1
nässlor	2
näst	1
nästa	2
nästan	2
näste	2
nästföljande	2	s1
nästintill	1	2
nästkommande	2	s1
nät	1
näten	1
nätet	1
nätets	1
näthinnan	2	s1	L0
nätt	1
nätter	1
nätterna	1
nättidningen	2	s1	L0,1
nättraby	2	s2	L2
nätverk	2	s1	L0
nätverken	2	s1	L0
nätverket	2	s1	L0
nävar	2
nävarna	2
näve	2
näven	2
näver	1
nää	1
nääs	1
nå	1
nåd	1
nådde	2
nåddes	2
nåde	2
nåden	1
nådens	1
nådig	2
nådiga	2
nådigt	2
någons	2
någonsin	2
någonstans	2
någonting	2	s2	L0
någonvart	2	s2	L0
något	2
nåja	1
nål	1
nålar	2
nålen	1
nån	1
nånsin	2
nånstans	1
nånting	1
når	1
nåra	2
nås	1
nåt	1
nått	1
nåtts	1
nåväl	1
nöd	1
nöden	1
nödfall	2	s1	L0
nödlanda	2	s1	L0
nödrop	2	s1	L0,1
nödsituation	2
nödsituationer	2
nödställda	2	s1	L0
nödvändig	2	s1	L0
nödvändiga	2	s1	L0
nödvändighet	2	s3	L0,3
nödvändigheten	2	s3	L0,3
nödvändigt	2	s1	L0
nödvändigtvis	2	s3	L0,3
nödvärn	2	s1	L0,1
nöj	1
nöja	2
nöjd	1
nöjda	2
nöjdare	2
nöjde	2
nöje	2
nöjen	2
nöjer	1
nöjes	2
nöjesfält	2	s2
nöjesguiden	2
nöjespark	2	s2
nöjesparken	2	s2
nöjet	2
nöjt	1
nöp	1
nös	1
nöt	1
nöta	2
nöten	1
nöter	1
nötfärs	2	s1	L0
nötkreatur	2	s3	L0,1,3
nötkött	2	s1	L0
nötskal	2	s1	L0,1
nötter	1
nötterna	1
nürnberg	1
o	1
o'boy	1	1
o'brien	1	1
o'neill	1	1
oacceptabel	2	s3	L0,3
oacceptabelt	2	s3	L0,3
oacceptabla	2	s3	L0,3
oaktat	2	s1	L0
oaktsamhet	2	s3	L0,3
oanständiga	2	s2	L0
oanständigt	2	s2	L0
oansvarig	2	s2	L0,2
oansvariga	2	s2	L0,2
oansvarigt	2	s2	L0,2
oanvänd	2	s2	L0
oanvända	2	s2	L0
oanvändbar	2	s3	L0,3
oartigt	2	s1	L0,1
oas	1	1
oasen	1	1
oasis	1	1
oates	1
oattraktiv	2	s3	L0,3
oavbrutet	2	s2	L0,1,2
oavgjord	2	s2	L0,1,2
oavgjorda	2	s2	L0,1,2
oavgjort	2	s2	L0,1
oavsett	2	s2	L0,1
oavsiktlig	2	s2	L0,1
oavsiktliga	2	s2	L0,1
oavsiktligt	2	s2	L0,1
ob	2
obalans	2	s2	L0
obduktion	1	2
obebodd	2	s2	L0
obefintlig	2	s2	L0
obefintliga	2	s2	L0
obefintligt	2	s2	L0
obefläckade	2	s2	L0
obefogat	2	s2	L0,2
obegriplig	2	s2	L0,2
obegripliga	2	s2	L0,2
obegripligt	2	s2	L0,2
obegränsad	2	s2	L0
obegränsade	2	s2	L0
obegränsat	2	s2	L0
obehag	2	s2	L0,2
obehaget	2	s2	L0,2
obehaglig	2	s2	L0,2
obehagliga	2	s2	L0,2
obehagligt	2	s2	L0,2
obehindrat	2	s2	L0
obehörig	2	s2	L0,2
obehöriga	2	s2	L0,2
obekant	2	s2	L0
obekanta	2	s2	L0
obekräftade	2	s2	L0
obekväm	2	s2	L0,2
obekväma	2	s2	L0,2
obekvämt	2	s2	L0,2
obemannad	2	s2	L0
obemannade	2	s2	L0
obemärkt	2	s2	L0
oberoende	2	s2	L0,2
oberörd	2	s2	L0,2
obesegrad	2	s2	L0,2
obesegrade	2	s2	L0,2
obeskrivlig	2	s2	L0,2
obeskrivligt	2	s2	L0,2
obestämd	2	s2	L0
obesvarad	2	s2	L0,2
obesvarade	2	s2	L0,2
obetald	2	s2	L0,2
obetalda	2	s2	L0,2
obetydlig	2	s2	L0,2
obetydliga	2	s2	L0,2
obetydligt	2	s2	L0,2
obeväpnad	2	s2	L0,2
obeväpnade	2	s2	L0,2
obildad	2	s1	L0
obildade	2	s1	L0
objekt	1	1
objekten	1	1
objektet	1	1
objektiv	1	2
objektiva	1
objektivitet	1	4
obligationer	1	3
obligatorisk	1	3
obligatoriska	1	3
obligatoriskt	1	3
obotlig	2	s1	L0,1
obrukbar	2	s2	L0,1,2
obruten	2	s1	L0,1
obs	1
obscena	1	1
obscent	1	1
observant	1	2
observation	1	3
observationen	1	3
observationer	1	3
observatoriet	2	3
observatör	1	3
observatörer	1	3
observera	1	2
observerade	1	2
observerades	1	2
observerar	1	2
observeras	1	2
observerat	1	2
observerats	1	2
obskyr	1	1
obskyra	1	1
obskyrt	1	1
obunden	2	s1	L0
obundet	2	s1	L0
obundna	2	s1	L0
ocean	1	2
oceanen	1	2
och	1
ock	1
ockelbo	2	s2	L2
ocker	1
också	1
ockulta	1	1
ockupation	1	3
ockupationen	1	3
ockupera	1	2
ockuperad	1	2
ockuperade	1	2
ockuperar	1	2
ockuperat	1	2
odd	1
oddevold	2	s2
odds	1
oddsen	1
oddset	1
odell	1	1
odemokratisk	2	s3	L0,3
odemokratiska	2	s3	L0,3
odemokratiskt	2	s3	L0,3
oden	1
odengatan	2	s2	L0,2
odenplan	2	s2	L0,2
odens	1
odense	2
odessa	2	1
odin	1
odjur	2	s1	L0,1
odjuret	2	s1	L0,1
odla	2
odlade	2
odlar	2
odlare	2
odlas	2
odlat	2
odling	2
odlingar	2
odlingen	2
odräglig	2	s1	L0,1
oduglig	2	s1	L0,1
odugliga	2	s1	L0,1
odysseus	1	1
odödlig	2	s1	L0,1
odödliga	2	s1	L0,1
oecd	1	3
oegentligheter	2	s4	L0,4
oemotsagda	2	s3	L0,2
oemotståndlig	2	s3	L0,2
oeniga	2	s1	L0,1
oenighet	2	s3	L0,1,3
oense	2	s1	L0
oerfaren	2	s2	L0,1,2
oerfarna	2	s2	L0,1,2
oerhörd	2	s2	L0,2
oerhörda	2	s2	L0,2
oerhört	2	s2	L0,2
oetiskt	2	s1	L0,1
of	1
ofantliga	1	1
ofantligt	1	1
ofarlig	2	s1	L0,1
ofarliga	2	s1	L0,1
ofarligt	2	s1	L0,1
ofattbar	2	s2	L0,2
ofattbara	2	s2	L0,2
ofattbart	2	s2	L0,2
ofelia	1	1
offensiv	1	2
offensiva	1	2
offensive	1	2
offensiven	1	2
offensivt	1	2
offentlig	1	1
offentliga	1	1
offentliggjorde	2	1	s3	L3
offentliggjordes	2	1	s3	L3
offentliggör	2	1	s3	L3
offentliggöra	2	1	s3	L3
offentliggörs	2	1	s3	L3
offentlighet	1	1
offentligheten	1	1
offentlighetsprincipen	2	1	s5	L3,5
offer	1
offers	1
offert	1	1
office	1
officer	1	2
officerare	1	2
officerarna	2	2
officeren	1	2
officiell	1	3
officiella	1	3
officiellt	1	3
offra	2
offrade	2
offrar	2
offras	2
offrat	2
offren	1
offrens	1
offret	1
offrets	1
offshore	1
offside	1	1
ofog	2	s1	L0,1
ofredad	2	s1	L0,1
ofredade	2	s1	L0,1
ofrivillig	2	s2	L0,1
ofrivilliga	2	s2	L0,1
ofrivilligt	2	s2	L0,1
ofrälse	2	s1	L0
ofrånkomligt	2	s2	L0,1
ofta	2
oftare	2
oftast	2
ofullständig	2	s2	L0
ofullständiga	2	s2	L0
ofödda	2	s1	L0
oförberedd	2	s3	L0,1
oförberedda	2	s3	L0,1
oförenliga	2	s2	L0,2
oförglömlig	2	s2	L0
oförglömligt	2	s2	L0
oförklarlig	2	s2	L0,2
oförklarliga	2	s2	L0,2
oförklarligt	2	s2	L0,2
oförlåtligt	2	s2	L0,2
oförmåga	2	s2	L0,2
oförmågan	2	s2	L0,2
oförmögen	2	s2	L0,2
oförmögna	2	s2	L0,2
oförsiktig	2	s2	L0
oförskämd	2	s2	L0
oförskämt	2	s2	L0
oförståeligt	2	s2	L0,2
oförstående	2	s2	L0,2
oförtjänt	2	s2	L0,2
oförutsedda	2	s3	L0,2
oförutsett	2	s3	L0,2
oförutsägbar	2	s4	L0,2,4
oförutsägbara	2	s4	L0,2,4
oförutsägbart	2	s4	L0,2,4
oförändrad	2	s2	L0
oförändrade	2	s2	L0
oförändrat	2	s2	L0
ogenerat	2	s2	L0,2
ogenomtänkt	2	s3	L0,1
ogenomtänkta	2	s3	L0,1
ogift	2	s1	L0
ogifta	2	s1	L0
ogilla	2	s1	L0
ogillade	2	s1	L0
ogillades	2	s1	L0
ogillande	2	s1	L0
ogillar	2	s1	L0
ogillas	2	s1	L0
ogiltig	2	s1	L0
ogiltiga	2	s1	L0
ogiltigt	2	s1	L0
ogjort	2	s1	L0
ogrundad	2	s1	L0
ogrundade	2	s1	L0
ogrundat	2	s1	L0
ogräs	2	s1	L0,1
ogärna	2	s1	L0,1
oh	1
ohederlig	2	s1	L0,1
ohederliga	2	s1	L0,1
ohederligt	2	s1	L0,1
ohio	1	1
ohlson	1
ohlsson	1
ohlssons	1
ohyfsat	2	s1	L0
ohyggliga	1	1
ohyggligt	1	1
ohyra	2	s1	L0,1
ohälsa	2	s1	L0
ohälsan	2	s1	L0
ohälsosam	2	s3	L0
ohälsosamma	2	s3	L0
ohälsosamt	2	s3	L0
ohämmat	2	s1	L0
ohållbar	2	s2	L0,2
ohållbara	2	s2	L0,2
ohållbart	2	s2	L0,2
oi	1
oil	1
oinsatt	2	s2	L0
ointressant	2	s3	L0
ointressanta	2	s3	L0
ointresse	2	s2	L0
ointresserad	2	s3	L0,3
ointresserade	2	s3	L0,3
oj	1
oja	2
ojdå	1
ojoj	1	1
ojojoj	1	2
ojämlikhet	2	s3	L0,2,3
ojämlikheten	2	s3	L0,2,3
ojämlikt	2	s2	L0,2
ojämn	2	s1	L0
ojämna	2	s1	L0
ojämnt	2	s1	L0
ok	1
okay	1	1
oklahoma	1	2
oklar	2	s1	L0,1
oklara	2	s1	L0,1
oklarhet	2	s2	L0,1,2
oklarheter	2	s2	L0,1,2
oklart	2	s1	L0,1
oklokt	2	s1	L0,1
okomplicerat	2	s3	L0,3
okontrollerad	2	s3	L0,3
okontrollerade	2	s3	L0,3
okontrollerat	2	s3	L0,3
