一一	iq5 iq3
第一項	di2 iq4 ghaon4
第一顆	di2 iq4 khu4
第一類	di2 iq4 le4
第一页	di2 iq4 yiq4
第一项	di2 iq4 ghaon4
第一颗	di2 iq4 khu4
第一點	di2 iq4 ti4
第七	di2 tshiq4
第七场	di2 tshiq4 zan4
第七場	di2 tshiq4 zan4
第七屆	di2 tshiq4 ka4
第七届	di2 tshiq4 ka4
第七条	di2 tshiq4 diau4
第七條	di2 tshiq4 diau4
第七次	di2 tshiq4 tshy4
第七章	di2 tshiq4 tsaon4
第三	di2 se4
第三世界	di2 se4 sy4 ka4
第三个	di2 se4 gheq4
第三产业	di2 se4 tshe4 gniq4
第三代	di2 se4 de4
第三件	di2 se4 ji4
第三位	di2 se4 we4
第三個	di2 se4 ku4
第三十一次	di2 se4 zeq4 iq4 tshy4
第三卷	di2 se4 cioe4
第三名	di2 se4 min4
第三国际	di2 se4 koq4 tsi4
第三國際	di2 se4 koq4 tsi4
第三场	di2 se4 zan4
第三場	di2 se4 zan4
第三天	di2 se4 thi4
第三局	di2 se4 jioq4
第三层	di2 se4 zen4
第三屆	di2 se4 ka4
第三届	di2 se4 ka4
第三層	di2 se4 zen4
第三年	di2 se4 gni4
第三批	di2 se4 phi4
第三招	di2 se4 tsau4
第三方	di2 se4 faon4
第三日	di2 se4 zeq4
第三条	di2 se4 diau4
第三條	di2 se4 diau4
第三次	di2 se4 tshy4
第三步	di2 se4 bu4
第三產業	di2 se4 tshe4 gniq4
第三种	di2 se4 zon4
第三種	di2 se4 tson4
第三章	di2 se4 tsaon4
第三系	di2 se4 shi4
第三紀	di2 se4 ci4
第三纪	di2 se4 ci4
第三者	di2 se4 tse4
第三聲	di2 se4 sen4
第三部	di2 se4 bu4
第三項	di2 se4 ghaon4
第三项	di2 se4 ghaon4
第九	di2 cieu4
第九卷	di2 cieu4 cioe4
第九屆	di2 cieu4 ka4
第九届	di2 cieu4 ka4
第九次	di2 cieu4 tshy4
第九章	di2 cieu4 tsaon4
第二	di2 gni4
第二个	di2 gni4 gheq4
第二产业	di2 gni4 tshe4 gniq4
第二代	di2 gni4 de4
第二件	di2 gni4 ji4
第二位	di2 gni4 we4
第二個	di2 gni4 ku4
第二十	di2 gni4 zeq4
第二十一条	di2 gni4 zeq4 iq4 diau4
第二十一條	di2 gni4 zeq4 iq4 diau4
第二十一章	di2 gni4 zeq4 iq4 tsaon4
第二十章	di2 gni4 zeq4 tsaon4
第二卷	di2 gni4 cioe4
第二句	di2 gni4 ciu4
第二名	di2 gni4 min4
第二国际	di2 gni4 koq4 tsi4
第二國際	di2 gni4 koq4 tsi4
第二场	di2 gni4 zan4
第二場	di2 gni4 zan4
第二天	di2 gni4 thi4
第二局	di2 gni4 jioq4
第二层	di2 gni4 zen4
第二屆	di2 gni4 ka4
第二届	di2 gni4 ka4
第二層	di2 gni4 zen4
第二年	di2 gni4 gni4
第二性	di2 gni4 sin4
第二批	di2 gni4 phi4
第二招	di2 gni4 tsau4
第二日	di2 gni4 zeq4
第二期	di2 gni4 ji4
第二条	di2 gni4 diau4
第二條	di2 gni4 diau4
第二次	di2 gni4 tshy4
第二步	di2 gni4 bu4
第二炮兵	di2 gni4 phau4 pin4
第二点	di2 gni4 ti4
第二產業	di2 gni4 tshe4 gniq4
第二盘	di2 gni4 boe4
第二盤	di2 gni4 boe4
第二种	di2 gni4 zon4
第二種	di2 gni4 tson4
第二章	di2 gni4 tsaon4
第二節	di2 gni4 tsiq4
第二类	di2 gni4 le4
第二級	di2 gni4 ciq4
第二级	di2 gni4 ciq4
第二节	di2 gni4 tsiq4
第二輪	di2 gni4 len4
第二轮	di2 gni4 len4
第二道	di2 gni4 dau4
第二部	di2 gni4 bu4
第二重	di2 gni4 zon4
第二隻	di2 gni4 tsaq4
第二頁	di2 gni4 yiq4
第二項	di2 gni4 ghaon4
第二類	di2 gni4 le4
第二页	di2 gni4 yiq4
第二项	di2 gni4 ghaon4
第二點	di2 gni4 ti4
第五	di2 ng4
第五个	di2 ng4 gheq4
第五代	di2 ng4 de4
第五位	di2 ng4 we4
第五個	di2 ng4 ku4
第五卷	di2 ng4 cioe4
第五屆	di2 ng4 ka4
第五届	di2 ng4 ka4
第五条	di2 ng4 diau4
第五條	di2 ng4 diau4
第五次	di2 ng4 tshy4
第五章	di2 ng4 tsaon4
第八	di2 paq4
第八卷	di2 paq4 cioe4
第八屆	di2 paq4 ka4
第八届	di2 paq4 ka4
第八条	di2 paq4 diau4
第八條	di2 paq4 diau4
第八次	di2 paq4 tshy4
第八章	di2 paq4 tsaon4
第六	di2 loq4
第六场	di2 loq4 zan4
第六場	di2 loq4 zan4
第六屆	di2 loq4 ka4
第六届	di2 loq4 ka4
第六条	di2 loq4 diau4
第六條	di2 loq4 diau4
第六次	di2 loq4 tshy4
第六章	di2 loq4 tsaon4
第十	di2 zeq4
第十一	di2 zeq4 iq4
第十一卷	di2 zeq4 iq4 cioe4
第十一条	di2 zeq4 iq4 diau4
第十一條	di2 zeq4 iq4 diau4
第十一次	di2 zeq4 iq4 tshy4
第十一章	di2 zeq4 iq4 tsaon4
第十七屆	di2 zeq4 tshiq4 ka4
第十七届	di2 zeq4 tshiq4 ka4
第十七期	di2 zeq4 tshiq4 ji4
第十七章	di2 zeq4 tshiq4 tsaon4
第十七路	di2 zeq4 tshiq4 lu4
第十三	di2 zeq4 se4
第十三卷	di2 zeq4 se4 cioe4
第十三章	di2 zeq4 se4 tsaon4
第十个	di2 zeq4 gheq4
第十九章	di2 zeq4 cieu4 tsaon4
第十九路	di2 zeq4 cieu4 lu4
第十二	di2 zeq4 gni4
第十二屆	di2 zeq4 gni4 ka4
第十二届	di2 zeq4 gni4 ka4
第十二次	di2 zeq4 gni4 tshy4
第十二章	di2 zeq4 gni4 tsaon4
第十五	di2 zeq4 ng4
第十五章	di2 zeq4 ng4 tsaon4
第十個	di2 zeq4 ku4
第十八	di2 zeq4 paq4
第十八章	di2 zeq4 paq4 tsaon4
第十六	di2 zeq4 loq4
第十六章	di2 zeq4 loq4 tsaon4
第十四	di2 zeq4 sy4
第十四章	di2 zeq4 sy4 tsaon4
第十屆	di2 zeq4 ka4
第十届	di2 zeq4 ka4
第十次	di2 zeq4 tshy4
第十章	di2 zeq4 tsaon4
第四	di2 sy4
第四个	di2 sy4 gheq4
第四代	di2 sy4 de4
第四位	di2 sy4 we4
第四個	di2 sy4 ku4
第四卷	di2 sy4 cioe4
第四名	di2 sy4 min4
第四天	di2 sy4 thi4
第四层	di2 sy4 zen4
第四屆	di2 sy4 ka4
第四届	di2 sy4 ka4
第四層	di2 sy4 zen4
第四日	di2 sy4 zeq4
第四条	di2 sy4 diau4
第四條	di2 sy4 diau4
第四次	di2 sy4 tshy4
第四种	di2 sy4 zon4
第四種	di2 sy4 tson4
第四章	di2 sy4 tsaon4
第四節	di2 sy4 tsiq4
第四紀	di2 sy4 ci4
第四纪	di2 sy4 ci4
第四节	di2 sy4 tsiq4
第四部	di2 sy4 bu4
第聂伯河	di2 gniq4 paq4 wu4
第聶伯河	di2 gniq4 paq4 wu4
笺纸	tsi5 tsy3
笼子	lon2 tsy4
笼络	lon2 loq4
笼统	lon2 thon4
笼罩	lon2 tsau4
筆下	piq5 gho3
筆伐	piq5 vaq3
筆劃	piq5 waq3
筆力	piq5 liq3
筆名	piq5 min3
筆墨	piq5 meq3
筆尖	piq5 tsi3
筆意	piq5 i3
筆挺	piq5 thin3
筆會	piq5 we3
筆架	piq5 ka3
筆架山	piq5 ka9 se3
筆法	piq5 faq3
筆畫	piq5 wa3
筆直	piq5 zeq3
筆硯	piq5 gni3
筆篤生青	piq5 toq9 san9 tshin3
筆者	piq5 tse3
筆耕	piq5 ken3
筆觸	piq5 tshoq3
筆記	piq5 ci3
筆記本	piq5 ci9 pen3
筆記本電腦	piq5 ci9 pen9 di9 nau3
筆試	piq5 sy3
筆調	piq5 diau3
筆跡	piq5 tsiq3
筆錄	piq5 loq3
等不及	ten5 peq9 jiq3
等于	ten5 yu3
等人	ten5 gnin3
等价	ten5 geq3
等价物	ten5 geq9 meq3
等位	ten5 we3
等候	ten5 gheu3
等值	ten5 zeq3
等價	ten5 ka3
等價物	ten5 ka9 meq3
等分	ten5 fen3
等到	ten5 tau3
等同	ten5 don3
等同于	ten5 don9 yu3
等同於	ten5 don9 yu3
等式	ten5 seq3
等待	ten5 de3
等效	ten5 yau3
等於	ten5 yu3
等會	ten5 we3
等死	ten5 si3
等比	ten5 pi3
等温	ten5 uen3
等溫	ten5 uen3
等着	ten5 zaq3
等离子	ten5 li9 tsy3
等离子体	ten5 li9 tsy9 ben3
等等	ten5 ten3
等級	ten5 ciq3
等級制	ten5 ciq9 tsy3
等级	ten5 ciq3
等级制	ten5 ciq9 tsy3
等車	ten5 tsho3
等量	ten5 lian3
等閒	ten5 yi3
等閒之輩	ten5 yi9 tsy9 pe3
等闲	ten5 yi3
等闲之辈	ten5 yi9 tsy9 pe3
等離子	ten5 li9 tsy3
等離子體	ten5 li9 tsy9 thi3
等額選舉	ten5 ngaq9 si9 ciu3
等额选举	ten5 ngaq9 si9 ciu3
筋斗	cin5 teu3
筋疲力尽	cin5 bi9 liq9 zin3
筋疲力盡	cin5 bi9 liq9 zin3
筋緊拉拉	cin5 cin9 lha9 lha3
筋脈	cin5 maq3
筋脉	cin5 maq3
筋骨	cin5 kueq3
筋鬥	cin5 teu3
筍乾	sen5 koe3
筍瓜	sen5 ko3
筏子	vaq2 tsy4
筑城	tsoq5 zen3
筑堤	tsoq5 di3
筑巢	tsoq5 zau3
筑成	tsoq5 zen3
筑路	tsoq5 lu3
筒夾	don2 kaq4
筒子	don2 tsy4
答卷	taq5 cioe3
答問	taq5 ven3
答复	taq5 foq3
答应	taq5 in3
答復	taq5 foq3
答應	taq5 in3
答案	taq5 oe3
答疑	taq5 gni3
答礼	taq5 li3
答禮	taq5 li3
答言	taq5 yi3
答話	taq5 wa3
答謝	taq5 zia3
答话	taq5 wa3
答谢	taq5 zia3
答辩	taq5 bi3
答辯	taq5 bi3
答道	taq5 dau3
答问	taq5 ven3
答非所問	taq5 fi9 su9 ven3
答非所问	taq5 fi9 su9 ven3
答題	taq5 di3
答題卡	taq5 di9 kha3
答题	taq5 di3
答题卡	taq5 di9 kha3
策划	tshaq5 gho3
策劃	tshaq5 waq3
策动	tshaq5 don3
策動	tshaq5 don3
策应	tshaq5 in3
策應	tshaq5 in3
策源地	tshaq5 gnioe9 di3
策略	tshaq5 liaq3
策馬	tshaq5 ma3
策马	tshaq5 ma3
筛子	sy5 tsy3
筛糠	sy5 khaon3
筛选	sy5 si3
筵宴	yi2 i4
筵席	yi2 ziq4
筵會	yi2 we4
筷子	khua5 tsy3
筹划	zeu2 gho4
筹办	zeu2 be4
筹备	zeu2 be4
筹备会	zeu2 be4 khue4
筹委会	zeu2 ue4 khue4
筹建	zeu2 ci4
筹措	zeu2 tshu4
筹款	zeu2 khue4
筹码	zeu2 mo4
筹资	zeu2 tsy4
筹集	zeu2 ziq4
签发	tshi5 faq3
签名	tshi5 min3
签字	tshi5 zy3
签定	tshi5 din3
签注	tshi5 tsy3
签约	tshi5 iaq3
签署	tshi5 zy3
签订	tshi5 tin3
签证	tshi5 tsen3
简介	ci5 ka3
简体字	ci5 ben9 zy3
简便	ci5 bi3
简化	ci5 hua3
简单	ci5 te3
简单化	ci5 te9 hua3
简历	ci5 liq3
简史	ci5 sy3
简括	ci5 kuaq3
简捷	ci5 ziq3
简明	ci5 min3
简明扼要	ci5 min9 ngeq9 iau3
简易	ci5 i3
简朴	ci5 phoq3
简洁	ci5 ciq3
简牍	ci5 doq3
简略	ci5 liaq3
简直	ci5 zeq3
简短	ci5 toe3
简称	ci5 tshen3
简章	ci5 tsaon3
简约	ci5 iaq3
简练	ci5 li3
简而言之	ci5 er9 yi9 tsy3
简要	ci5 iau3
简述	ci5 zeq3
简长老	ci5 tsan9 lau3
简陋	ci5 leu3
箇個	geq2 gheq4
箇墶	geq2 taq4
箇墶裏	geq2 taq4 li4
箇手	geq2 seu4
箇檔碼子	geq2 taon4 mo4 tsy4
箇歇	geq2 shiq4
箇歇歇	geq2 shiq4 shiq4
箇歇裏	geq2 shiq4 li4
箇歇辰光	geq2 shiq4 zen4 kuaon4
箇歇點	geq2 shiq4 ti4
箇能	geq2 nen4
箇能介	geq2 nen4 ka4
箇記	geq2 ci4
箇辰光	geq2 zen4 kuaon4
箇面	geq2 mi4
箇面墶	geq2 mi4 taq4
箇頭	geq2 deu4
箇點	geq2 ti4
箋紙	tsi5 tsy3
箍兒	ku5 er3
箔條	boq2 diau4
算不上	soe5 peq9 zaon3
算不了	soe5 peq9 liau3
算不得	soe5 peq9 teq3
算了	soe5 liau3
算作	soe5 tsoq3
算卦	soe5 kua3
算命	soe5 min3
算嗎	soe5 mo3
算子	soe5 tsy3
算学	soe5 ghoq3
算學	soe5 ghoq3
算数	soe5 su3
算數	soe5 su3
算是	soe5 zy3
算术	soe5 zeq3
算法	soe5 faq3
算盘	soe5 boe3
算盤	soe5 boe3
算算	soe5 soe3
算術	soe5 zeq3
算計	soe5 ci3
算计	soe5 ci3
算賬	soe5 tsan3
算账	soe5 tsan3
管了	kuoe5 liau3
管事	kuoe5 zy3
管仲	kuoe5 zon3
管住	kuoe5 zy3
管個	kuoe5 gheq3
管內	kuoe5 ne3
管内	kuoe5 ne3
管制	kuoe5 tsy3
管区	kuoe5 chiu3
管區	kuoe5 chiu3
管壁	kuoe5 piq3
管好	kuoe5 hau3
管委	kuoe5 ue3
管委会	kuoe5 ue9 khue3
管委會	kuoe5 ue9 khue3
管子	kuoe5 tsy3
管家	kuoe5 ka3
管家婆	kuoe5 ka9 bu3
管带	kuoe5 ta3
管帶	kuoe5 ta3
管弦乐	kuoe5 yi9 yaq3
管弦乐队	kuoe5 yi9 yaq9 de3
管弦樂	kuoe5 yi9 yaq3
管弦樂隊	kuoe5 yi9 yaq9 de3
管待	kuoe5 de3
管教	kuoe5 ciau3
管束	kuoe5 soq3
管樂	kuoe5 yaq3
管状	kuoe5 zaon3
管狀	kuoe5 zaon3
管理	kuoe5 li3
管理中心	kuoe5 li9 tson9 sin3
管理员	kuoe5 li9 yoe3
管理員	kuoe5 li9 yoe3
管理处	kuoe5 li9 tshy3
管理学	kuoe5 li9 ghoq3
管理學	kuoe5 li9 ghoq3
管理局	kuoe5 li9 jioq3
管理层	kuoe5 li9 zen3
管理層	kuoe5 li9 zen3
管理工作	kuoe5 li9 kon9 tsoq3
管理方	kuoe5 li9 faon3
管理权	kuoe5 li9 jioe3
管理權	kuoe5 li9 jioe3
管理法	kuoe5 li9 faq3
管理科学	kuoe5 li9 khu9 ghoq3
管理科學	kuoe5 li9 khu9 ghoq3
管理系統	kuoe5 li9 shi9 thon3
管理系统	kuoe5 li9 shi9 thon3
管理者	kuoe5 li9 tse3
管理處	kuoe5 li9 tshy3
管理費	kuoe5 li9 fi3
管理费	kuoe5 li9 fi3
管用	kuoe5 yon3
管線	kuoe5 si3
管线	kuoe5 si3
管見	kuoe5 ci3
管轄	kuoe5 haq3
管轄權	kuoe5 haq9 jioe3
管辖	kuoe5 haq3
管辖权	kuoe5 haq9 jioe3
管道	kuoe5 dau3
管閒事	kuoe5 yi9 zy3
管闲事	kuoe5 yi9 zy3
管風琴	kuoe5 fon9 jin3
管风琴	kuoe5 fon9 jin3
箩筐	lu2 khuaon4
箫声	siau5 san3
箭头	tsi5 deu3
箭杆	tsi5 koe3
箭楼	tsi5 leu3
箭樓	tsi5 leu3
箭步	tsi5 bu3
箭石	tsi5 zaq3
箭頭	tsi5 deu3
箱內	sian5 ne3
箱内	sian5 ne3
箱子	sian5 tsy3
箱底	sian5 ti3
箱笼	sian5 lon3
箱籠	sian5 lon3
箴言	tsen5 yi3
節下	tsiq5 gho3
節令	tsiq5 lin3
節假	tsiq5 ka3
節假日	tsiq5 ka9 zeq3
節儉	tsiq5 ji3
節制	tsiq5 tsy3
節前	tsiq5 zi3
節外生枝	tsiq5 nga9 san9 tsy3
節奏	tsiq5 tseu3
節奏感	tsiq5 tseu9 koe3
節度	tsiq5 du3
節度使	tsiq5 du9 sy3
節律	tsiq5 liq3
節後	tsiq5 gheu3
節慶	tsiq5 chin3
節拍	tsiq5 phaq3
節掐指	tsiq5 khaq9 tsy3
節掐油	tsiq5 khaq9 yeu3
節日	tsiq5 zeq3
節枝	tsiq5 tsy3
節氣	tsiq5 chi3
節水	tsiq5 sy3
節理	tsiq5 li3
節目	tsiq5 moq3
節目單	tsiq5 moq9 te3
節省	tsiq5 san3
節節勝利	tsiq5 tsiq9 sen9 li3
節節敗退	tsiq5 tsiq9 ba9 the3
節約	tsiq5 iaq3
節肢動物	tsiq5 tsy9 don9 meq3
節能	tsiq5 nen3
節間	tsiq5 ci3
節食	tsiq5 zeq3
節骨眼	tsiq5 kueq9 nge3
節點	tsiq5 ti3
範一飛	ve2 iq4 fi4
範仲淹	ve2 zon4 i4
範例	ve2 li4
範圍	ve2 we4
範子愚	ve2 tsy4 yu4
範幫主	ve2 paon4 tsy4
範志紅	ve2 tsy4 ghon4
範恆山	ve2 ghen4 se4
範文	ve2 ven4
範文程	ve2 ven4 zen4
範本	ve2 pen4
範疇	ve2 zeu4
範秀枝	ve2 sieu4 tsy4
範蠡	ve2 li4
範蠡廟	ve2 li4 miau4
篆书	zoe2 sy4
篆刻	zoe2 kheq4
篆書	zoe2 sy4
篇幅	phi5 foq3
篇章	phi5 tsaon3
篇篇	phi5 phi3
築城	tsoq5 zen3
築堤	tsoq5 di3
築巢	tsoq5 zau3
築成	tsoq5 zen3
築路	tsoq5 lu3
篓子	leu2 tsy4
篝火	keu5 hu3
篡位	tshoe5 we3
篡夺	tshoe5 deq3
篡奪	tshoe5 deq3
篡改	tshoe5 ke3
篡权	tshoe5 jioe3
篡權	tshoe5 jioe3
篤信	toq5 sin3
篤學	toq5 ghoq3
篤定	toq5 din3
篤行	toq5 yin3
篩子	sa5 tsy3
篩糠	sy5 khaon3
篩細	sa5 si3
篩選	sa5 si3
篮子	le2 tsy4
篮板	le2 pe4
篮板球	le2 pe4 jieu4
篮球	le2 jieu4
篮球场	le2 jieu4 zan4
篮球队	le2 jieu4 de4
篱笆	li2 pa4
篷車	bon2 tsho4
簇嶄全新	tshoq5 tse9 zi9 sin3
簇拥	tshoq5 ion3
簇擁	tshoq5 ion3
簇葉	tshoq5 yiq3
簌簌	soq5 soq3
簍子	leu2 tsy4
簡介	ci5 ka3
簡便	ci5 bi3
簡化	ci5 ho3
簡史	ci5 sy3
簡單	ci5 te3
簡單來些	ci5 te9 le9 si3
簡單來西	ci5 te9 le9 si3
簡單化	ci5 te9 hua3
簡括	ci5 kuaq3
簡捷	ci5 ziq3
簡明	ci5 min3
簡明扼要	ci5 min9 ngeq9 iau3
簡易	ci5 i3
簡樸	ci5 phoq3
簡歷	ci5 liq3
簡況	ci5 huaon3
簡潔	ci5 ciq3
簡牘	ci5 doq3
簡略	ci5 liaq3
簡直	ci5 zeq3
簡省	ci5 san3
簡短	ci5 toe3
簡稱	ci5 tshen3
簡章	ci5 tsaon3
簡約	ci5 iaq3
簡練	ci5 li3
簡繁	ci5 ve3
簡而言之	ci5 er9 yi9 tsy3
簡要	ci5 iau3
簡譜	ci5 pu3
簡述	ci5 zeq3
簡長老	ci5 tsan9 lau3
簡陋	ci5 leu3
簡體字	ci5 thi9 zy3
簪子	tsoe5 tsy3
簫聲	siau5 san3
簷下	yi2 gho4
簸箕	pu5 ci3
簽了	tshi5 liau3
簽單	tshi5 te3
簽條	tshi5 diau3
簽約	tshi5 iaq3
簾子	li2 tsy4
簿冊	bu2 tshaq4
簿子	bu2 tsy4
簿本	bu2 pen4
簿記	bu2 ci4
簿记	bu2 ci4
籃圈	le2 chioe4
籃子	le2 tsy4
籃板	le2 pe4
籃板球	le2 pe4 jieu4
籃球	le2 jieu4
籃球場	le2 jieu4 zan4
籃球隊	le2 jieu4 de4
籌備	zeu2 be4
籌備會	zeu2 be4 khue4
籌劃	zeu2 waq4
籌委會	zeu2 ue4 khue4
籌度	zeu2 doq4
籌建	zeu2 ci4
籌措	zeu2 tshu4
籌款	zeu2 khue4
籌碼	zeu2 mo4
籌資	zeu2 tsy4
籌辦	zeu2 be4
籌集	zeu2 ziq4
籍沒	ziq2 meq4
籍没	ziq2 meq4
籍貫	ziq2 kue4
籍贯	ziq2 kue4
籠子	lon2 tsy4
籠絡	lon2 loq4
籠統	lon2 thon4
籠罩	lon2 tsau4
籤名	tshi5 min3
籤字	tshi5 zy3
籤定	tshi5 din3
籤注	tshi5 tsy3
籤發	tshi5 faq3
籤約	tshi5 iaq3
籤署	tshi5 zy3
籤訂	tshi5 tin3
籤證	tshi5 tsen3
籬下	li2 gho4
籬笆	li2 pa4
籮筐	lu2 khuaon4
米业	mi2 gniq4
米公祠	mi2 kon4 zy4
米兰	mi2 le4
米利都	mi2 li4 tu4
米勒	mi2 leq4
米哈伊洛夫	mi2 ha4 yi4 loq4 fu4
米堡	mi2 pau4
米尔	mi2 er4
米开朗琪罗	mi2 khe4 laon4 ji4 lu4
米德尔斯堡	mi2 teq4 er4 sy4 pau4
米德爾斯堡	mi2 teq4 er4 sy4 pau4
米格	mi2 kaq4
米業	mi2 gniq4
米湯	mi2 thaon4
米燒粥	mi2 sau4 tsoq4
米爾	mi2 er4
米特	mi2 deq4
米粉	mi2 fen4
米粒	mi2 liq4
米粥	mi2 tsoq4
米紅	mi2 ghon4
米脂	mi2 tsy4
米芾	mi2 fi4
米蘭	mi2 le4
米諾斯	mi2 noq4 sy4
米诺斯	mi2 noq4 sy4
米長	mi2 tsan4
米開朗琪羅	mi2 khe4 laon4 ji4 lu4
米面	mi2 mi4
米韌湯	mi2 gnin4 thaon4
米飯	mi2 ve4
米饭	mi2 ve4
类书	le2 sy4
类人	le2 zen4
类似	le2 zy4
类别	le2 beq4
类同	le2 don4
类固醇	le2 ku4 zen4
类型	le2 yin4
类推	le2 the4
类比	le2 pi4
类群	le2 jiun4
籽兒	tsy5 er3
粉丝	fen5 sy3
粉刷	fen5 seq3
粉刺	fen5 tshy3
粉坊	fen5 faon3
粉塵	fen5 zen3
粉尘	fen5 zen3
粉未	fen5 vi3
粉末	fen5 meq3
粉条	fen5 diau3
粉條	fen5 diau3
粉沙	fen5 so3
粉状	fen5 zaon3
粉狀	fen5 zaon3
粉皮耳朵	fen5 bi9 gni9 tu3
粉碎	fen5 se3
粉笔	fen5 piq3
粉筆	fen5 piq3
粉紅	fen5 ghon3
粉紅色	fen5 ghon9 seq3
粉絲	fen5 sy3
粉红	fen5 ghon3
粉红色	fen5 ghon9 seq3
粉色	fen5 seq3
粉蒸	fen5 tsen3
粉身碎骨	fen5 sen9 se9 kueq3
粉飾	fen5 seq3
粉饰	fen5 seq3
粒子	liq2 tsy4
粒子束	liq2 tsy4 soq4
粒度	liq2 du4
粒状	liq2 zaon4
粒狀	liq2 zaon4
粒細胞	liq2 si4 pau4
粒细胞	liq2 si4 pau4
粗人	tshu5 gnin3
粗俗	tshu5 zoq3
粗壮	tshu5 zaon3
粗壯	tshu5 tsaon3
粗大	tshu5 da3
粗布	tshu5 pu3
粗心	tshu5 sin3
粗心大意	tshu5 sin9 du9 i3
粗拉	tshu5 lha3
粗放	tshu5 faon3
粗放型	tshu5 faon9 yin3
粗暴	tshu5 bau3
粗气	tshu5 chi3
粗氣	tshu5 chi3
粗沙	tshu5 so3
粗浅	tshu5 tshi3
粗淺	tshu5 tshi3
粗犷	tshu5 kuaon3
粗獷	tshu5 kuaon3
粗率	tshu5 liq3
粗略	tshu5 liaq3
粗疏	tshu5 su3
粗粗	tshu5 tshu3
粗粮	tshu5 lian3
粗糙	tshu5 tshau3
粗糧	tshu5 lian3
粗細	tshu5 si3
粗细	tshu5 si3
粗胖	tshu5 phaon3
粗言	tshu5 yi3
粗話	tshu5 wa3
粗讀	tshu5 doq3
粗话	tshu5 wa3
粗豪	tshu5 ghau3
粗鄙	tshu5 pi3
粗重	tshu5 zon3
粗野	tshu5 ya3
粗魯	tshu5 lu3
粗鲁	tshu5 lu3
粘了	kni5 liau3
粘住	kni5 zy3
粘合	kni5 gheq3
粘合剂	kni5 gheq9 tsi3
粘合劑	kni5 gheq9 tsi3
粘土	kni5 thu3
粘土矿	kni5 thu9 khuaon3
粘土礦	kni5 thu9 khuaon3
粘度	kni5 du3
粘弹性	kni5 de9 sin3
粘彈性	kni5 de9 sin3
粘性	kni5 sin3
粘支疙瘩	kni5 tsy9 keq9 taq3
粘液	kni5 yiq3
粘着	kni5 tsaq3
粘稠	kni5 zeu3
粘結	kni5 ciq3
粘结	kni5 ciq3
粘胶	kni5 kau3
粘膜	kni5 moq3
粘膠	kni5 kau3
粘貼	kni5 thiq3
粘贴	kni5 thiq3
粘连	kni5 li3
粘連	kni5 li3
粘附	kni5 vu3
粟田湖	soq5 di9 wu3
粟裕	soq5 yu3
粤东	yoq2 ton4
粤剧	yoq2 jiq4
粥样	tsoq5 yan3
粥樣	tsoq5 yan3
粥湯	tsoq5 thaon3
粪便	fen5 bi3
粮仓	lian2 tshaon4
粮价	lian2 geq4
粮棉	lian2 mi4
粮油	lian2 yeu4
粮票	lian2 phiau4
粮秣	lian2 meq4
粮站	lian2 ze4
粮草	lian2 tshau4
粮食	lian2 zeq4
粮食作物	lian2 zeq4 tsoq4 meq4
粮饷	lian2 sian4
粳稻	kan5 dau3
粵人	yoq2 gnin4
粵劇	yoq2 jiq4
粵北	yoq2 poq4
粵東	yoq2 ton4
粵江	yoq2 kaon4
粵省	yoq2 san4
粹白	tshoe5 baq3
粼光	lin2 kuaon4
粽子	tson5 tsy3
精于	tsin5 yu3
精光	tsin5 kuaon3
精兵	tsin5 pin3
精兵強將	tsin5 pin9 chian9 tsian3
精兵强将	tsin5 pin9 chian9 tsian3
精准	tsin5 tsen3
精制	tsin5 tsy3
精力	tsin5 liq3
精华	tsin5 wa3
精品	tsin5 phin3
精囊	tsin5 naon3
精壮	tsin5 zaon3
精壯	tsin5 zaon3
精妙	tsin5 miau3
精子	tsin5 tsy3
精密	tsin5 miq3
精巧	tsin5 chiau3
精干	tsin5 koe3
精幹	tsin5 koe3
精度	tsin5 du3
精彩	tsin5 tshe3
精微	tsin5 vi3
精心	tsin5 sin3
精打光	tsin5 tan9 kuaon3
精打細算	tsin5 tan9 si9 soe3
精打细算	tsin5 tan9 si9 soe3
精於	tsin5 yu3
精明	tsin5 min3
精明強幹	tsin5 min9 chian9 koe3
精明强干	tsin5 min9 chian9 koe3
精明能干	tsin5 min9 nen9 koe3
精明能幹	tsin5 min9 nen9 koe3
精气	tsin5 chi3
精氣	tsin5 chi3
精油	tsin5 yeu3
精液	tsin5 yiq3
精深	tsin5 sen3
精湛	tsin5 tse3
精準	tsin5 tsen3
精灵	tsin5 lin3
精炼	tsin5 li3
精煉	tsin5 li3
精熟	tsin5 zoq3
精疲力尽	tsin5 bi9 liq9 zin3
精疲力盡	tsin5 bi9 liq9 zin3
精疲力竭	tsin5 bi9 liq9 jiq3
精益求精	tsin5 iq9 jieu9 tsin3
精研	tsin5 kni3
精确	tsin5 chiaq3
精确度	tsin5 chiaq9 du3
精確	tsin5 chioq3
精確度	tsin5 chioq9 du3
精神	tsin5 zen3
精神抖擞	tsin5 zen9 teu9 seu3
精神抖擻	tsin5 zen9 teu9 seu3
精神文明	tsin5 zen9 ven9 min3
精神病	tsin5 zen9 bin3
精简	tsin5 ci3
精算师	tsin5 soe9 sy3
精算師	tsin5 soe9 sy3
精簡	tsin5 ci3
精紡	tsin5 faon3
精細	tsin5 si3
精絕	tsin5 ziq3
精練	tsin5 li3
精纺	tsin5 faon3
精练	tsin5 li3
精细	tsin5 si3
