aabenraa	ɔbmˈʁɔ
tidsmaskine	tidsmaskinə
tidspunkt	ˈtiðsˌpɔŋd
tidsskrift	tiðsskreft
tidszone	tidssonə
tie	ˈtiə
tiende	tiənə
tiendedel	tiənədel
tier	ˈtiər
tiere	ˈtiɐɐ
tiest	ˈtiəsd
tiger	ˈtiər
tigere	ˈtiɐɐ
tigger	tekər
tight	tajt
til	tel
tilbage	teˈbajə
tilbagestående	teˈbæjəˌsdɔənə
tilbringe	ˈtelˌbʁɛŋə
tilbud	telbuð
tilfreds	teˈfʁɛs
tilfredsstille	teˈfʁɛsˌsdelə
tilfredsstillende	teˈfʁɛsˌsdelənə
tilføje	ˈtelˌfʌjə
tilhøre	ˈtelˌhøɐ
tilhørende	ˈtelˌhøɐnə
tilhører	ˈtelˌhøɐ
tilhørerne	ˈtelˌhøɐnə
tillade	ˈteˌladə
tillid	telid
tillykke	teˈløɡə
tillægsord	ˈtelɛɡsˌoɐ
tilpas	tepas
tilstand	ˈtelˌstan
tiltale	ˈtelˌtælə
tilværelse	ˈtelˌʋaɐɐlsə
time	ˈtimə
timer	tajmər
ting	tenɡ
tinge	ˈteŋə
tirade	tiˈʁɑðə
tirsdag	ˈtiɐsda
tisse	ˈtisə
tissekone	ˈtisəˌkonə
tissemand	ˈtisəˌman
tit	tit
tivoli	ˈtiʋoli
tjald	ˈtɕal
tjek	ˈtcɛɡ
tjekke	ˈtcɛɡə
tjekkede	ˈtcɛɡəðə
tjekket	ˈtcɛɡəð
tjekkiet	tɕɛˈkiəð
tjene	ˈtɕɛnə
tjener	ˈtɕɛnɐ
tjeneste	ˈtɕɛnəsdə
tjenlig	ˈtɕɛnli
tjenstlig	ˈtɕɛnsdli
tjod	tjɔð
tjæld	ˈtɕɛl
tjære	ˈtɕɛɐ
tjørn	ˈtɕɶɐn
to	ˈto
tobak	tobak
tog	tɔɣ
toge	tɔwə
togstation	ˈtɔwsdaˌɕon
togt	ˈtʌɡd
toilet	toalɛt
toiletpapir	tɔi-
toksikolog	tɔksikolo
toksisk	tɔksisk
told	tɔl
tolk	ˈtʌlɡ
tolke	ˈtʌlɡə
tolken	ˈtʌlɡən
tolkning	ˈtʌlɡneŋ
tolv	ˈtʌl
tolvte	ˈtʌldə
tom	ˈtʌm
tomat	toˈmad
tombak	tɔmbak
tomle	tɔmlə
tomme	ˈtɒmə
tommel	ˈtʌməl
tommelfinger	ˈtʌməlˌfeŋɐ
ton	tʌn
tone	tonə
topologi	topoloɡi
tor	tor
torden	tordən
tordne	ˈtoɐdnə
torsdag	ˈtɒsda
torsk	tɔrsk
tortere	tɔrterə
torv	tɒv
torve	tɔrvə
total	total
totale	totalə
toti	ˈtoti
tov	tɔv
tove	tovə
tovet	tɔvət
tradition	tradiˈsjon
traditionel	tradisjonɛl
traf	ˈtʁɑf
traffes	ˈtʁɑfəs
trafikprop	trafikprɔp
tragedie	tʁɑˈɡeðjə
tragisk	ˈtʁɑɡisɡ
traktor	ˈtʁɑɡtɐ
traktoren	ˈtʁɑɡtɐɐn
traktorer	tʁɑɡˈtoɐ
trampfart	trampfart
tranebær	tranəbɛr
transformer	tʁɑnsˈfɒmɐ
transistor	tʁɑnˈsisdʌ
transkønnet	ˈtʁɑnskœnəð
transkønnethed	ˈtʁɑnskœnəðˌheð
transparens	transparɛns
trapez	tʁɑˈpɛds
trappe	trapə
traske	traskə
travl	travl
tre	ˈtʁɛ
tredive	trɛðvə
tredivte	ˈtʁaðfdə
tredje	ˈtreðjə
treer	treər
trekant	trɛkant
trekke	trɛkə
tres	ˈtres
tresindstyve	ˈtresənsˈtyvə
tresindstyvende	ˈtʁɛsənsˈtyʋənə
trespringer	ˈtʁɛˌsbʁɛŋʌ
tressende	trɛsənə
treti	ˈtʁɛti
tretten	trɛtən
trick	ˈtʁɛɡ
trin	trin
trit	trit
triumf	tʁiˈɔmf
tro	tro
trods	ˈtrɔs
trodse	ˈtrɔsə
trodsig	trɔsi
troede	ˈtroəðə
troende	ˈtroənə
troet	ˈtroəð
trojansk	tʁoˈjænsɡ
trold	trɔl
troldkarl	ˈtʁʌlˌkæl
troldkvinde	ˈtrɔlkvenə
trolig	troli
tromme	ˈtrɔmə
trompeter	trɔmpetər
tronarving	tronarvenɡ
trone	tronə
tropisme	trɔˈpismə
troposfære	trobosfɛrə
trosbekendelse	ˈtʁosbeˌkɛnlsə
trossamfund	trossamfon
trost	trʌsd
troværdig	trovɛrdi
tru	tru
true	truə
truende	truənə
truffen	ˈtʁɔfən
truffet	ˈtʁɔfəð
trufne	ˈtʁɔfnə
trussel	trusəl
tryg	trøɡ
trygge	ˈtʁœɡə
tryk	ˈtʁœɡ
trykke	ˈtʁœɡə
tryne	trynə
tryner	tʁynɐ
trå	ˈtʁɔ
tråd	trɔd
tråde	ˈtʁɔðə
trådløs	trɔdløs
trådt	ˈtʁʌd
trådte	ˈtʁʌdə
træ	trɛ
træde	trɛðə
træder	ˈtʁɛðə
træf	ˈtʁaf
træffe	ˈtʁafə
træffedes	ˈtʁafəðəs
træffende	ˈtʁafənə
træffer	ˈtʁafɐ
træffes	ˈtʁafəs
træg	trɛɡ
træge	trɛɡə
træk	trɛk
trække	trɛkə
trækkerdreng	trɛkərdrɛŋ
træl	ˈtʁal
trældom	ˈtʁalˌdʌm
trælle	ˈtʁalə
træls	ˈtʁals
trælsom	ˈtʁalˌsʌm
træn	trɛŋ
træne	trɛnə
træner	trɛnər
trænet	trɛnəð
trænge	trɛŋə
træskonæb	ˈtʁaˌsɡoˌnɛb
træt	trɛt
trætte	trɛtə
trættekær	trɛtəkɛr
trævl	trɛvl
trøffel	ˈtʁœfəl
trøflen	ˈtʁœflən
trøfler	ˈtʁœflɐ
trøje	trøjə
tud	ˈtuð
tude	ˈtuðə
tudse	ˈtusə
tugt	ˈtɔɡd
tumult	tumult
tun	tun
tung	ˈtɔŋ
tunge	ˈtɔŋə
tunika	tunika
tupilak	tupiˈlɑɡ
tur	tur
turbine	turbinə
turde	ˈtoɐ
turdet	ˈtoɐð
turkis	tyrkis
tusind	ˈtusənə
tut	ˈtud
tutte	ˈtudə
tvang	tvaŋ
tvedragt	ˈtʋeˌdʁɒɡd
tvetydig	tvetydi
tveægget	tveɛɡət
tvilling	ˈtwɪlɪŋ
tvinge	tveŋə
tviste	ˈtvestə
tvivl	tvivl
tvær	tvɛr
tvære	tvɛrə
tværs	tvɛrs
tvært	tvɛrt
tvætte	tvɛdə
ty	ˈty
tyd	tyd
tyde	ˈtyðə
tydelig	ˈtyðəli
tydeligvis	ˈtyðəliˈvis
tyfon	tyfon
tyfus	ˈtyfus
tyfussen	ˈtyfusn
tyg	ˈtyɡ
tygge	ˈtyɡə
tyggede	ˈtyɡəðə
tygger	ˈtyɡɐ
tygget	ˈtyɡəð
tyk	tyk
tykkes	ˈtykəs
tykmælk	tykmɛlk
tyktarm	ˈtyɡtɑm
tynd	tøn
tyndtarm	ˈtøntɑm
tyngde	ˈtøŋdə
tyngdekraft	ˈtøŋdəˌkʁɑfd
tyr	ˈtyɐ
tyran	tyˈʁɑn
tyre	ˈtyɐ
tyrker	tyrkər
tyrkiet	tyɐˈkiəð
tyrkisk	tyrkisk
tysk	tysk
tysker	ˈtysɡɐ
tyskertøs	tyskərtøs
tyskland	ˈtysɡˌlan
tyst	ˈtysd
tyv	ˈtyw
tyve	tyvə
tyvende	ˈtyvənə
tyver	tyvər
tzatziki	dsɑdˈsiɡi
tå	tɔ
tåge	ˈtɔwə
tåle	ˈtɔlə
tålmod	ˈtɔlˌmoð
tålmodig	tɔlmodi
tår	ˈtɔr
tåre	ˈtɔrə
tårn	tɒn
tårne	tɔrnə
tæft	tɛft
tække	ˈtɛɡə
tækkelig	ˈtɛɡəli
tæmme	tɛmə
tænde	tɛnə
tænder	tɛnər
tændt	ˈtɛnd
tænke	tɛnkə
tænkt	ˈtɛŋd
tænkte	tɛnktə
tæppe	tɛpə
tærske	tɛrskə
tærskel	tɛrskəl
tæske	tɛskə
tæt	tɛt
tæthed	ˈtɛdˌheð
tætte	ˈtɛdə
tøffelhelt	tøfəlhɛlt
tøj	ˈtɔj
tøjet	ˈtʌjəð
tøjhus	ˈtʌjˌhus
tøjle	ˈtʌɪlə
tøjr	ˈtʌjʌ
tøjte	tøjtə
tølt	tœlt
tømme	tœmə
tømmermænd	tœmərmɛnd
tømrer	tœmrər
tønde	ˈtønə
tør	tœr
tørklæde	ˈtɶɐˌklɛðə
tørst	tœrst
tørstig	tœrsti
tøs	tøs
tøve	ˈtøvə
tøven	ˈtøvən
uafladelig	uɑwˈlæðəli
uagtet	ˈuˌɑɡdəð
uartig	uartiɡ
ubehag	ˈubeˌhæj
ubestemmelig	ubeˈsdɛməli
ubestemt	ubeˈsdɛmd
ubrugelig	uˈbʁuəli
ubønhørlig	ubœnhørli
ud	uð
udadvendt	udadvɛndt
uddateret	uddaterət
ude	udə
udeblev	ˈuðəˌblew
udebleven	ˈuðəˌblewən
udeblevet	ˈuðəˌblewəð
udeblevne	ˈuðəˌblewnə
udeblive	ˈuðəˌbliwə
udebliven	ˈuðəˌbliwən
udebliver	ˈuðəˌbliwɐ
udelukke	udəlɔkə
udelukkende	udəlɔkənə
uden	ˈuðən
udenlands	uðənˌlans
udenlandsk	uðənlansk
udforske	ˈuðˌfɒsɡə,ˈuðˌfɒsɡə
udgift	udɡift
udholde	ˈuðˌhʌlə
udklædning	ˈuðˌklɛðneŋ
udklædt	ˈuðˌklɛd
udland	ˈuðˌlan
udlede	uðleðə
udlejer	udlajər
udlændig	uðˈlɛndi
udlænding	ˈuðˌlɛneŋ
udrede	uðreðə
udrensning	udrɛnsnenɡ
udrydde	udrydə
udsagn	ˈuðˌsɑwn
udsagnsord	ˈuðsɑwnsˌoɐ
udseende	udseənə
udsigt	ˈuðˌseɡd
udskud	udskud
udstede	ˈuðˌsdɛðə
udstykke	ˈuðˌsdøɡə
udtalelse	ˈuˌtæləlsə
udtryk	udtrøk
udtrykke	udtrœkə
udvikle	ˈuðˌveɡlə
udvikling	uðveɡleŋ
udvortes	udvɔrtəs
udyr	udyr
uenig	uˈeni
ufolignelig	ufʌˈlinəli
uforanderlig	ufɔranərli
uforfærdet	ˈufʌˌfæɐdəð
uforlignelig	ufɔrlinəli
ufrivillig	ufrivili
ufødt	ˈuˌfød
uge	ˈuə
ugedag	uədæ
ugentlig	ˈuəndli
ugevis	ˈuəˌvis
ugift	uɡift
ugle	ˈulə
uglen	ˈuln
ugler	ˈulɐ
uglerne	ˈulɐnə
uheld	uhɛl
uheldig	uhɛldi
uhyre	ˈuˌhyɐ
uhyrlig	uˈhyɐli
uhørt	uhørt
uigennemsigtig	ˈʊiˌɡenəmˌsɪkti
ukendt	ˈuˌkɛnd
ukrudt	ukrut
uld	ˈul
ulden	ˈulən
ulig	ˈuˌli
ulige	ˈuˌliə
uligt	ˈuˌliɡd
ulk	ulk
ulme	ˈulmə
ulovlig	uˈlɒwli
ulovlige	uˈlɒwlii
ulovligt	uˈlɒwlid
ultimatum	ultimatɔm
ultralyd	ultralyd
ulv	ulv
ulydig	uˈlyði
ulydighed	uˈlyðiˌhɛð
ulykke	uløkə
ulykkelig	uløɡəli
ulykkesbil	ˈuløɡəsˌbil
ulyst	uløst
umage	ˈuˌmæjə
umami	uˈmɑmi
umbra	ɔmbra
umulighed	umulihed
unddrage	ˈɔnˌdʁɑwə
unde	onə
under	onər
underhold	ˈɔnʌˌhʌl
underholde	ˈɔnʌˌhʌlə
underlag	ˈɔnɐˌlæɪ
underlig	ˈɔnʌli
underskrive	onərskrivə
underskud	ˈɔnʌˌsɡuð
underslæb	ˈonɐˌslɛb
undersættelse	ˈɔnɐˌsɛdəlsə
undertiden	ɔnərtidən
undertøj	onərtøj
undfange	ˈɔnˌfɑŋə
undgå	ˈɔnˌɡɔ
undgælde	onɡɛlə
undr	ˈɔndɐ
undre	ˈɔndʁɐ
undrede	ˈɔndʁɐðə
undredes	ˈɔndʁɐðəs
undren	ˈɔndʁɐ
undrende	ˈɔndʁɐnə
undrer	ˈɔndʁɐ
undres	ˈɔndʁɐs
undret	ˈɔndʁɐð
undskyld	ˈonˌsɡyl
undsætte	ˈɔnˌsɛdə
undtag	ˈɔnˌtæ
undtage	ˈɔnˌtæ
undtagen	ˈɔnˈtæjən
undtager	ˈɔnˌtɑ
undtaget	ˈɔnˌtæəð
undtagne	ˈɔnˌtæjnə
undtog	ˈɔnˌto
undulat	ondulat
undvige	onviə
undvære	ˈɔnˌʋɛɐ
ung	ˈɔŋ
ungarer	ɔnɡarər
ungarsk	ɔnɡarsk
ungdom	ɔnɡdɔm
ungdommelig	ɔŋˈdʌməli
unge	ˈɔŋə
ungkarl	ɔnɡkal
ungt	onɡt
unik	unik
unilateral	ˈuniladəˌʁɑl
union	uniˈon
univers	univɛrs
universitet	uniʋaɐsiˈted
unyttig	unøti
unødvendig	unøðˈʋɛndi
unødvendige	unøðˈʋɛndii
unødvendigt	unøðˈʋɛndid
uomgængelig	ʌmˈɡɛŋəli
uoverlagt	ˈuɒwɐˌlɑɡd
uovertruffen	ˈuɒwʌˌtʁɔfən
uparfumeret	ˈupɑfyˌmeʌð
ur	ˈuɐ
uret	ˈuˌrɛt
urgammel	ˈuɐˌɡaməl
urgermansk	urɡɛrmansk
urin	urin
urinal	urinal
urinale	urinalə
urindoeuropæisk	ˈurendoøwroˌpɛisk
urinsekt	urensɛkt
ursuppe	ursɔpə
urt	urt
urtid	ˈuɐˌtið
uræmi	urɛmi
usagt	ˈuˌsɑɡd
usammenlignelig	usɑmənˈlinəli
usikker	usekər
uskreven	uskrevən
uskyldig	uskyldi
ussel	ˈusəl
usynlig	usynli
usynlighed	uˈsynliˌheð
utallig	utali
utilfreds	ˈuteˌfʁɛs
utilfredsstillende	ˈutefʁɛsˌsdelənə
utilgivelig	utelɡivəli
utrolig	utroli
utryg	utrøɡ
utvetydig	ˈutveˌtyði
utvivlsom	utvivlsɔm
utydelig	uˈtyðəli
utæt	ˈuˌtɛd
utæthed	ˈutɛdˌheð
utøj	ˈuˌtʌj
uundgåelig	uɔnˈɡɔəli
uvejr	ˈuˌʋɛɐ
uvis	ˈuˌves
uvægerlig	uˈʋɛjɐli
uværdig	ˈuˌvɛrdi
uvæsen	ˈuˌvɛsən
vabel	vabəl
vad	vad
vag	vaɡ
vage	vaɡə
vagn	vaʊn
vagt	ˈvɑɡd
vagtel	ˈvɑɡdəl
vagtelkonge	ˈvɑɡdəlˌɡʌŋə
vakt	ˈʋɑɡd
vakte	ˈʋɑɡdə
vaktes	ˈʋɑɡdəs
vakuum	vakuɔm
val	ˈval
valen	ˈvælən
valg	valɣ
valgt	ˈʋald
valgte	ˈʋaldə
valke	valkə
valkyrie	valkyriə
vallak	ˈvalɑk
vals	vals
valsen	valsən
valte	ˈvaltə
vammel	vaməl
vampyr	vampyr
vams	vams
van	van
vand	ˈvan
vandbakkelse	ˈʋanˌbɑɡəlsə
vande	vanə
vandet	ˈvanəd
vandfarve	vanfarvə
vandløs	ˈʋænløs
vandmelon	vanmelon
vandr	vandər
vandrefalk	vandrəfalk
vandrestjerne	vandrəstjɛrnə
vane	vanə
vanedyr	ˈvænəˌdyɐ
vanske	ˈvansɡə
vanskelig	ˈvansɡəli
vant	ˈʋand
vantro	vantro
vanvid	ˈʋanˌʋið
vanvittig	ˈʋanˌʋidi
vanvittige	ˈʋanˌʋidii
vanvittigt	ˈʋanˌʋidid
vappe	ˈvɑbə
var	ˈʋɑ
vare	varə
varetage	ˈʋɑɑˌtæ
varetægt	ˈʋɑɑˌtɛɡd
variant	vɑiˈand
varlig	ˈvɑli
varmeovn	ˈʋɑməˌɒwn
varpe	ˈvɑbə
varsel	varsəl
varsle	varslə
varsom	varsɔm
varsomhed	ˈvɑsʌmˌheð
varte	ˈvɑdə
varulv	ˈvarˌulv
vasal	vasal
vase	vasə
vaskebjørn	vasɡebjøʁn
vaskeklud	vaskəklud
vaskemaskine	vaskəmaskinə
vaskemiddel	vaskəmidəl
ve	ve
ved	ˈʋeð
vederkvæge	ʋeðɐˈkʋɛjə
vedrøre	veðrørə
vedrørende	ˈʋeðˌʁɶɐnə
vedtage	ˈʋeðˌtæ
vedtægt	ˈʋeðˌtɛɡd
veer	veər
vege	veɡə
vegetar	vɛɡəˈtɑ
vegne	ˈʋɑjnə
vej	ˈʋɑj
veje	ˈvɑjə
vejede	ˈvɑjðð
vejlede	vajleðə
vejledning	vajleðneŋ
vejr	ˈvɛr
vejre	ˈʋɑjʁɐ
vejret	ˈvɛrəð
vejrgud	ˈvɛɐˌkuð
vejrhane	vɛrhanə
vejrudsigt	ˈʋɛɐuðˌseɡd
vel	ˈvɛl
velbehag	ˈvɛlbeˌhæj
velberåd	ˈvɛlbeˌʁɔð
velfærd	vɛlfɛr
velfærdssamfund	ˈʋɛlfɛɐssɑmˌfɔn
velfærdsstat	ˈʋɛlfɛɐsˌsdæd
velkendt	ˈvɛlkɛndt
velkommen	ˈvɛlˌkɔmən
vellevned	vɛllɛvnəð
velocipede	velosipeðə
velsmagende	ˈvelˌsmæjənə
ven	vɛn
vend	vɛn
vende	ˈʋɛnə
veninde	vɛnenə
venlig	ˈvɛnli
venlighed	ˈvɛnliheð
vennen	vɛnən
venskab	ˈvɛnˌsɡæb
venskabsby	vɛnskabsby
vent	ˈvɛnd
vente	vɛntə
verbum	ˈʋaɐbɔm
verden	ˈʋaɐdn
verdenskrig	vɛrdənskri
verdensmester	vɛrdənsmɛstər
verdensstjerne	ˈvɛɒdənssdjɛɒnə
verdslig	ˈʋaɐdsli
verfe	ˈʋaɐrfə
vest	vɛst
vestkyst	ˈʋɛsdˌkøsd
vesttysk	ˈvɛsttysk
veteran	vetəran
vi	vi
via	ˈviæ
vibe	ˈvibə
viborg	ˈviˌbɒ
vid	ˈʋið
vide	viðə
viden	viðən
videnskab	ˈʋiðˠnˌsɡæb
videre	vidərə
vidje	ˈviðjə
vidne	ˈviðnə
vidst	ˈʋesd
vidste	ˈʋesdə
vidt	ˈvid
vidunder	ˈʋiðˌɔnɐ
vidunderlig	ʋiðˈɔnɐli
vig	vi
vige	viə
vigtig	ˈveɡdi
vigtighed	ˈveɡdiˌheð
viking	ˈvikeŋ
vikunja	viˈkunja
vil	vil
vild	ˈʋil
vilde	ˈʋilə
vildsvin	vilsvin
vildt	ˈʋild
vilje	viljə
viljestyrke	viljəstyrkə
ville	vilə
villig	vili
vin	vin
vind	ʋend
vindbøjtel	venbøjtəl
vinde	venə
vinder	venər
vindruekerneolie	ˈʋinˌdʁuəˌkæɐnəˌoljə
vindskede	ˈvensɡeðə
vindue	vendu
vingegaard	ˈvɪŋəɡɔr
vinke	venkə
vinter	ˈvendɐ
vintervejr	ˈvendʌˈvɛɐ
violin	violin
violinist	violinist
vippe	vebə
vipstjert	ˈvebˌsdjæɐd
virak	virak
viril	viril
virolog	virolo
vis	ˈʋis
visa	visa
visdom	visdɔm
vise	ˈʋisə
vished	ˈvesˌheð
visk	ˈʋesɡ
viske	ˈʋesɡə
visken	ˈʋesɡən
viskestykke	veskəstøkə
vist	ˈʋesd
visum	visɔm
vitamin	vitamin
vitaminpille	vitaminpelə
vits	ˈʋids
vittighed	vitihed
vogn	vɔvn
vogte	ˈʋʌɡdə
vogter	ˈʋʌɡdɐ
vokse	vɔksə
voksen	vɔksən
volapyk	volapyɡ
vold	vɔl
volde	vɔlə
voldtægt	ˈʋʌlˌtɛɡd
vom	vɔm
vor	vɔr
vorde	vɔrdə
vordede	vɔrdəðə
vorden	vɔrdən
vordende	vɔrdənə
vorder	vɔrdər
vordet	vɔrdəðə
vores	ˈʋɒɒs
vornedskab	ˈvɒnəðˌsɡæb
vort	ˈvɒd
vorte	vɔrtɘ
vov	vɔv
vove	vɔvə
vovede	vɔvəðə
vovedes	vɔvəðəs
voven	vɔvən
vover	vɔvər
voves	vɔvəs
vovet	vɔvəd
vrag	vrav
vrage	vravə
vrang	vranɡ
vred	vreð
vrede	vredə
vrid	vrid
vride	vriðə
vrik	vrek
vrikke	vrekə
vrinske	ˈvʁɛnsɡə
vrå	ˈʋʁɔ
vrøvl	vrøvl
vrøvle	vrøvlə
vrøvlede	vrøvləða
vrøvlen	vrøvlən
vrøvlende	vrøvlənə
vrøvler	vrøvlər
vrøvlet	vrøvləð
vuf	vuf
vugge	voɡə
vuggestue	voɡəstuə
vulgær	vulɡɛr
vunden	ˈvɔnən
vundne	ˈvɔnnə
vurdere	ʋuɐˈdeɐ
våben	vɔbən
våd	vɔð
våde	vɔðə
vådt	ˈʋʌd
våg	vɔɣ
våge	vɔɣə
vågede	vɔɣəðə
vågen	ˈʋɔwən
våger	vɔɣər
våges	vɔɣəs
våget	vɔɣəð
vågn	ˈʋɔwn
vågne	ˈʋɔwnə
vågnede	ˈʋɔwnəðə
vågner	ˈʋɔwnɐ
vågnet	ˈʋɔwnəð
vånde	ˈvʌnə
vår	vɔr
væd	vɛd
vædde	vɛðə
vædder	vɛðər
væde	vɛðə
væg	ˈʋɛɡ
væge	vɛɡə
vægre	ˈʋɛjʁɐ
vægt	ˈʋɛɡd
vægte	ˈʋɛɡdə
vægter	ˈʋɛɡdɐ
vægtning	ˈʋɛɡdneŋ
væk	ˈvɛɡ
vække	vɛkə
vækkede	ˈʋɛɡəðə
vækkedes	ˈʋɛɡəðəs
vækkelse	ˈvɛɡəlsə
vækken	ˈʋɛɡən
vækkende	ˈʋɛɡənə
vækker	ˈʋɛɡɐ
vækkes	ˈʋɛɡəs
vækket	ˈʋɛɡəð
vækning	ˈʋɛɡneŋ
vækst	vɛkst
vælge	ˈʋɛljə
vælger	vɛljər
vælte	vɛltə
væltepeter	vɛltəpetər
væmmes	ˈvæmə
væn	ˈvɛn
vænne	ˈvɛnə
vær	vɛr
værd	ˈvɛr
værdi	vɛrˈdi
værdifuld	vɛrdiful
værdig	ˈvɛrdi
værdighed	vɛrdihed
værdiløs	vɛrdiløs
være	ˈvɛʁə
værelse	ˈʋaɐlsə
væren	ˈʋɛɐn
værg	ˈʋaɐw
værge	ˈʋaɐwə
værgede	ˈʋaɐwəðə
værgedes	ˈʋaɐwəðəs
værgen	ˈʋaɐwɐn
værgende	ˈʋaɐwənə
værgens	ˈʋaɐwəns
værger	ˈʋaɐwɐ
værgerne	ˈʋaɐwɐnə
værgernes	ˈʋaɐwɐnəs
værgers	ˈʋaɐwɐs
værges	ˈʋaɐwəs
værget	ˈʋaɐwəð
værgets	ˈʋaɐwəðs
værk	ˈʋaɐɡ
værktøj	ˈvaɐɡˌtʌj
værktøjet	ˈvaɐɡˌtʌjəð
værn	ˈʋaɐn
værne	ˈʋaɐnə
værnemager	ˈʋaɐnəˌmæjɐ
værnemagt	ˈʋaɐnəˌmɑɡd
værpe	ˈʋaɐrbə
værre	vɛrə
værst	vɛrst
værste	vɛrstə
værsågod	væɐˈsɡo
vært	ˈʋaɐd
værten	ˈʋaɐdn
værterne	vɛrtərnə
værtinde	vɛrtenə
væsel	ˈvɛsəl
væsen	ˈvɛsən
væsentlig	ˈvɛsəndli
vætte	ˈʋɛdə
væv	vɛv
vølve	vœlvə
walbom	ˈʋalbɔm
walisisk	valisisk
warszawa	vɑˈsjava
wc	vese
website	ˈwɛbˌsɑjd
weekend	ˈviˌɡɛnd
whiskysovs	ˈʋisɡiˌsɒʊs
whist	vest
wienerbrød	vinɐbrøð
wiki	ˈviki
xanthippe	sanˈtibə
xenofobi	senofoˈbi
yde	ˈyðˠə
ydelse	ˈyðˠəlsə
yderligere	ˈyðʌliʌʌ
yderlighed	ˈyðʌliˌheð
ydmyg	yðmy
ydmygelse	ˈyðˌmyəlsə
ydre	yðrə
ymte	ˈømdə
ynde	ønə
yndling	ˈønliŋ
yngling	ˈøŋliŋ
yngre	ˈøŋʁɐ
yngst	ˈøŋsd
yngste	ˈøŋsdə
ynke	ˈøŋɡə
ynkelig	ˈøŋɡəli
ynkes	ˈøŋɡəs
yoga	ˈjoɡa
ypsilon	ypsilɔn
yt	yt
ytre	ˈydʁɐ
ytring	ytrɛnɡ
ytringsfrihed	ytrenɡsfrihed
yver	yvər
zar	sar
zarina	sarina
zen	ˈsɛn
zeugma	ˈsœwɡma
zeus	søvs
zink	senk
zodiakus	soˈdiakus
zone	sonɘ
zucchini	sukini
åben	ɔbən
åbenbar	ˈɔbənˌbɑ
åbenbare	ˌɔbənˈbɑɑ
åbn	ˈɔbən
åbne	ˈɔbnə
åd	ɔd
ådsel	ˈʌsəl
åg	ɔv
åger	ˈɔwɐ
ågerkarl	ˈɔwɐˌkæl
ågre	ˈɔwʁʌ
ål	ɔl
ålborg	ɔlbɔr
ånd	ɔn
ånde	ɔnə
ånden	ʌnən
åndet	ɔnəd
ångstrøm	ɔnɡstrœm
år	ɔr
åre	ˈɒɒ
århusianer	ɔrhusˈjanər
århusiansk	ɔrhusjansk
årle	ɔrlə
årlig	ɔrli
årsag	ɔrsaɣ
årsdag	ɔrsdaɡ
årstid	ɔrstid
årti	ɔrti
årvågen	ˈɒˌvɔwən
årvågenhed	ˈɒvɔwənheð
ås	ɔs
åsted	ˈɔˌsdɛð
åsyn	ˈɔˌsyn
æble	ɛblə
æbleskive	ˈɛbləˌsɡivə
æblesnitte	ɛbləsnid
æblet	ˈɛbləð
æbletræ	ˈɛbləˌtʁɛ
æde	ɛðə
ædel	ˈɛðəl
ædelse	ˈɛðəlsə
ædru	ˈɛˌdʁu
ædruelig	ɛˈdʁuəli
æg	ɛɡ
ægge	ˈɛɡə
æggende	ˈɛɡənə
æggene	ɛɡənə
æggestok	ɛɡəstɔk
ægget	ˈɛɡəð
ægte	ˈɛɡdə
ægtefælle	ɛɡtəfɛlə
ægtemand	ɛɡtəman
ægteskab	ˈɛɡdəˌsɡab
ægteskabsbryder	ˈɛɡdəsɡabsˌbʁyðʌ
ækel	ɛkəl
ækvator	ɛkvatər
ælde	ˈɛlə
ældre	ˈɛldʁɐ
ældst	ˈɛlsd
ældste	ˈɛlsdə
ælling	ˈɛlenɡ
ændre	ɛndrə
ændring	ɛndreŋ
ændringsforslag	ɛndreŋsfɔrslaɣ
ængstelig	ˈɛŋsteˌli
ære	ˈɛʌ
ærgerlig	ˈaɐwɐli
ærgre	ˈɛrɡrə
ærinde	ɛrənə
ærkeengel	ɛrkəɛnɡəl
ærlig	ɛrli
ærme	ɛrmə
ært	ɛrt
æsel	ˈɛsəl
æske	ɛskə
æt	ˈɛd
æter	ˈɛdɐ
æts	ˈɛds
ætse	ˈɛdsə
ætten	ˈɛdən
ætter	ˈɛdɐ
øde	øðə
ødegård	øðəɡɔr
ødelægge	øðəlɛɡə
ødelæggelse	ˈøðəˌlɛɡəlsə
ødipal	ødiˈpæl
ødipus	ˈødipus
ødipuskompleks	ˈødipuskʌmˌplɛɡs
øg	øɣ
øge	øjə
øgenavn	øjənavn
øgle	ɔjlə
øh	ə
øje	ɔjə
øjeblik	øjəblek
øjebæ	ˌʌɪˈpe
øjendråber	øjəndrɔbər
øjet	ˈɔjəð
øjne	ɔjnə
øjnene	øjnənə
øjnes	ɔjnəs
økonomi	økonomi
økse	øksə
økumenisk	økumenisk
øl	øl
øldåse	øldɔsə
øllen	ølən
ølmave	ølmavə
øm	œm
ømfindtlig	œmfentli
ønske	ønsɡə
ønskedrøm	ønskədrœm
ønsketænkning	ønskətɛnknenɡ
ør	ør
øre	ørə
øreflip	ørəflep
ørering	ørərenɡ
øresund	ˈøɐsɔn
øresundsbroen	ˈøɐsɔnsˌbʁon
ørke	ˈørɡə
ørken	œrkən
ørkesløs	œrkəsløs
ørn	œrn
ørred	ˈɶɐʌðˠ
ørsted	ɶɐsdɛð
øst	ˈøsd
østersøen	ˈøsdɐˌsøən
østkyst	ˈøsdˌkøsd
østrig	østri
