’परती टूटि रहल अछि’ - मैथिली कविता सङ्ग्रह - १९९३	pˈəɾt̪iː ʈˈuːʈɪ ɾˈəɦəl ˈət͡ʃʰɪ mˈəɪt̪ʰɪliː kˈəʋɪt̪aː sˈəŋɡɾəɦ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪ɪɾˈaːnʋe
आंशिक रूपसँ शेर्बित्स्कीक नीतीसभक परिणामस्वरूप, १९८२ मे ब्रेझनेवक मृत्युक समय धरि, जोसेफ स्टालिनक शासनक दौरान ब्रेझनेवक नेतृत्वमे यूक्रेनीमे बहुत कम किताबा प्रकाशित भेल छल। यूक्रेनी संस्कृतिमे ई भारी गिरावट कऽ सङ्ग-सङ्ग १९८६ कऽ चेर्नोबिल दुर्घटना कऽ प्रति सरकारक धीमा प्रतिक्रिया जनमतकें नराम्रो तरह सँ खराब कऽ देलक आ चोर्नोविलकें कम्युनिस्ट शासनक खिलाफ एक संयुक्त मोर्चा बनबै लेल प्रेरित केलक।	ˈaː̃ʃɪk ɾˈuːpsə̃ ʃeɾbɪt̪skˈiːk niːt̪ˈiːsbʱək pəɾɪɳaːməsʋəɾˈuːp , ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ bəjˈaːsiː mˈe bɾˈed͡ʒʱneʋək mɾˈɪt̪jʊk sˈəməj d̪ʱˈəɾɪ , d͡ʒˈosepʰ sʈˈaːlɪnək ʃˈaːsnək d̪əʊɾˈaːn bɾˈed͡ʒʱneʋək net̪ɾˈɪt̪ʋəme jˈuːkɾeniːme bˈəɦʊt̪ kˈəm kɪt̪ˈaːbaː pɾəkˈaːʃɪt̪ bʱˈel t͡ʃʰˈəl . jˈuːkɾeniː sˈə̃skɾɪt̪ɪme ˈiː bʱˈaːɾiː ɡɪɾˈaːʋəʈ kˈə sˈəŋɡ sˈəŋɡ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t͡ʃʰɪjˈaːsiː kˈə t͡ʃˈeɾnobɪl d̪ʊɾɡʱˈəʈnaː kˈə pɾˈət̪ɪ səɾkˈaːɾək d̪ʱˈiːmaː pɾət̪ˈɪkɾɪjaː d͡ʒənmˈət̪kẽ nəɾˈaːmɾo t̪ˈəɾəɦ sˈə̃ kʰəɾˈaːb kˈə d̪ˈelək ˈaː t͡ʃoɾnoʋˈɪlkẽ kəmjʊnˈɪsʈ ʃˈaːsnək kʰɪlˈaːpʰ ˈek sə̃jˈʊkt̪ mˈoɾt͡ʃaː bˈənbəɪ lˈel pɾˈeɾɪt̪ kˈelək .
पिछली हड़तालसभक विपरीत, 'रूख' हड़तालीसभक निन्दा केलक आ सरकारसँ "हड़तालक असली आयोजकसभकें दण्डित करबाक" आह्वान केलक।	pˈɪt͡ʃʰliː ɦəɽt̪aːlˈəsbʱək ʋɪpɾˈiːt̪ , ɾˈuːkʰ ɦəɽt̪aːlˈiːsbʱək nˈɪnd̪aː kˈelək ˈaː səɾkˈaːɾsə̃ ɦəɽt̪ˈaːlək ˈəsliː aːjod͡ʒəksˈəbʱkẽ d̪ˈəɳɖɪt̪ kəɾbˈaːk aːɦʋˈaːn kˈelək .
१९३०-३३ कऽ सोवियत अकाल, जकरा आब होलोडोमोर कऽ रूपमे जानल जाइत अछि, सोवियत संघमे लाखो लोकसभकें मृत छोड़ि देलक, ओहिमे सँ अधिकांश यूक्रेनियन न केवल यूक्रेनमे बल्कि कुबान आ पूर्व डोन कोसाक भूमिसभमे सेहो छलाह।	ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪ˈiːs t̪əɪ̃n̪t̪ˈiːs kˈə sˈoʋɪjət̪ əkˈaːl , d͡ʒˈəkɾaː ˈaːb ɦˈoloɖomoɾ kˈə ɾˈuːpme d͡ʒˈaːnəl d͡ʒˈaːɪt̪ ˈət͡ʃʰɪ , sˈoʋɪjət̪ sˈə̃ŋɡʱəme lˈaːkʰo loksˈəbʱkẽ mɾˈɪt̪ t͡ʃʰˈoɽɪ d̪ˈelək , ˈoɦɪme sˈə̃ əd̪ʱɪkˈaː̃ʃ jˈuːkɾenɪjən nˈə kˈeʋəl jˈuːkɾenme bˈəlkɪ kʊbˈaːn ˈaː pˈuːɾʋ ɖˈon kosˈaːk bʱuːmɪsˈəbʱme sˈeɦo t͡ʃʰəlˈaːɦ .
डोल प्रसाद अर्यालक जन्म २२ अगस्त १९७४ मे धादिङक ज्वालामुखी गाउँपालिकामे भेल छल। ई क्षेत्र पहिने मैदी गाउँ विकास समिति छल। बोजराज अर्याल आ गुणमाया अर्यालक पुत्रक रूपमे जन्मल अर्याल सन् १९९२ मे रोजगारीक अवसरक खोजीमे काठमाण्डू गेलाह, जतय हुनका रेस्टुरेन्ट कर्मचारीक रूपमे काज भेटलनि। चारि वर्ष बाद, सन् १९९६ मे, ओ वैदेशिक रोजगारीक लेल जापान गेलाह। ओतय ओ लगभग आठ वर्ष धरि काज केलनि।	ɖˈol pɾəsˈaːd̪ əɾjˈaːlək d͡ʒˈənm baːˈiːs əɡˈəst̪ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t͡ʃˈəʊɦət̪ːəɾ mˈe d̪ʱˈaːd̪ɪŋək d͡ʒʋaːlˈaːmʊkʰiː ɡaːʊ̃paːlɪkˈaːme bʱˈel t͡ʃʰˈəl . ˈiː kʂˈet̪ɾ pˈəɦɪne mˈəɪd̪iː ɡˈaːʊ̃ ʋɪkˈaːs sˈəmɪt̪ɪ t͡ʃʰˈəl . bod͡ʒɾˈaːd͡ʒ əɾjˈaːl ˈaː ɡʊɳmˈaːjaː əɾjˈaːlək pˈʊt̪ɾək ɾˈuːpme d͡ʒˈənməl əɾjˈaːl sˈən ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ bˈaːnʋe mˈe ɾod͡ʒɡaːɾˈiːk əʋˈəsɾək kʰod͡ʒˈiːme kaːʈʰmˈaːɳɖuː ɡelˈaːɦ , d͡ʒˈət̪əj ɦˈʊnkaː ɾesʈʊɾˈenʈ kəɾmət͡ʃaːɾˈiːk ɾˈuːpme kˈaːd͡ʒ bʱeʈˈəlnɪ . t͡ʃˈaːɾɪ ʋˈəɾʂ bˈaːd̪ , sˈən ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t͡ʃʰɪjˈaːnʋe mˈe , ˈo ʋˈəɪd̪eʃɪk ɾod͡ʒɡaːɾˈiːk lˈel d͡ʒaːpˈaːn ɡelˈaːɦ . ˈot̪əj ˈo lˈəɡbʱəɡ ˈaːʈʰ ʋˈəɾʂ d̪ʱˈəɾɪ kˈaːd͡ʒ kˈelnɪ .
ई निकुञ्ज समुन्द्र सतहसँ १३५०–२७३२ मिटरक उचाईमे अवस्थित अछि । भौगोलिक रुपमे शिवपुरी क्षेत्र २७°४५' सँ २७° ५२' उत्तरी अक्षांस तथा ८५° १६' सँ ८५° ४५' पूर्वी देशान्तर आर नागार्जुन क्षेत्र २७° ४३' सँ २७°४६' उत्तरी अक्षांस तथा ८५°१३' सँ ८५° १८' पूर्वी देशान्तर तक पसरल रहल नेपालक मध्य पहाडक प्रतिनिधित्व करवाला ई एक मात्र निकुञ्ज अछि ।	ˈiː nɪkˈʊɲd͡ʒ səmˈʊnd̪ɾ sət̪ˈəɦsə̃ ˈek ɦəzˈaːɾ t̪ˈiːn sˈəʊ pət͡ʃˈaːs d̪ˈo ɦəzˈaːɾ sˈaːt̪ sˈəʊ bət̪ːˈiːs mˈɪʈɾək ʊt͡ʃaːˈiːme əʋˈəst̪ʰɪt̪ ˈət͡ʃʰɪ . bʱˈəʊɡolɪk ɾˈʊpme ʃˈɪʋpʊɾiː kʂˈet̪ɾ sət̪ːaːˈiːs ɖˈɪɡɾiː pəɪ̃n̪t̪aːlˈiːs mˈɪnəʈ sˈə̃ sət̪ːaːˈiːs ɖˈɪɡɾiː bˈaːʋən mˈɪnəʈ ˈʊt̪ːəɾiː əkʂˈaː̃s t̪ˈət̪ʰaː pət͡ʃˈaːsiː ɖˈɪɡɾiː sˈoləɦ mˈɪnəʈ sˈə̃ pət͡ʃˈaːsiː ɖˈɪɡɾiː pəɪ̃n̪t̪aːlˈiːs mˈɪnəʈ pˈuːɾʋiː d̪eʃˈaːnt̪əɾ ˈaːɾ naːɡˈaːɾd͡ʒʊn kʂˈet̪ɾ sət̪ːaːˈiːs ɖˈɪɡɾiː t̪əɪ̃n̪t̪aːlˈiːs mˈɪnəʈ sˈə̃ sət̪ːaːˈiːs ɖˈɪɡɾiː t͡ʃʰɪjaːlˈiːs mˈɪnəʈ ˈʊt̪ːəɾiː əkʂˈaː̃s t̪ˈət̪ʰaː pət͡ʃˈaːsiː ɖˈɪɡɾiː t̪ˈeɾəɦ mˈɪnəʈ sˈə̃ pət͡ʃˈaːsiː ɖˈɪɡɾiː əʈʰˈaːɾəɦ mˈɪnəʈ pˈuːɾʋiː d̪eʃˈaːnt̪əɾ t̪ˈək pˈəsɾəl ɾˈəɦəl nepˈaːlək mˈəd̪ʱj pəɦˈaːɖək pɾət̪ɪnɪd̪ʱˈɪt̪ʋ kəɾʋˈaːlaː ˈiː ˈek mˈaːt̪ɾ nɪkˈʊɲd͡ʒ ˈət͡ʃʰɪ .
बेगूसराय मिथिला मे २५°१५' आओर २५° ४५' उत्तरी अक्षांश ओ ८५°४५' आ' ८६°३६" पूर्वी देशांतरक मध्य स्थित अछि । बेगूसराय नगर पूब सँ पश्चिम लंबबत रूपें राष्ट्रीय राजमार्ग सँ जुड़ल अछि। एकर उत्तर मे समस्तीपुर जिला, दक्षिण मे गंगा नदी आओर लक्खीसराय, पूब मे खगड़िया जिला आ' मुंगेर जिला तथा पश्चिम मे समस्तीपुर जिला आओर पटना जिला अछि।	beɡuːsɾˈaːj mˈɪt̪ʰɪlaː mˈe pət͡ʃːˈiːs ɖˈɪɡɾiː pˈə̃n̪d̪ɾəɦ mˈɪnəʈ ˈaːoɾ pət͡ʃːˈiːs ɖˈɪɡɾiː pəɪ̃n̪t̪aːlˈiːs mˈɪnəʈ ˈʊt̪ːəɾiː əkʂˈaː̃ʃ ˈo pət͡ʃˈaːsiː ɖˈɪɡɾiː pəɪ̃n̪t̪aːlˈiːs mˈɪnəʈ ˈaː t͡ʃʰɪjˈaːsiː ɖˈɪɡɾiː t͡ʃʰət̪ːˈiːs pˈuːɾʋiː d̪eʃˈaː̃n̪t̪əɾək mˈəd̪ʱj st̪ʰˈɪt̪ ˈət͡ʃʰɪ . beɡuːsɾˈaːj nˈəɡəɾ pˈuːb sˈə̃ pˈəʃt͡ʃɪm lˈə̃mbəbət̪ ɾˈuːpẽ ɾaːʂʈɾˈiːj ɾaːd͡ʒmˈaːɾɡ sˈə̃ d͡ʒˈʊɽəl ˈət͡ʃʰɪ . ˈekəɾ ˈʊt̪ːəɾ mˈe səməst̪ˈiːpʊɾ d͡ʒˈɪlaː , d̪ˈəkʂɪɳ mˈe ɡˈə̃ŋɡaː nˈəd̪iː ˈaːoɾ ləkʰːiːsɾˈaːj , pˈuːb mˈe kʰˈəɡɽɪjaː d͡ʒˈɪlaː ˈaː mˈʊ̃ŋɡeɾ d͡ʒˈɪlaː t̪ˈət̪ʰaː pˈəʃt͡ʃɪm mˈe səməst̪ˈiːpʊɾ d͡ʒˈɪlaː ˈaːoɾ pˈəʈnaː d͡ʒˈɪlaː ˈət͡ʃʰɪ .
समुद्र सतहसँ उचाई: ५४० मिटरसँ ३८२० मिटरधरि	səmˈʊd̪ɾ sət̪ˈəɦsə̃ ʊt͡ʃˈaːiː , pˈaː̃t͡ʃ sˈəʊ t͡ʃaːlˈiːs mɪʈˈəɾsə̃ t̪ˈiːn ɦəzˈaːɾ ˈaːʈʰ sˈəʊ bˈiːs mɪʈɾˈəd̪ʱɾɪ
अनिल कुम्बले (; जन्म १७ अक्टुबर १९७०) भारतक पूर्व क्रिकेट खेलाडी, कप्तान आ प्रशिक्षक छी। ओ जिम लेकरक बाद विश्वक पहिलो एहन खेलाडी छी जे टेस्ट क्रिकेटक एक पारीमे १० विकेट लेनए अछि। अनिल कर्नाटक प्रदेशक बेङ्गलोर नगरक निवासी छी। हुनकर सम्मानमे ई नगरक एकटा सभसँ मुख्य चोकके अनिल कुम्बले चौक नाम देल गेल अछि। भारतक तरफसँ खेलैत टेस्ट क्रिकेटमे ५०० विकेट लेनिहार ओ पहिल भारतीय छी।	ˈənɪl kˈʊmbəle , d͡ʒˈənm sˈət̪ɾəɦ ˈəkʈʊbəɾ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ sˈət̪ːəɾ bʱˈaːɾt̪ək pˈuːɾʋ kɾˈɪkeʈ kʰelˈaːɖiː , kəpt̪ˈaːn ˈaː pɾəʃˈɪkʂək t͡ʃʰˈiː . ˈo d͡ʒˈɪm lˈekɾək bˈaːd̪ ʋˈɪʃʋək pˈəɦɪlo ˈeɦən kʰelˈaːɖiː t͡ʃʰˈiː d͡ʒˈe ʈˈesʈ kɾˈɪkeʈək ˈek paːɾˈiːme d̪ˈəs ʋˈɪkeʈ lˈenəe ˈət͡ʃʰɪ . ˈənɪl kəɾnˈaːʈək pɾˈəd̪eʃək bˈeŋɡəloɾ nˈəɡɾək nɪʋˈaːsiː t͡ʃʰˈiː . ɦˈʊnkəɾ səmːˈaːnme ˈiː nˈəɡɾək ˈekʈaː sˈəbʱsə̃ mˈʊkʰj t͡ʃˈokke ˈənɪl kˈʊmbəle t͡ʃˈəʊk nˈaːm d̪ˈel ɡˈel ˈət͡ʃʰɪ . bʱˈaːɾt̪ək t̪əɾˈəpʰsə̃ kʰˈeləɪt̪ ʈˈesʈ kɾɪkˈeʈme pˈaː̃t͡ʃ sˈəʊ ʋˈɪkeʈ lenɪɦˈaːɾ ˈo pˈəɦɪl bʱaːɾt̪ˈiːj t͡ʃʰˈiː .
डॉ. पवन कुमार झा, जन्मतिथि–27/12/1958, स्थायी पता– ग्राम+पत्रालय–मुरैठा, भाया–कमतौल, जिला–दरभंगा, बिहार पिन कोड–847304, वर्त्तमान पता– द्वारा–डॉ. पी. के. झा, पी. जी. टी. (हिन्दी), केन्द्रीय विद्यालय, कटिहार, बिहार, पिन कोड–854105 शिक्षा–एम. ए. (हिन्दी), बी. एड., पी. एच.डी., आजीविका–केन्द्रीय विद्यालय संगठन मे पी. जी. टी. (हिन्दी)क रूपमे कार्यरत	ɖˈɔːkʈəɾ pˈəʋən kʊmˈaːɾ d͡ʒʱˈaː , d͡ʒˈənmət̪ɪt̪ʰɪ sət̪ːaːˈiːs bˈaːɾəɦ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ əʈʈʰˈaːʋən , st̪ʰˈaːjiː pˈət̪aː ɡɾˈaːm pət̪ɾˈaːləj mˈʊɾəɪʈʰaː , bʱˈaːjaː kˈəmt̪əʊl , d͡ʒˈɪlaː d̪əɾbʱˈə̃ŋɡaː , bɪɦˈaːɾ pˈɪn kˈoɖ ˈaːʈʰ lˈaːkʰ səɪ̃n̪t̪aːlˈiːs ɦəzˈaːɾ t̪ˈiːn sˈəʊ t͡ʃˈaːɾ , ʋəɾt̪ːəmˈaːn pˈət̪aː d̪ʋˈaːɾaː ɖˈɔːkʈəɾ pˈiː . kˈe . d͡ʒʱˈaː , pˈiː . d͡ʒˈiː . ʈˈiː . ɦˈɪnd̪iː , kend̪ɾˈiːj ʋɪd̪jˈaːləj , kəʈɪɦˈaːɾ , bɪɦˈaːɾ , pˈɪn kˈoɖ ˈaːʈʰ lˈaːkʰ t͡ʃˈəʊʋən ɦəzˈaːɾ ˈek sˈəʊ pˈaː̃t͡ʃ ʃˈɪkʂaː ˈem . ˈe . ɦˈɪnd̪iː , bˈiː . ˈeɖ , pˈiː . ˈet͡ʃ . ɖˈiː , aːd͡ʒˈiːʋɪkaː kend̪ɾˈiːj ʋɪd̪jˈaːləj sˈə̃ŋɡəʈʰən mˈe pˈiː . d͡ʒˈiː . ʈˈiː . ɦˈɪnd̪iː kˈə ɾˈuːpme kˈaːɾjəɾət̪
दरभंगा जिलाक दुलारपुर गामक। १९४३ ई. मे जीविकार्थ कलकत्ता अएलाह। नवम कक्षामे स्वराज्य आन्दोलनमे बाझि कए शिक्षाक इतिश्री। कलकत्तामे स्थानीत मैथिल संघमे प्रवेश। कलकक्तामे मैथिली आर्ट प्रेस. ९/१, खिलात घोष लेन, कलकत्ता-७००००६ सँ मैथिली-मिथिला आन्दोलनमे सक्रिय। “कुहेस” आ “चाणक्य” दूटा नाटक। १९७१-७९ धरि “मिथिला दर्शन” आ “मैथिली दर्शन” मैथिली मासिकक सम्पादन।	d̪əɾbʱˈə̃ŋɡaː d͡ʒɪlˈaːk d̪ʊlˈaːɾpʊɾ ɡˈaːmək . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪əɪ̃n̪t̪aːlˈiːs ˈiː . mˈe d͡ʒiːʋɪkˈaːɾt̪ʰ kˈəlkət̪ːaː əelˈaːɦ . nˈəʋəm kəkʂˈaːme sʋəɾˈaːd͡ʒj ˈaːnd̪olənme bˈaːd͡ʒʱɪ kˈəe ʃɪkʂˈaːk ɪt̪ˈɪʃɾiː . kəlkət̪ːˈaːme st̪ʰaːnˈiːt̪ mˈəɪt̪ʰɪl sˈə̃ŋɡʱəme pɾˈəʋeʃ . kəlkəkt̪ˈaːme mˈəɪt̪ʰɪliː ˈaːɾʈ pɾˈes . nˈəʊ bˈəʈaː ˈek , kʰɪlˈaːt̪ ɡʱˈoʂ lˈen , kˈəlkət̪ːaː sˈaːt̪ lˈaːkʰ t͡ʃʰˈəɦ sˈə̃ mˈəɪt̪ʰɪliː mˈɪt̪ʰɪlaː ˈaːnd̪olənme sˈəkɾɪj . kˈʊɦes ˈaː t͡ʃaːɳˈəkj d̪ˈuːʈaː nˈaːʈək . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ˈɪkɦət̪ːəɾ ʊnˈaːsiː d̪ʱˈəɾɪ mˈɪt̪ʰɪlaː d̪ˈəɾʃən ˈaː mˈəɪt̪ʰɪliː d̪ˈəɾʃən mˈəɪt̪ʰɪliː mˈaːsɪkək səmpˈaːd̪ən .
शीतल झा, पिताक नाम–स्व. लक्ष्मी कांत झा, माताक नाम–स्व. दाई रानी झा, जन्म स्थान–सुगामधुकरही–५, ग्राम–नरहिया,धनुषा, नेपाल।, वर्तमान बसोबास–जनक पुर–६, जानकीनगर पगला धर्मशाला, महाराज सागरसँ दक्षिण, जिला धनुषा, नेपाल।, जन्म –२०१२/०१/०१ जूड़शीतल।, शिक्षा–बी.ए., बी.एड., बी.एल.।, राजनीतिक संलग्नता–नेपाल कम्युनिष्ट पार्टी (एमाले)	ʃˈiːt̪əl d͡ʒʱˈaː , pɪt̪ˈaːk nˈaːm sʋˈə . lˈəkʂmiː kˈaː̃n̪t̪ d͡ʒʱˈaː , maːt̪ˈaːk nˈaːm sʋˈə . d̪ˈaːiː ɾˈaːniː d͡ʒʱˈaː , d͡ʒˈənm st̪ʰˈaːn sʊɡˈaːmd̪ʱʊkəɾɦiː pˈaː̃t͡ʃ , ɡɾˈaːm nˈəɾɦɪjaː , d̪ʱˈənʊʂaː , nepˈaːl , ʋəɾt̪əmˈaːn bəsobˈaːs d͡ʒˈənək pˈʊɾ t͡ʃʰˈəɦ , d͡ʒaːnkˈiːnɡəɾ pˈəɡlaː d̪ʱəɾməʃˈaːlaː , məɦaːɾˈaːd͡ʒ saːɡˈəɾsə̃ d̪ˈəkʂɪɳ , d͡ʒˈɪlaː d̪ʱˈənʊʂaː , nepˈaːl , d͡ʒˈənm d̪ˈo ɦəzˈaːɾ bˈaːɾəɦ ˈek bˈəʈaː ˈek d͡ʒˈuːɽʃiːt̪əl , ʃˈɪkʂaː bˈiː . ˈe , bˈiː . ˈeɖ , bˈiː . ˈel , ɾˈaːd͡ʒniːt̪ɪk sə̃lˈəɡnət̪aː nepˈaːl kəmjʊnˈɪʂʈ pˈaːɾʈiː emˈaːle
सच्चिदानन्द ‘सौरभ’पिता नाम– श्री रामानन्द झा, जन्म तिथि– 10/01/1972, शैक्षणिक योग्यता– एम.एस.सी. (भौतिकी) बी.एड.,एल.एल.बी., स्थायी पता–ग्राम+पो.–सुखपुर, जिला–सुपौल, पिन- न. 852130,वर्त्तमान पता– आशीष ट्यूशन सेंटर, सतीश राज कैम्पस, पानी– टंकीक समीप, गाँधी–मैदान रोड, सुपौल। रचना कार्य–कविता, कथा, लघुकथा, संपादन– अनियतकालीन मैथिली पत्रिका कोंसी केर संपादन एवं भारती–मंडन पत्रिकाक सह–संपादन	sət͡ʃːɪd̪aːnˈənd̪ sˈəʊɾəbʱ pˈɪt̪aː nˈaːm ʃɾˈiː ɾaːmaːnˈənd̪ d͡ʒʱˈaː , d͡ʒˈənm t̪ˈɪt̪ʰɪ d̪ˈəs ˈek ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ bˈəɦət̪ːəɾ , ʃəˈɪkʂəɳɪk jˈoɡjət̪aː ˈem . ˈes . sˈiː . bʱˈəʊt̪ɪkiː bˈiː . ˈeɖ , ˈel . ˈel . bˈiː , st̪ʰˈaːjiː pˈət̪aː ɡɾˈaːm pˈo . sˈʊkʰpʊɾ , d͡ʒˈɪlaː sˈʊpəʊl , pˈɪn nˈə . ˈaːʈʰ lˈaːkʰ bˈaːʋən ɦəzˈaːɾ ˈek sˈəʊ t̪ˈiːs , ʋəɾt̪ːəmˈaːn pˈət̪aː aːʃˈiːʂ ʈjˈuːʃən sˈẽɳʈəɾ , sət̪ˈiːʃ ɾˈaːd͡ʒ kəˈɪmpəs , pˈaːniː ʈə̃ŋkˈiːk səmˈiːp , ɡˈaː̃d̪ʱiː məɪd̪ˈaːn ɾˈoɖ , sˈʊpəʊl . ɾˈət͡ʃnaː kˈaːɾj kˈəʋɪt̪aː , kˈət̪ʰaː , ləɡʱˈʊkt̪ʰaː , sˈə̃mpaːd̪ən ənɪjət̪kaːlˈiːn mˈəɪt̪ʰɪliː pˈət̪ɾɪkaː kˈõsiː kˈeɾ sˈə̃mpaːd̪ən ˈeʋə̃ bʱˈaːɾt̪iː mˈə̃ɳɖən pət̪ɾɪkˈaːk sˈəɦ sˈə̃mpaːd̪ən
पिता : स्वर्गीय कामेश्र्वर चौधरी,माताः श्रीमती चन्द्रावती चौधरी,जन्मः वि स २०२०/६/५ लहान, सिरहा,शिक्षाः स्नातकोत्तर(नेपाली),पेशाः पत्रकारिता (सम्प्रति : राष्ट्रिय समाचार समिति ),कृति : की भार सांठू ? (मैथिली कविता संग्रह ),विगत दू दशकसं नेपाली आ मैथिली लेखन तथा अभियानमे निरन्तर क्रियाशील आ विभिन्न संघ संस्थासं आबद्ध ।	pˈɪt̪aː , sʋəɾɡˈiːj kaːmˈeʃɾʋəɾ t͡ʃəˈʊd̪ʱɾiː , maːt̪ˈaːh ʃɾˈiːmt̪iː t͡ʃənd̪ɾˈaːʋt̪iː t͡ʃəˈʊd̪ʱɾiː , d͡ʒˈənməh ʋˈɪ sˈə d̪ˈo ɦəzˈaːɾ bˈiːs t͡ʃʰˈəɦ bˈəʈaː pˈaː̃t͡ʃ ləɦˈaːn , sˈɪɾɦaː , ʃɪkʂˈaːh snˈaːt̪kot̪ːəɾ nepˈaːliː , peʃˈaːh pət̪ɾəkˈaːɾɪt̪aː sˈəmpɾət̪ɪ , ɾˈaːʂʈɾɪj səmaːt͡ʃˈaːɾ sˈəmɪt̪ɪ , kɾˈɪt̪ɪ , kˈiː bʱˈaːɾ sˈaː̃ɳʈʰuː ? mˈəɪt̪ʰɪliː kˈəʋɪt̪aː sˈə̃ŋɡɾəɦ , ʋˈɪɡət̪ d̪ˈuː d̪əʃˈəksə̃ nepˈaːliː ˈaː mˈəɪt̪ʰɪliː lˈekʰən t̪ˈət̪ʰaː əbʱɪjˈaːnme nɪɾˈənt̪əɾ kɾɪjaːʃˈiːl ˈaː ʋˈɪbʱɪnː sˈə̃ŋɡʱ sˈə̃st̪ʰaːsə̃ ˈaːbəd̪ʱː .
१ न्यानो सेकेण्ड = १/१,०००,०००,००० सेकेण्ड	ˈek njˈaːno sekˈeɳɖ bəɾˈaːbəɾ ˈek bˈəʈaː ˈek , ʃˈuːnj sekˈeɳɖ
मैथिली निबन्ध साहित्य, दरभंगा 11.08.1979	mˈəɪt̪ʰɪliː nɪbˈənd̪ʱ saːɦˈɪt̪j , d̪əɾbʱˈə̃ŋɡaː ɡjˈaːɾəɦ d̪əʃˈəmləʋ ʃˈuːnj ˈaːʈʰ . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ʊnˈaːsiː
मैथिली उपन्यासमे राजनीतिक चेतना, पटना 22.03.1981	mˈəɪt̪ʰɪliː ʊpənjˈaːsme ɾˈaːd͡ʒniːt̪ɪk t͡ʃˈet̪naː , pˈəʈnaː baːˈiːs d̪əʃˈəmləʋ ʃˈuːnj t̪ˈiːn . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkjˈaːsiː
मैथिली उपन्यासमे आँचलिकता, पटना ,19.07.1984	mˈəɪt̪ʰɪliː ʊpənjˈaːsme ˈaː̃t͡ʃlɪkt̪aː , pˈəʈnaː , ʊnːˈiːs d̪əʃˈəmləʋ ʃˈuːnj sˈaːt̪ . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t͡ʃəʊɾˈaːsiː
मैथिलीमे समाज विज्ञानक पोथीक अभाव पटना, 11.12.1988	məɪt̪ʰɪlˈiːme səmˈaːd͡ʒ ʋɪd͡ʒɲˈaːnək pot̪ʰˈiːk əbʱˈaːʋ pˈəʈnaː , ɡjˈaːɾəɦ d̪əʃˈəmləʋ ˈek d̪ˈo . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ əʈʈʰˈaːsiː
मैथिली उपन्यासमे आँचलिकता, पटना 30.08.1981	mˈəɪt̪ʰɪliː ʊpənjˈaːsme ˈaː̃t͡ʃlɪkt̪aː , pˈəʈnaː t̪ˈiːs d̪əʃˈəmləʋ ʃˈuːnj ˈaːʈʰ . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkjˈaːsiː
लेखक आलोचक संवाद (वार्तालाप) पटना 14.01.1981	lˈekʰək ˈaːlot͡ʃək sə̃ʋˈaːd̪ ʋaːɾt̪aːlˈaːp pˈəʈnaː t͡ʃˈəʊd̪əɦ d̪əʃˈəmləʋ ʃˈuːnj ˈek . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkjˈaːsiː
