Lenane le feletseng la Wikipedia dikgatiso&nbsp;·	lɛnɑnɛ lɛ fɛlɛt͡sʼɛŋ lɑ wikʼipʼɛdiɑ dikχɑtʼisɔ
Aforika Borwa ke naha e buswang ka palamente. Mokgatlo o busang ha jwale ke wa ANC le mekgatlo e meng, mme hona ho beha Aforika Borwa tlasa puso ya mmuso wa kopanelo kgetlo la pele ka mora dikgetho tsa selemo sa 1994.	ɑfɔrikʼɑ bɔrwɑ kʼɛ nɑɦɑ ɛ buswɑŋ kʼɑ pʼɑlɑmɛntʼɛ . mɔkχɑt͡ɬʼɔ ɔ busɑŋ ɦɑ d͡ʒwɑlɛ kʼɛ wɑ ɑnk lɛ mɛkχɑt͡ɬʼɔ ɛ mɛŋ , mmɛ ɦɔnɑ ɦɔ bɛɦɑ ɑfɔrikʼɑ bɔrwɑ t͡ɬʼɑsɑ pʼusɔ jɑ mmusɔ wɑ kʼɔpʼɑnɛlɔ kχɛt͡ɬʼɔ lɑ pʼɛlɛ kʼɑ mɔrɑ dikχɛtʰɔ t͡sʼɑ sɛlɛmɔ sɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ .
Almazán ke mmasepala wa Porofense ya Soria, Castilla y León, naheng ya Spain. E na le baahi ba 5 526 ka palo, hoya ka ditekanyetso tsa palo ya batho tsa selemo sa (2017).	ɑlmɑzɑn kʼɛ mmɑsɛpʼɑlɑ wɑ pʼɔrɔfɛnsɛ jɑ sɔriɑ , kɑstʼillɑ j lɛɔn , nɑɦɛŋ jɑ spʼɑin . ɛ nɑ lɛ bɑɑɦi bɑ dikʼɛtʼɛ t͡sʼɛ ɬɑnɔ lɛ mɑkχɔlɔ ɑ mɑɬɑnɔ lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ t͡sʰɛlɛt͡sʼɛŋ kʼɑ pʼɑlɔ , ɦɔjɑ kʼɑ ditʼɛkʼɑɲɛt͡sʼɔ t͡sʼɑ pʼɑlɔ jɑ bɑtʰɔ t͡sʼɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ .
Kwazulu Natala (/ kwɑːˌzuːluː nəˈtɑːl/, eo hape e bitswang KZN) e thehilweng ka selemo sa 1994 ha mmuso o kopanya Mazulu bantustan ya KwaZulu ("Sebaka sa Mazulu" ka Sezulu) le Profinseng ea Natala.	kʼwɑzulu nɑtʼɑlɑ kʼw zu lu nɛ tʼ l , ɛɔ ɦɑpʼɛ ɛ bit͡sʼwɑŋ kʼzn ɛ tʰɛɦilwɛŋ kʼɑ sɛlɛmɔ sɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ ɦɑ mmusɔ ɔ kʼɔpʼɑɲɑ mɑzulu bɑntʼustʼɑn jɑ kʼwɑzulu sɛbɑkʼɑ sɑ mɑzulu kʼɑ sɛzulu lɛ pʼrɔfinsɛŋ ɛɑ nɑtʼɑlɑ .
Dilemong tsa bo-1830 le mathwasong a dilemo tsa bo-1840, karolo e ka leboya ya sebaka seo hona jwale e leng KwaZulu-Natal e ile ya thehwa e le Mmuso wa Mazulu. Karolo e ka borwa e ne e le, ka bokgutshwane, Rephaboliki ya Boer Natalia pele Mabrithani a nka taolo ka 1843, a e reha lebitso la Kolone ya Natal ka 1843. Mmuso wa Mazulu o ile wa dula o ipusa ho fihlela 1879.	dilɛmɔŋ t͡sʼɑ bɔ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɑtʰwɑsɔŋ ɑ dilɛmɔ t͡sʼɑ bɔ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑnɛ , kʼɑrɔlɔ ɛ kʼɑ lɛbɔjɑ jɑ sɛbɑkʼɑ sɛɔ ɦɔnɑ d͡ʒwɑlɛ ɛ lɛŋ kʼwɑzulu nɑtʼɑl ɛ ilɛ jɑ tʰɛɦwɑ ɛ lɛ mmusɔ wɑ mɑzulu . kʼɑrɔlɔ ɛ kʼɑ bɔrwɑ ɛ nɛ ɛ lɛ , kʼɑ bɔkχut͡sʰwɑnɛ , rɛpʰɑbɔlikʼi jɑ bɔɛr nɑtʼɑliɑ pʼɛlɛ mɑbritʰɑni ɑ nkʼɑ tʼɑɔlɔ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ , ɑ ɛ rɛɦɑ lɛbit͡sʼɔ lɑ kʼɔlɔnɛ jɑ nɑtʼɑl kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ . mmusɔ wɑ mɑzulu ɔ ilɛ wɑ dulɑ ɔ ipʼusɑ ɦɔ fiɬɛlɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ .
Ágreda ke mmasepala wa Porofense ya Soria, Castilla y León, naheng ya Spain. E na le baahi ba 3.212 ka palo.	ɑxrɛdɑ kʼɛ mmɑsɛpʼɑlɑ wɑ pʼɔrɔfɛnsɛ jɑ sɔriɑ , kɑstʼillɑ j lɛɔn , nɑɦɛŋ jɑ spʼɑin . ɛ nɑ lɛ bɑɑɦi bɑ dikʼɛtʼɛ t͡sʼɛ tʰɑrɔ lɛ mɑkχɔlɔ ɑ mɑbɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi kʼɑ pʼɑlɔ .
Đồng Hới ke mmasepala wa Provense ya Quảng Bình, Bac Trung Bo, naheng ya Vietnam. E na le badudi ba 103.000.	dɔŋ ɦɔi kʼɛ mmɑsɛpʼɑlɑ wɑ pʼrɔvɛnsɛ jɑ !uɑŋ binɦ , bɑk tʼruŋ bɔ , nɑɦɛŋ jɑ viɛtʼnɑm . ɛ nɑ lɛ bɑdudi bɑ dikʼɛtʼɛ lɛkχɔlɔ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ .
Montehermoso ke mmasepala wa Provense ya Cáceres, ka Extremadura, naheng ya Spain. E na le palo ya baahi ba 5.799 ka nomoro.	mɔntʼɛɦɛrmɔsɔ kʼɛ mmɑsɛpʼɑlɑ wɑ pʼrɔvɛnsɛ jɑ kɑkɛrɛs , kʼɑ ɛkstʼrɛmɑdurɑ , nɑɦɛŋ jɑ spʼɑin . ɛ nɑ lɛ pʼɑlɔ jɑ bɑɑɦi bɑ dikʼɛtʼɛ t͡sʼɛ ɬɑnɔ lɛ mɑkχɔlɔ ɑ supʼilɛŋ lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ kʼɑ nɔmɔrɔ .
bar:1370 at: 1900000 text: 1,900,000 shift:(0)	bɑr , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ mɑrɑrɔ lɛ mɑʃɔmɛ ɑ supʼilɛŋ ɑtʼ , miliɔnɛ lɛ dikʼɛtʼɛ mɑkχɔlɔ ɑ rɔbɔŋ tʼɛkstʼ , miliɔnɛ lɛ dikʼɛtʼɛ mɑkχɔlɔ ɑ rɔbɔŋ ʃiftʼ , lɛfɛɛlɑ
bar:1582 at: 7500000 text: 7,500,000 shift:(0)	bɑr , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ mɑɬɑnɔ lɛ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ mmɛdi ɑtʼ , dimiliɔnɛ t͡sʼɛ supʼilɛŋ lɛ dikʼɛtʼɛ mɑkχɔlɔ ɑ mɑɬɑnɔ tʼɛkstʼ , dimiliɔnɛ t͡sʼɛ supʼilɛŋ lɛ dikʼɛtʼɛ mɑkχɔlɔ ɑ mɑɬɑnɔ ʃiftʼ , lɛfɛɛlɑ
bar:1634 at: 11000000 text: 11,000,000 shift:(0)	bɑr , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛnɛ ɑtʼ , dimiliɔnɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ tʼɛkstʼ , dimiliɔnɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ ʃiftʼ , lɛfɛɛlɑ
bar:1800 at: 9000000 text: 9,000,000 shift:(0)	bɑr , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi ɑtʼ , dimiliɔnɛ t͡sʼɛ rɔbɔŋ tʼɛkstʼ , dimiliɔnɛ t͡sʼɛ rɔbɔŋ ʃiftʼ , lɛfɛɛlɑ
bar:1921 at: 27177000 text: 27,2 shift:(0)	bɑr , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ ɑtʼ , dimiliɔnɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ supʼilɛŋ lɛ dikʼɛtʼɛ lɛkχɔlɔ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ tʼɛkstʼ , mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ supʼilɛŋ pʼɛdi ʃiftʼ , lɛfɛɛlɑ
Aforika Borwa ke naha ya borobong e kgolo Aforika, ke kontinente e nang le dinaha tse 55. Ke naha ya bohlano e kgolo ka ho fetisisa e leng ka botlalo karolong e ka Borwa ya lefatshe. E kgolo ho feta naha e nngwe le e nngwe ya Europe ntle le Russia, hape e kglo ho feta naha e nngwe le e nngwe ya United States of America (USA) ntle le Alaska.	ɑfɔrikʼɑ bɔrwɑ kʼɛ nɑɦɑ jɑ bɔrɔbɔŋ ɛ kχɔlɔ ɑfɔrikʼɑ , kʼɛ kʼɔntʼinɛntʼɛ ɛ nɑŋ lɛ dinɑɦɑ t͡sʼɛ mɑʃɔmɛ ɑ mɑɬɑnɔ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ . kʼɛ nɑɦɑ jɑ bɔɬɑnɔ ɛ kχɔlɔ kʼɑ ɦɔ fɛtʼisisɑ ɛ lɛŋ kʼɑ bɔt͡ɬʼɑlɔ kʼɑrɔlɔŋ ɛ kʼɑ bɔrwɑ jɑ lɛfɑt͡sʰɛ . ɛ kχɔlɔ ɦɔ fɛtʼɑ nɑɦɑ ɛ nŋwɛ lɛ ɛ nŋwɛ jɑ ɛurɔpʼɛ nt͡ɬʼɛ lɛ russiɑ , ɦɑpʼɛ ɛ kχlɔ ɦɔ fɛtʼɑ nɑɦɑ ɛ nŋwɛ lɛ ɛ nŋwɛ jɑ unitʼɛd stʼɑtʼɛs ɔf ɑmɛrikɑ usɑ nt͡ɬʼɛ lɛ ɑlɑskʼɑ .
Benin ke naha ya kontinente ya Afrika e nang le palo ya baahi ba fetang 10,879,829. Ho ya ka di tekanyetso tsa palo ya batho tsa selemo sa (2015).	bɛnin kʼɛ nɑɦɑ jɑ kʼɔntʼinɛntʼɛ jɑ ɑfrikʼɑ ɛ nɑŋ lɛ pʼɑlɔ jɑ bɑɑɦi bɑ fɛtʼɑŋ dimiliɔnɛ lɛʃɔmɛ lɛ dikʼɛtʼɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ . ɦɔ jɑ kʼɑ di tʼɛkʼɑɲɛt͡sʼɔ t͡sʼɑ pʼɑlɔ jɑ bɑtʰɔ t͡sʼɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ .
Viera Born elier in 95 in Johannesburg he attended his primary at mohata primary school where he become friend with Young Nyn T they grew up together. At the age 17 Young Vission become Rapper he recorded his 1st mixtape tittle One Day I will Rise featured Young Nyn T and T Eazy	viɛrɑ bɔrn ɛliɛr in mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ in d͡ʒɔɦɑnnɛsburx ɦɛ ɑtʼtʼɛndɛd ɦis pʼrimɑrj ɑtʼ mɔɦɑtʼɑ pʼrimɑrj skɦɔɔl wɦɛrɛ ɦɛ bɛkɔmɛ friɛnd witʰ jɔuŋ ɲn tʼ tʰɛj xrɛw upʼ tʼɔxɛtʰɛr . ɑtʼ tʰɛ ɑxɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ jɔuŋ vissiɔn bɛkɔmɛ rɑpʼpʼɛr ɦɛ rɛkɔrdɛd ɦis nŋwɛ mikstʼɑpʼɛ tʼitʼt͡ɬʼɛ ɔnɛ dɑj i will risɛ fɛɑtʼurɛd jɔuŋ ɲn tʼ ɑnd tʼ ɛɑzj
Kroonstad e 225 km borwa ba Johannesburg. Toropo ena e boemong ba boraro ditoropong tse kholo ka hara provense.	kʼrɔɔnstʼɑd ɛ dikʰilɔmitʰɑrɑ t͡sʼɛ mɑkχɔlɔ ɑ mɑbɛdi lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ bɔrwɑ bɑ d͡ʒɔɦɑnnɛsburx . tʼɔrɔpʼɔ ɛnɑ ɛ bɔɛmɔŋ bɑ bɔrɑrɔ ditʼɔrɔpʼɔŋ t͡sʼɛ kʰɔlɔ kʼɑ ɦɑrɑ pʼrɔvɛnsɛ .
Tulo e boholo ba: 39.5 km² ha baahi ba ne ba ballwa ho: 35,153 ka selemo sa 2011, palo ya batho Aforika Borwa.	tʼulɔ ɛ bɔɦɔlɔ bɑ , disɛkʼwɛrɛ dikʰilɔmitʰɑrɑ t͡sʼɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ ɬɑnɔ ɦɑ bɑɑɦi bɑ nɛ bɑ bɑllwɑ ɦɔ , dikʼɛtʼɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ lɛ lɛkχɔlɔ lɛ mɑʃɔmɛ ɑ mɑɬɑnɔ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ kʼɑ sɛlɛmɔ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ , pʼɑlɔ jɑ bɑtʰɔ ɑfɔrikʼɑ bɔrwɑ .
Motse o sebaka sa 216 km leboya botjhabela ka Queenstown le 117 km botjhabela ho motse wa Aliwal North.	mɔt͡sʼɛ ɔ sɛbɑkʼɑ sɑ dikʰilɔmitʰɑrɑ t͡sʼɛ mɑkχɔlɔ ɑ mɑbɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ t͡sʰɛlɛt͡sʼɛŋ lɛbɔjɑ bɔt͡ʃʼɦɑbɛlɑ kʼɑ !uɛɛnstʼɔwn lɛ dikʰilɔmitʰɑrɑ t͡sʼɛ lɛkχɔlɔ lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ bɔt͡ʃʼɦɑbɛlɑ ɦɔ mɔt͡sʼɛ wɑ ɑliwɑl nɔrtʰ .
Toropo e sebakeng sa 55 km ka borwa-bophirima ho Qonce le 67 km ka botjhabela ho Makhanda. E ile ya hlaha ho tloha sebakeng sa moedi se thehilweng ka 1835 mme sa reha Fort Peddie,mme ya e-ba mmasepala ka 1905. E rehelletswe ka Lieutenant-Colonel John Peddie (ya shweleng 1840), ya ileng a etella pele Highlanders ya 72 kgahlanong le Maxhosa Ntweng ya Botshelela ya Frontier.	tʼɔrɔpʼɔ ɛ sɛbɑkʼɛŋ sɑ dikʰilɔmitʰɑrɑ t͡sʼɛ mɑʃɔmɛ ɑ mɑɬɑnɔ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ kʼɑ bɔrwɑ bɔpʰirimɑ ɦɔ !ɔnkɛ lɛ dikʰilɔmitʰɑrɑ t͡sʼɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ kʼɑ bɔt͡ʃʼɦɑbɛlɑ ɦɔ mɑkʰɑndɑ . ɛ ilɛ jɑ ɬɑɦɑ ɦɔ t͡ɬʼɔɦɑ sɛbɑkʼɛŋ sɑ mɔɛdi sɛ tʰɛɦilwɛŋ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ mmɛ sɑ rɛɦɑ fɔrtʼ pʼɛddiɛ , mmɛ jɑ ɛ bɑ mmɑsɛpʼɑlɑ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ . ɛ rɛɦɛllɛt͡sʼwɛ kʼɑ liɛutʼɛnɑntʼ kɔlɔnɛl d͡ʒɔɦn pʼɛddiɛ jɑ ʃwɛlɛŋ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑnɛ , jɑ ilɛŋ ɑ ɛtʼɛllɑ pʼɛlɛ ɦixɬɑndɛrs jɑ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mmɛdi kχɑɬɑnɔŋ lɛ mɑksɦɔsɑ ntʼwɛŋ jɑ bɔt͡sʰɛlɛlɑ jɑ frɔntʼiɛr .
Fernando Alonso Diaz (bêlêgwe 29 Julae 1981) le Formula 1 moôtlêdi from Sepania le bêdi dinakô F1 dinakô champ (2005-2006).	fɛrnɑndɔ ɑlɔnsɔ diɑz bɛlɛxwɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ d͡ʒulɑɛ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛ fɔrmulɑ nŋwɛ mɔɔt͡ɬʼɛdi frɔm sɛpʼɑniɑ lɛ bɛdi dinɑkʼɔ f nŋwɛ dinɑkʼɔ kɦɑmpʼ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ ɦɔ isɑ ɦɔ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ t͡sʰɛlɛt͡sʼɛŋ .
Sengolwa tsa Lesotho ke sengolwa sa Aforika le Lesotho ka bophara ho latela marena a teng le bangodi ba kenyeletsang Moroesi Akhionbare wa (1945-), Thomas Mofolo wa (1876-1948), Caroline Ntseliseng Khaketla wa (1918-2012), Mzamane Nhlapho le Mpho Matsepo Nthunya.	sɛŋɔlwɑ t͡sʼɑ lɛsɔtʰɔ kʼɛ sɛŋɔlwɑ sɑ ɑfɔrikʼɑ lɛ lɛsɔtʰɔ kʼɑ bɔpʰɑrɑ ɦɔ lɑtʼɛlɑ mɑrɛnɑ ɑ tʼɛŋ lɛ bɑŋɔdi bɑ kʼɛɲɛlɛt͡sʼɑŋ mɔrɔɛsi ɑkʰiɔnbɑrɛ wɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ , tʰɔmɑs mɔfɔlɔ wɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ t͡sʰɛlɛt͡sʼɛŋ ɦɔ isɑ ɦɔ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ rɔbɛdi , kɑrɔlinɛ nt͡sʼɛlisɛŋ kʰɑkʼɛt͡ɬʼɑ wɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ rɔbɛdi ɦɔ isɑ ɦɔ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi , mzɑmɑnɛ nɬɑpʰɔ lɛ mpʰɔ mɑt͡sʼɛpʼɔ ntʰuɲɑ .
"Ramaphosa now acting president after Zuma's resignation". Times Live. 2018-02-15. Retrieved 2018-02-15.	rɑmɑpʰɔsɑ nɔw ɑktʼiŋ pʼrɛsidɛntʼ ɑftʼɛr zumɑ s rɛsixnɑtʼiɔn . tʼimɛs livɛ . dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ rɔbɛdi pʼɛdi lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ . rɛtʼriɛvɛd dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ rɔbɛdi pʼɛdi lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ .
"Reuters.com". reuters.com. Archived from the original on 2013-02-02.	rɛutʼɛrs . kɔm . rɛutʼɛrs . kɔm . ɑrkɦivɛd frɔm tʰɛ ɔrixinɑl ɔn dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ pʼɛdi pʼɛdi .
Ke e mong oa banna ba ruileng haholo Afrika Boroa, [58] le Forbes ba lekanyang leruo la hae ka $ 675 million. [59]	kʼɛ ɛ mɔŋ ɔɑ bɑnnɑ bɑ ruilɛŋ ɦɑɦɔlɔ ɑfrikʼɑ bɔrɔɑ , mɑʃɔmɛ ɑ mɑɬɑnɔ lɛ mɛt͡sʼɔ ɛ rɔbɛdi lɛ fɔrbɛs bɑ lɛkʼɑɲɑŋ lɛruɔ lɑ ɦɑɛ kʼɑ didɔlɑrɑ t͡sʼɛ mɑkχɔlɔ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ milliɔn . mɑʃɔmɛ ɑ mɑɬɑnɔ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ
Makasine ona o ne o fumaneha ka 2012 ka $ 9 ka khoeli, leha lingoliloeng tsa oona tse ngata li ne li fumaneha inthaneteng mahala. Buterin o hlokometse hore o qetile lihora tse 10-20 ka beke a ngola bakeng sa phatlalatso.	mɑkʼɑsinɛ ɔnɑ ɔ nɛ ɔ fumɑnɛɦɑ kʼɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi kʼɑ didɔlɑrɑ t͡sʼɛ rɔbɔŋ kʼɑ kʰɔɛli , lɛɦɑ liŋɔlilɔɛŋ t͡sʼɑ ɔɔnɑ t͡sʼɛ ŋɑtʼɑ li nɛ li fumɑnɛɦɑ intʰɑnɛtʼɛŋ mɑɦɑlɑ . butʼɛrin ɔ ɬɔkʼɔmɛt͡sʼɛ ɦɔrɛ ɔ !ɛtʼilɛ liɦɔrɑ t͡sʼɛ lɛʃɔmɛ ɦɔ isɑ ɦɔ mɑʃɔmɛ ɑ mɑbɛdi kʼɑ bɛkʼɛ ɑ ŋɔlɑ bɑkʼɛŋ sɑ pʰɑt͡ɬʼɑlɑt͡sʼɔ .
Sehlopha sa lipatlisiso IPSOS ka karolo e 'ngoe e lebohile bopresidente ba Jacob Zuma ka ho phahama ha populism Afrika Boroa.[97] Nedbank, e leng e 'ngoe ea libanka tse kholo ka ho fetisisa Afrika Boroa, e hakanya hore liqeto tse fosahetseng tsa maano, tsamaiso e mpe, le bobodu nakong ya sehla sa bobedi sa Zuma se jeleng moruo wa Aforika Borwa R470 bilione (US$33.7 bilione).[98]	sɛɬɔpʰɑ sɑ lipʼɑt͡ɬʼisisɔ ipʼsɔs kʼɑ kʼɑrɔlɔ ɛ ŋɔɛ ɛ lɛbɔɦilɛ bɔpʼrɛsidɛntʼɛ bɑ d͡ʒɑkɔb zumɑ kʼɑ ɦɔ pʰɑɦɑmɑ ɦɑ pʼɔpʼulism ɑfrikʼɑ bɔrɔɑ . mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ nɛdbɑnkʼ , ɛ lɛŋ ɛ ŋɔɛ ɛɑ libɑnkʼɑ t͡sʼɛ kʰɔlɔ kʼɑ ɦɔ fɛtʼisisɑ ɑfrikʼɑ bɔrɔɑ , ɛ ɦɑkʼɑɲɑ ɦɔrɛ li!ɛtʼɔ t͡sʼɛ fɔsɑɦɛt͡sʼɛŋ t͡sʼɑ mɑɑnɔ , t͡sʼɑmɑisɔ ɛ mpʼɛ , lɛ bɔbɔdu nɑkʼɔŋ jɑ sɛɬɑ sɑ bɔbɛdi sɑ zumɑ sɛ d͡ʒɛlɛŋ mɔruɔ wɑ ɑfɔrikʼɑ bɔrwɑ dirɑntʼɑ t͡sʼɛ biliɔnɛ t͡sʼɛ mɑkχɔlɔ ɑ mɑnɛ lɛ mɑʃɔmɛ ɑ supʼilɛŋ didɔlɑrɑ t͡sʼɑ ɑmɛrikʼɑ t͡sʼɛ biliɔnɛ t͡sʼɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ supʼɑ . mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ rɔbɛdi
