敵わな	かなわな
螺子	ネジ
螺旋	らせん
来客	らいきゃく
来春	らいしゅん
来場	らいじょう
雷	かみなり
落ち葉	おちば
卵形	らんけい
流行	りゅうこう
両側	りょうがわ
両足	りょうあし
両端	りょうたん
涼風	りょうふう
療養所	りょうようじょ
隣国	りんごく
例	れい
恋歌	こいうた
恋心	こいごころ
老若	ろうにゃく
老舗	しにせ
六	ろく
六つ	むっつ
大和	やまと
和名	わめい
儘	まま
偖	さて
匙	さじ
箱	はこ
懺悔	ざんげ
蜻蛉	とんぼ
合気道	あいきどう
合言葉	あいことば
相性	あいしょう
相乗り	あいのり
愛欲	あいよく
青々	あおあお
赤々	あかあか
明かり	あかり
空き巣	あきす
秋晴れ	あきばれ
空き瓶	あきびん
挙句	あげく
朝ごはん	あさごはん
痣	あざ
足がかり	あしがかり
足元	あしもと
鯵	アジ
あだ名	あだな
熱々	あつあつ
宛先	あてさき
宛名	あてな
あなた方	あなたがた
阿呆	アホ
雨垂れ	あまだれ
編み物	あみもの
雨上がり	あめあがり
雨降り	あめふり
鮎	あゆ
荒削り	あらけずり
荒野	こうや
凡ゆる	あらゆる
有難う	ありがとう
或る	ある
或いは	あるいは
暗記	あんき
暗黒	あんこく
杏	あんず
安全弁	あんぜんべん
塩梅	あんばい
案分	あんぶん
言い訳	いいわけ
家並み	いえなみ
遺棄	いき
生き方	いきかた
戦	いくさ
育成	いくせい
生垣	いけがき
生け花	いけばな
意向	いこう
慰謝	いしゃ
萎縮	いしゅく
委嘱	いしょく
移譲	いじょう
位置	いち
一々	いちいち
一望	いちぼう
一攫千金	いっかくせんきん
一ヶ月	いっかげつ
一騎打ち	いっきうち
一軒家	いっけんや
異文	いぶん
今まで	いままで
嫌	いや
愈	いよいよ
威容	いよう
意欲	いよく
苛々	いらいら
威力	いりょく
入れ墨	いれずみ
入れ歯	いれば
入れ物	いれもの
色々	いろいろ
鰯	いわし
陰影	いんえい
因習	いんしゅう
植木	うえき
餓死	がし
雨季	うき
浮き彫り	うきぼり
憂き目	うきめ
浮世	うきよ
受付	うけつけ
受け渡し	うけわたし
歌合	うたあわせ
内堀	うちぼり
埋め立て地	うめたてち
裏書	うらがき
占い師	うらないし
売り上げ	うりあげ
売掛金	うりかけきん
売り子	うりこ
売り手	うりて
売り場	うりば
閏年	うるうどし
売れ行き	うれゆき
運送	うんそう
云々	うんぬん
英才	えいさい
英知	えいち
絵葉書	えはがき
海老	えび
襟	えり
延々	えんえん
縁組	えんぐみ
援護	えんご
追い風	おいかぜ
往々	おうおう
王侯	おうこう
大げさ	おおげさ
大さじ	おおさじ
丘	おか
お菜	おかず
沖合	おきあい
置物	おきもの
憶測	おくそく
贈り物	おくりもの
押入れ	おしいれ
押し売り	おしうり
雄	おす
落し物	おとしもの
覚書	おぼえがき
お神輿	おみこし
思い出	おもいで
面白み	おもしろみ
重み	おもみ
母屋	おもや
お八つ	おやつ
折々	おりおり
折り紙	おりがみ
折り込み	おりこみ
折り目	おりめ
卸	おろし
卸売	おろしうり
卸売物価	おろしうりぶっか
卸値	おろしね
恩義	おんぎ
温和	おんわ
飼い犬	かいいぬ
会館	かいかん
買い手	かいて
買い主	かいぬし
飼い主	かいぬし
買い物	かいもの
替え歌	かえうた
返り咲き	かえりざき
火炎	かえん
顔合わせ	かおあわせ
顔なじみ	かおなじみ
係	かかり
係員	かかりいん
関わらず	かかわらず
花期	かき
夏季	かき
書き初め	かきぞめ
書留	かきとめ
画一	かくいつ
拡声器	かくせいき
駆け落ち	かけおち
掛け金	かけきん
掛け声	かけごえ
掛け算	かけざん
掛け軸	かけじく
駆け引き	かけひき
影	かげ
陰	かげ
影武者	かげむしゃ
過酷	かこく
籠	かご
火砕流	かさいりゅう
飾り付け	かざりつけ
貸し切り	かしきり
貸出	かしだし
箇所	かしょ
微か	かすか
数々	かずかず
仮説	かせつ
仮設	かせつ
風当たり	かぜあたり
片思い	かたおもい
肩書き	かたがき
肩代わり	かたがわり
塊	かたまり
傍ら	かたわら
加担	かたん
花壇	かだん
画期的	かっきてき
格好	かっこう
華道	かどう
稼働	かどう
可也	かなり
科目	かもく
蚊帳	かや
唐揚げ	からあげ
仮住まい	かりずまい
借り物	かりもの
軽々	かるがる
歌留多	カルタ
枯れ木	かれき
枯葉	かれは
可哀想	かわいそう
河原	かわら
代わり	かわり
変わり種	かわりだね
代わる代わる	かわるがわる
乾季	かんき
監査	かんさ
肝心	かんじん
乾杯	かんぱい
完璧	かんぺき
合衆国	がっしゅうこく
気合	きあい
効き目	ききめ
飢饉	ききん
木々	きぎ
危惧	きぐ
起源	きげん
兆し	きざし
基準	きじゅん
傷跡	きずあと
奇跡	きせき
機知	きち
切っ掛け	きっかけ
祈祷	きとう
希薄	きはく
規範	きはん
寄付	きふ
気まぐれ	きまぐれ
気持ち	きもち
旧交	きゅうこう
胡瓜	きゅうり
凶悪	きょうあく
凶器	きょうき
強固	きょうこ
凶弾	きょうだん
共同	きょうどう
凶暴	きょうぼう
興味津々	きょうみしんしん
恐竜	きょうりゅう
協力	きょうりょく
切り株	きりかぶ
切り傷	きりきず
切り抜き	きりぬき
切り札	きりふだ
切り身	きりみ
切れ味	きれあじ
綺麗	きれい
布地	ぬのじ
切れ目	きれめ
疑似	ぎじ
偽装	ぎそう
御者	ぎょしゃ
区画	くかく
口々	くちぐち
口々に	くちぐちに
屈強	くっきょう
屈服	くっぷく
国	くに
国々	くにぐに
首	くび
隅々	すみずみ
悔し涙	くやしなみだ
蔵	くら
水母	クラゲ
繰り越し	くりこし
具合	ぐあい
群衆	ぐんしゅう
群集	ぐんしゅう
蛍光	けいこう
蛍光灯	けいこうとう
計算機	けいさんき
消印	けしいん
決起	けっき
決着	けっちゃく
絹糸	きぬいと
堅実	けんじつ
研磨	けんま
激震	げきしん
激甚	げきじん
激痛	げきつう
激務	げきむ
激論	げきろん
下克上	げこくじょう
原価	げんか
元素	げんそ
小粋	こいき
子犬	こいぬ
幸運	こううん
交差点	こうさてん
子牛	こうし
交代	こうたい
広報	こうほう
小売	こうり
小躍り	こおどり
枯渇	こかつ
木枯らし	こがらし
古希	こき
個々	ここ
個数	こすう
木立	こだち
小包	こづつみ
粉々	こなごな
子猫	こねこ
子羊	こひつじ
衣替え	ころもがえ
強情	ごうじょう
豪勢	ごうせい
ご存知	ごぞんじ
ご馳走	ごちそう
五輪	ごりん
再々	さいさい
採録	さいろく
作付け	さくづけ
桜	さくら
挿絵	さしえ
差出人	さしだしにん
砂漠	さばく
錆	さび
様々	さまざま
寒々	さむざむ
三弦	さんげん
三三五五	さんさんごご
散々	さんざん
三段跳び	さんだんとび
雑踏	ざっとう
明々後日	しあさって
幸せ	しあわせ
塩漬け	しおづけ
潮干狩り	しおひがり
仕方	しかた
死骸	しがい
閾値	いきち
敷き布団	しきぶとん
刺激	しげき
子細	しさい
史跡	しせき
下請け	したうけ
七七日	しちしちにち
確り	しっかり
失策	しっさく
失神	しっしん
失態	しったい
品々	しなじな
渋々	しぶしぶ
島々	しまじま
写真機	しゃしんき
遮断機	しゃだんき
遮断器	しゃだんき
首位	しゅい
修好	しゅうこう
収集	しゅうしゅう
執着	しゅうちゃく
習得	しゅうとく
修練	しゅうれん
主唱	しゅしょう
種々	しゅじゅ
出処進退	しゅっしょしんたい
出版社	しゅっぱんしゃ
首領	しゅりょう
賞賛	しょうさん
少々	しょうしょう
招請	しょうせい
消灯	しょうとう
娼婦	しょうふ
承服	しょうふく
醤油	しょうゆ
少量	しょうりょう
唱和	しょうわ
暑中見舞	しょちゅうみまい
銀	ぎん
仕分け	しわけ
芯	しん
侵攻	しんこう
浸食	しんしょく
伸長	しんちょう
侵略	しんりゃく
直々	じきじき
事態	じたい
実情	じつじょう
辞典	じてん
弱小	じゃくしょう
若年	じゃくねん
従順	じゅうじゅん
重体	じゅうたい
絨毯	じゅうたん
儒艮	ジュゴン
潤色	じゅんしょく
順々に	じゅんじゅんに
純朴	じゅんぼく
上々	じょうじょう
上提	じょうてい
叙情	じょじょう
徐々に	じょじょに
吸い殻	すいがら
数ヶ月	すうかげつ
好き好き	すきずき
少なからず	すくなからず
少なくとも	すくなくとも
寿司	すし
筋合	すじあい
捨て身	すてみ
全て	すべて
滑り台	すべりだい
住まい	すまい
擦り傷	すりきず
制御	せいぎょ
正座	せいざ
精々	せいぜい
折角	せっかく
席巻	せっけん
浅見	あさみ
戦々恐々	せんせんきょうきょう
先頭	せんとう
専用	せんよう
税込み	ぜいこみ
善後策	ぜんごさく
前人未到	ぜんじんみとう
全線	ぜんせん
前兆	ぜんちょう
前編	ぜんぺん
相克	そうこく
相互	そうご
総合	そうごう
掃除機	そうじき
惣社	そうじゃ
早々	そうそう
装丁	そうてい
聡明	そうめい
蘇生	そせい
率先	そっせん
率直	そっちょく
其れ其れ	それぞれ
算盤	そろばん
尊属	そんぞく
続々	ぞくぞく
体当たり	たいあたり
退屈	たいくつ
対日	たいにち
退廃	たいはい
台風	たいふう
太平	たいへい
高々	たかだか
炊き出し	たきだし
蛸	タコ
たこ焼き	たこやき
確か	たしか
多々	たた
立ち入り禁止	たちいりきんし
竜巻	たつまき
建前	たてまえ
仮令	たとえ
煙草	タバコ
度々	たびたび
卵焼き	たまごやき
偶々	たまたま
ため息	ためいき
垂れ幕	たれまく
探検	たんけん
炭鉱	たんこう
淡々	たんたん
淡白	たんぱく
短編	たんぺん
段々	だんだん
近道	ちかみち
遅々	ちち
着	ちゃく
着々	ちゃくちゃく
茶漬け	ちゃづけ
茶碗	ちゃわん
中核	ちゅうかく
中秋	ちゅうしゅう
宙吊り	ちゅうづり
弔意	ちょうい
兆候	ちょうこう
蝶々	ちょうちょう
貯蓄	ちょちく
直感的	ちょっかんてき
直径	ちょっけい
使い捨て	つかいすて
月々	つきづき
次々	つぎつぎ
次々に	つぎつぎに
付け出し	つけだし
付け人	つけびと
津々浦々	つつうらうら
包み紙	つつみがみ
常々	つねづね
艶々	つやつや
釣り糸	つりいと
釣り銭	つりせん
釣り針	つりばり
釣り船	つりぶね
釣り堀	つりぼり
連れて行く	つれていく
手当	てあて
定形	ていけい
帝政	ていせい
手落ち	ておち
手がかり	てがかり
手すり	てすり
手帳	てちょう
徹する	てっする
手続き	てつづき
手作り	てづくり
手詰まり	てづまり
手ぬぐい	てぬぐい
手引き	てびき
照り焼き	てりやき
天引き	てんびき
出入り口	でいりぐち
出稼ぎ	でかせぎ
東亜	とうあ
登用	とうよう
時折	ときおり
時々	ときどき
刺	とげ
所々	ところどころ
年老	としおい
途絶	とぜつ
取っ手	とって
届	とどけ
飛び切り	とびきり
飛び火	とびひ
泊まり込み	とまりこみ
留め金	とめがね
共々	ともども
取りあえず	とりあえず
取扱注意	とりあつかいちゅうい
取次ぎ	とりつぎ
取引	とりひき
取引先	とりひきさき
捕り物	とりもの
取り分け	とりわけ
独逸	ドイツ
同座	どうざ
同士討ち	どうしうち
動静	どうせい
堂々	どうどう
堂々巡り	どうどうめぐり
同盟	どうめい
同名	どうめい
泥棒	どろぼう
貪欲	どんよく
内情	ないじょう
中々	なかなか
中身	なかみ
長々	ながなが
長らく	ながらく
謎々	なぞなぞ
夏祭り	なつまつり
何々	なになに
並	なみ
並木	なみき
並々	なみなみ
成り行き	なりゆき
縄張り	なわばり
何となく	なんとなく
南南西	なんなんせい
南南東	なんなんとう
仁王	におう
二階建て	にかいだて
握り飯	にぎりめし
俄	にわか
大蒜	にんにく
縫い針	ぬいばり
縫い目	ぬいめ
抜け穴	ぬけあな
抜け道	ぬけみち
値上がり	ねあがり
値上げ	ねあげ
値下げ	ねさげ
値段	ねだん
値幅	ねはば
粘々	ねばねば
値引き	ねびき
年齢	ねんれい
喉	のど
飲み水	のみみず
飲み物	のみもの
飲み屋	のみや
乗り心地	のりごこち
乗り場	のりば
乗り物	のりもの
呑気	のんき
徘徊	はいかい
履物	はきもの
箱舟	はこぶね
果たして	はたして
肌触り	はだざわり
鉢巻	はちまき
八丁	はっちょう
法被	はっぴ
発奮	はっぷん
初節供	はつぜっく
花言葉	はなことば
話	はなし
話し中	はなしちゅう
鼻高々	はなたかだか
華やか	はなやか
歯磨き	はみがき
波乱	はらん
張り子	はりこ
晴れ着	はれぎ
反映	はんえい
反旗	はんき
反逆	はんぎゃく
半々	はんはん
反復	はんぷく
繁忙	はんぼう
売春	ばいしゅん
梅毒	ばいどく
馬鹿	ばか
暴露	ばくろ
伯楽	はくらく
化け物	ばけもの
抜粋	ばっすい
板金	ばんきん
晩御飯	ばんごはん
万歳	ばんざい
盤石	ばんじゃく
日当たり	ひあたり
控え室	ひかえしつ
引き合い	ひきあい
引き金	ひきがね
引き込み線	ひきこみせん
引き算	ひきざん
引き続き	ひきつづき
引き出物	ひきでもの
引き戸	ひきど
髭	ひげ
久々	ひさびさ
日差し	ひざし
左利き	ひだりきき
必死	ひっし
必至	ひっし
一重	ひとえ
人差し指	ひとさしゆび
人並み	ひとなみ
一先ず	ひとまず
一周	いっしゅう
独り占め	ひとりじめ
一人旅	ひとりたび
一人ぼっち	ひとりぼっち
泌尿器	ひにょうき
雲雀	ひばり
日々	ひび
姫	ひめ
百戦錬磨	ひゃくせんれんま
百科事典	ひゃっかじてん
冷や汗	ひやあせ
日焼け	ひやけ
冷ややか	ひややか
比喩	ひゆ
表札	ひょうさつ
兵糧	ひょうろう
平家	へいけ
昼食	ちゅうしょく
昼ご飯	ひるごはん
広々	ひろびろ
不意打ち	ふいうち
吹き替え	ふきかえ
吹き出物	ふきでもの
不幸せ	ふしあわせ
不始末	ふしまつ
伏し目	ふしめ
付属	ふぞく
両親	りょうしん
双葉	ふたば
普段着	ふだんぎ
二日酔い	ふつかよい
不釣合い	ふつりあい
不妊	ふにん
船	ふね
普遍	ふへん
踏切	ふみきり
不行き届き	ふゆきとどき
不要	ふよう
振替	ふりかえ
振り子	ふりこ
振込	ふりこみ
不漁	ふりょう
旧跡	きゅうせき
