á	a³¹
thot-hài	tʰɔt̚¹ haɪ¹¹
thu-é	tʰu⁵³⁻⁵⁵ ʋe³¹
thú-fî	tʰu³¹ fi⁴⁴
thú-kiéu-é	tʰu³¹ keu³¹ ʋe³¹
thú-ngí-khì	tʰu³¹ ŋi³¹ kʰi¹¹
thu-sòn	tʰu⁵³⁻⁵⁵ sɔn¹¹
thú-thi-pak-kûng	tʰu³¹ tʰi⁵³⁻⁵⁵ pak̚¹ kʊŋ⁴⁴
thu̍k-phín	tʰʊk̚⁵ pʰin³¹
thu̍k-sû	tʰʊk̚⁵ su⁴⁴
thu̍k-thu̍k	tʰʊk̚⁵ tʰʊk̚⁵
thùng-ho̍k	tʰʊŋ¹¹ hɔk̚⁵
thung-khú	tʰʊŋ⁵³⁻⁵⁵ kʰu³¹
thùng-sṳ̀	tʰʊŋ¹¹ sz̩¹¹
thûng-sû	tʰʊŋ⁴⁴ su⁴⁴
thûng-sú-thûng-kiok	tʰʊŋ⁵³⁻⁵⁵ su³¹ tʰʊŋ⁵³⁻⁵⁵ kiɔk̚¹
thung-vu̍t	tʰʊŋ⁵³ ʋut̚⁵
thut-yèn	tʰut̚⁵ ian¹¹
tî-poi	ti⁴⁴⁻³⁵ poɪ⁵³
tî-tet	ti⁴⁴⁻³⁵ tɛt̚¹
tiam-é	tiam⁵³⁻⁵⁵ me³¹
tiau-chhoi	tiau⁵³⁻⁵⁵ t͡sʰoɪ⁵³
tiau-chhoi-é	tiau⁵³⁻⁵⁵ t͡sʰoɪ⁵³⁻⁵⁵ e³¹
tiau-chhoi-set	tiau⁵³⁻⁵⁵ t͡sʰoɪ⁵³⁻⁵⁵ sɛt̚¹
tiáu-chṳ̂	tiau³¹ t͡sz̩⁴⁴
tiâu-é	tiau⁴⁴⁻³⁵ ʋe³¹
tiau-kiáng	tiau⁵³⁻⁵⁵ kiaŋ³¹
tiáu-ngiâ-mê	tiau³¹ ŋia¹¹ me⁴⁴
tiau-pîn	tiau⁵³ pin⁴⁴
tiâu-teu	tiau⁴⁴⁻³⁵ teu⁵³
tiên-kiéu	tiɛn⁴⁴⁻³⁵ keu³¹
tiet-chhui	tɛt̚¹ t͡sʰuɪ⁵³
tiet-ka	tʰiɛt̚⁵ ka⁵³
tiet-kau	tiɛt̚¹ kʰau⁵³
tín-tûng-é	tin⁵³ tʰʊŋ⁴⁴⁻³⁵ ŋe³¹
tô-chhia	to⁴⁴⁻³⁵ t͡ɕʰia⁵³
tô-choi	to⁴⁴⁻³⁵ t͡soɪ⁵³
tô-é	tau⁴⁴⁻³⁵ ʋe³¹
to-hon-súi	tau⁵³⁻⁵⁵ hɔn⁵³⁻⁵⁵ suɪ³¹
tô-mà	tau⁴⁴⁻³⁵ ma¹¹
to-tái	tau⁵³⁻⁵⁵ taɪ³¹
tón-chhì	tɔn³¹ t͡ɕʰi¹¹
tón-nen	tɔn³¹ nɛn⁵³
tôn-ńg-chiet	tɔn⁴⁴⁻³⁵ n̩³¹ t͡ɕiɛt̚¹
tông-chu	tɔŋ⁴⁴⁻³⁵ t͡su⁵³
tông-chu-thèu	tɔŋ⁴⁴⁻³⁵ t͡su⁵³⁻⁵⁵ tʰeu¹¹
tông-ngit	tɔŋ⁴⁴⁻³⁵ ŋit̚¹
tông-thi	tɔŋ⁴⁴⁻³⁵ tʰi⁵³
tú-chhì	tu³¹ t͡ɕʰi¹¹
tú-chhì-fut	tu³¹ t͡ɕʰi¹¹ fut̚¹
tú-chhì-phan	tu³¹ t͡ɕʰi¹¹ pʰan⁵³
tú-chhièn	tu³¹ t͡ɕʰiɛn¹¹
tú-hot	tu³¹ hɔt̚¹
tú-kî	tu³¹ ki⁴⁴
tú-sṳ́	tu³¹ sz̩³¹
tú-sû-yàng	tu³¹ su⁴⁴⁻³⁵ iaŋ¹¹
tui-lièn	tuɪ⁵³⁻⁵⁵ liɛn¹¹
tui-put-hí	tuɪ⁵³⁻⁵⁵ put̚¹ hi³¹
tui-se	tuɪ⁵³⁻⁵⁵ se⁵³
tuk-muk-soi	tʊk̚¹ mʊk̚¹ soɪ⁵³
tuk-yí	tʊk̚¹ i³¹
tûng-chṳ	tʊŋ⁴⁴⁻³⁵ t͡sz̩⁵³
tûng-fông	tʊŋ⁴⁴ fɔŋ⁴⁴
tûng-fûng	tʊŋ⁴⁴ fʊŋ⁴⁴
tûng-hâ-thèu	tʊŋ⁴⁴ ha⁴⁴⁻³⁵ tʰeu¹¹
tûng-kîn	tʊŋ⁴⁴ kin⁴⁴
tûng-kôa	tʊŋ⁴⁴ kua⁴⁴
tùng-ngièn	tʰʊŋ¹¹ ŋian¹¹
tûng-sî	tʊŋ⁴⁴ ɕi⁴⁴
tûng-thiên	tʊŋ⁴⁴ tʰiɛn⁴⁴
van-fuk	ʋan⁵³⁻⁵⁵ fʊk̚¹
vàn-fuk	ʋan¹¹ fʊk̚¹
ván-pi	ʋan³¹ pi⁵³
van-sṳ	ʋan⁵³⁻⁵⁵ sz̩⁵³
van-sṳ-hí-thèu-nàn	ʋan⁵³⁻⁵⁵ sz̩⁵³⁻⁵⁵ hi³¹ tʰeu¹¹ nan¹¹
vân-yêu	ʋan⁴⁴ iau⁴⁴
van-yit	ʋan⁵³⁻⁵⁵ it̚¹
vì-khì	ʋi¹¹ kʰi¹¹
vì-liùng-vuk	ʋi¹¹ liʊŋ¹¹ ʋʊk̚¹
vì-sṳ̂n-khiùn	ʋi¹¹ sən⁴⁴⁻³⁵ kʰiun¹¹
ví-thai	ʋi³¹ tʰaɪ⁵³
vì-vuk	ʋi¹¹ ʋʊk̚¹
vò-chhon	ʋo¹¹ t͡sʰɔn⁵³
vò-kón	ʋo¹¹ kɔn³¹
vò-pit-é	ʋo¹¹ pit̚¹ te³¹
vò-song	ʋo¹¹ sɔŋ⁵³
vo̍k-chhán	ʋɔk̚⁵ t͡sʰan³¹
vok-lon	ʋɔk̚¹ lɔn⁵³
vo̍k-thèu	ʋɔk̚⁵ tʰeu¹¹
vón-chhù	ʋɔn³¹ t͡sʰu¹¹
vón-khoai	ʋɔn³¹ kʰuaɪ⁵³
vón-kûng	ʋɔn³¹ kʊŋ⁴⁴
vòng-chha̍t	ʋɔŋ¹¹ t͡sʰat̚⁵
vòng-lì	ʋɔŋ¹¹ li¹¹
vông-ngièn	ʋɔŋ⁴⁴⁻³⁵ ŋian¹¹
vòng-ngiù	ʋɔŋ¹¹ ŋiu¹¹
vông-pái	ʋɔŋ⁴⁴⁻³⁵ paɪ³¹
vòng-phûng	ʋɔŋ¹¹ fʊŋ⁴⁴
vòng-sân	ʋɔŋ¹¹ san⁴⁴
vông-vông	ʋɔŋ⁴⁴ ʋɔŋ⁴⁴
vu-é	ʋu⁵³⁻⁵⁵ ʋe³¹
vú-hon	ʋu³¹ hɔn⁵³
vû-khiet-làn	ʋu⁴⁴⁻³⁵ kʰɛt̚¹ lan¹¹
vû-set	ʋu⁴⁴⁻³⁵ sɛt̚¹
vu-thèu	ʋu⁵³⁻⁵⁵ tʰeu¹¹
vû-theu	ʋu⁴⁴⁻³⁵ tʰeu⁵³
vû-yîm-thiên	ʋu⁴⁴ im⁴⁴ tʰiɛn⁴⁴
vû-yìn	ʋu⁴⁴⁻³⁵ in¹¹
vû-yùn	ʋu⁴⁴⁻³⁵ iun¹¹
vuk-é	ʋʊk̚¹ e³¹
vuk-hâ	ʋʊk̚¹ kʰa⁴⁴
vuk-táng	ʋʊk̚¹ taŋ³¹
vuk-yàm	ʋʊk̚¹ iam¹¹
vûn-chû	ʋun⁴⁴ t͡su⁴⁴
vùn-fa	ʋun¹¹ fa⁵³
vún-thin	ʋun³¹ tʰin⁵³
vung-chhoi	ʋʊŋ⁵³⁻⁵⁵ t͡sʰoɪ⁵³
vu̍t-chṳn	ʋut̚⁵ t͡sən⁵³
vu̍t-ka	ʋut̚⁵ ka⁵³
vu̍t-khien	ʋut̚⁵ kʰian⁵³
vu̍t-lî	ʋut̚⁵ li⁴⁴
yâ-chhu	ia⁴⁴⁻³⁵ t͡sʰu⁵³
yà-é	ia¹¹ (ʋ)e³¹
yâ-lu-sat-lâng	ia¹¹ lu⁵³⁻⁵⁵ sat̚¹ laŋ⁴⁴
yà-ôi	ia¹¹ oɪ⁴⁴
yá-pái	ke³¹ paɪ³¹
yâ-sû	ia¹¹ su⁴⁴
yâ-sû-kî-tuk	ia¹¹ su⁴⁴ ki⁴⁴⁻³⁵ tʊk̚¹
yá-têu	ke³¹ teu⁴⁴
yâm-kiê	iam⁴⁴ ke⁴⁴
yàm-sà	iam¹¹ sa¹¹
yàn-pán-é	ian¹¹ pan³¹ ne³¹
ya̍p-é	iap̚⁵ pe³¹
yên-chhûng	ian⁴⁴ t͡sʰʊŋ⁴⁴
yèn-chok	ian¹¹ t͡sɔk̚¹
yen-é	ian⁵³⁻⁵⁵ ne³¹
yén-fông	ian³¹ fɔŋ⁴⁴
yèn-heu	ian¹¹ heu⁵³
yên-kâ	ian⁴⁴ ka⁴⁴
yèn-pit	ian¹¹ pit̚¹
yèn-sien-é	ian¹¹ ɕiɛn⁵³⁻⁵⁵ ne³¹
yên-sṳ́	ian⁴⁴⁻³⁵ sz̩³¹
yên-vóng	ian⁴⁴⁻³⁵ ʋɔŋ³¹
ye̍t-nàm	iat̚⁵ nam¹¹
yeu-phò	iau⁵³⁻⁵⁵ pʰo¹¹
yêu-tai	iau⁴⁴⁻³⁵ taɪ⁵³
yì-chhiá	i¹¹ t͡ɕʰia³¹
yî-chhièn	i⁴⁴⁻³⁵ t͡ɕʰiɛn¹¹
yì-chhông	i¹¹ t͡sʰɔŋ⁴⁴
yì-chhṳ́	i¹¹ t͡sʰz̩³¹
yî-heu	i⁴⁴⁻³⁵ heu⁵³
yì-hò	i¹¹ ho¹¹
yí-kîn	i³¹ kin⁴⁴
yì-kó	i¹¹ kuo³¹
yî-lóng	i⁴⁴⁻³⁵ lɔŋ³¹
yì-phò	i¹¹ pʰo¹¹
yî-sên	i⁴⁴ sɛn⁴⁴
yî-set-lie̍t	i⁴⁴⁻³⁵ sɛt̚¹ liɛt̚⁵
yi-sṳ	i⁵³ sz̩⁴⁴
yí-súi	i³¹ suɪ³¹
yi-thai-li	i⁵³⁻⁵⁵ tʰaɪ⁵³⁻⁵⁵ li⁵³
yî-yen	i⁴⁴⁻³⁵ ian⁵³
yîm-hiám	im⁴⁴⁻³⁵ hiam³¹
yîm-kau	im⁴⁴⁻³⁵ kʰau⁵³
yîm-ngo̍k	im⁴⁴ ŋɔk̚⁵
yîm-yòng	im⁴⁴⁻³⁵ iɔŋ¹¹
yîn-koet	in⁴⁴⁻³⁵ kuɛt̚¹
yîn-ngî	in⁴⁴ ŋi⁴⁴
yìn-ngia̍p	in¹¹ ŋiap̚⁵
yin-nì	in⁵³⁻⁵⁵ ni¹¹
yîn-su	in⁴⁴⁻³⁵ sz̩⁵³
yin-thu	in⁵³⁻⁵⁵ tʰu⁵³
yîn-vi	in⁴⁴⁻³⁵ ʋi⁵³
yîn-vùn	in⁴⁴⁻³⁵ ʋun¹¹
yìn-yông	iaŋ¹¹ iɔŋ⁴⁴
yit-chhiên	it̚¹ t͡ɕʰiɛn⁴⁴
yit-chhu	it̚¹ t͡sʰu⁵³
yit-chhṳ̍t	it̚¹ t͡sʰət̚⁵
yit-ha	it̚¹ ha⁵³
yi̍t-kap	it̚⁵ kak̚¹
yit-ke	it̚¹ ke⁵³
yit-khiung	it̚¹ kʰiʊŋ⁵³
yit-khói	it̚¹ kʰoɪ³¹
yi̍t-mèu	it̚⁵ miau¹¹
yit-ngie̍t	it̚¹ ŋiat̚⁵
yit-ngit-to-am	it̚¹ ŋit̚¹ tau⁵³⁻⁵⁵ ŋam⁵³
yit-pak	it̚¹ pak̚¹
yit-pan	it̚¹ pan⁵³
yit-pân-pân	it̚¹ pan⁴⁴ pan⁴⁴
yit-sên-ngìn	it̚⁴⁴ sɛn⁴⁴⁻³⁵ ŋin¹¹
yit-sṳ̀	it̚¹ sz̩¹¹
yit-tiám	it̚¹ tiam³¹
yit-ti̍t-é	it̚¹ tit̚¹ te³¹
yok-nen	iɔk̚¹ nɛn⁵³
yok-tan	iɔk̚¹ tan⁵³
yo̍k-thòng	iɔk̚⁵ tʰɔŋ¹¹
yòng-chhûng	iɔŋ¹¹ t͡sʰʊŋ⁴⁴
yòng-chû	iɔŋ¹¹ t͡su⁴⁴
yòng-kú	iɔŋ¹¹ ku³¹
yòng-la̍k	iɔŋ¹¹ lak̚⁵
yòng-liû	iɔŋ¹¹ liu³¹
yòng-mòi	iɔŋ¹¹ moɪ¹¹
yông-phiang	iɔŋ⁴⁴⁻³⁵ pʰiaŋ⁵³
yông-sà-sṳ̍t-kiê	iɔŋ⁴⁴⁻³⁵ sa¹¹ sət̚⁵ ke⁴⁴
yòng-thò	iɔŋ¹¹ tʰau¹¹
yòng-thòi	iɔŋ¹¹ tʰoɪ¹¹
yòng-ya̍k-é	iɔŋ¹¹ iap̚⁵ pe³¹
yòng-yòng-yong-yong	iɔŋ¹¹ iɔŋ¹¹ iɔŋ⁵³⁻⁵⁵ iɔŋ⁵³
yu-chṳ̂-yèn	iu⁵³ t͡sʰz̩⁴⁴⁻³⁵ ian¹¹
yu-é	iu⁵³⁻⁵⁵ ʋe³¹
yû-háu	iu⁴⁴⁻³⁵ hau⁵³
yù-khiu̍k	iu¹¹ kʰiʊk̚⁵
yù-ǹg	iu¹¹ n̩¹¹
yu-phién	iu⁵³⁻⁵⁵ pʰɛn³¹
yû-sîm	iu⁴⁴ ɕim⁴⁴
yû-siu	iu⁴⁴⁻³⁵ ɕiu⁵³
yu-sú	iu⁵³⁻⁵⁵ su³¹
yû-sṳ̂n	iu⁴⁴ sən⁴⁴
yû-sṳ̂n-hong	iu⁴⁴ sən⁴⁴⁻³⁵ hɔŋ⁵³
yùn-nàm	iun¹¹ nam¹¹
yúng-kám	iʊŋ³¹ kam³¹
