# Hebrew (he) pronunciation lexicon — skeleton (unvocalized) <TAB> niqqud (vocalized). A LOOKUP layer for the
# Phase-A wordlist: a Hebrew Wikipedia frequency ranking (hewiki dump, CC-BY-SA — ranking only; the niqqud
# content is Phonikud output validated by ReNikud, both CC-BY — see tools/hebrew/build-lexicon.py).
# neural path: a known skeleton renders via phonemizeWord(niqqud) — i.e. through OUR g2p, so it auto-tracks our
# canonical convention (the glottal rule etc.). OOV words + HOMOGRAPHS fall through to the context tagger.
# Built (tools/hebrew/build-lexicon.py): Phonikud's diacritization of the frequency list, VALIDATED where our
# g2p rendering of it agrees with ReNikud (audio-supervised), with homograph skeletons EXCLUDED (left to the
# tagger's context). Net-positive on BOTH referees — human Nakdimon holdout 86.5→87.8, independent gt.tsv
# 64.8→66.7. Eval-validated; the niqqud is a reading only (rendered through our convention, never PK's IPA).
של	שֶׁל
הביתי	הַבֵּיתִי
המתמטיקה	הַמָּתֵמָטִיקָה
יתרונות	יִתְרוֹנוֹת
זורם	זוֹרֵם
תלויים	תְּלוּיִים
מחליף	מַחֲלִיף
שד	שָׁד
ציפורים	צִיפּוֹרִים
הפנימיים	הַפְּנִימִיִּים
הקטגוריות	הַקָּטֵגוֹרְיוֹת
מאכל	מַאֲכָל
שחזר	שֶׁחָזַר
שגורם	שֶׁגּוֹרֵם
סטודנט	סְטוּדֵנְט
ידה	יָדָה
המלכות	הַמַּלְכוּת
הציעו	הִצִּיעוּ
לבסס	לְבַסֵּס
פלוס	פְּלוּס
להשמיד	לְהַשְׁמִיד
אישום	אִישּׁוּם
הגבלת	הַגְבָּלַת
חשב	חָשַׁב
פיתחה	פִּיתְּחָה
מתמקדת	מִתְמַקֶּדֶת
טק	טַק
באדם	בָּאָדָם
וטכנולוגיה	וְטֶכְנוֹלוֹגְיָה
חלבון	חֶלְבּוֹן
מכילים	מְכִילִים
לעת	לְעֵת
שנכנס	שֶׁנִּכְנַס
הגיוני	הֶגְיוֹנִי
אוסטרלים	אוֹסְטְרָלִים
להדגיש	לְהַדְגִּישׁ
דיכוי	דִּיכּוּי
מצודת	מְצוּדַת
להשקיע	לְהַשְׁקִיעַ
מסיבת	מְסִיבַּת
התיכונה	הַתִּיכוֹנָה
רמן	רָמָן
השתמשה	הִשְׁתַּמְּשָׁה
רפורמה	רֵפוֹרְמָה
קרקעית	קַרְקָעִית
חושבים	חוֹשְׁבִים
מקדם	מְקַדֵּם
רציתי	רָצִיתִי
לרומא	לְרוֹמָא
דיק	דִּיק
המרה	הַמָרָה
מפעלים	מִפְעָלִים
בוחר	בּוֹחֵר
לשבת	לָשֶׁבֶת
הותיר	הוֹתִיר
המעקב	הַמַּעֲקָב
ברפובליקה	בָּרֶפּוּבְּלִיקָה
ארמיות	אֲרְמִיּוֹת
ראיונות	רַאֲיוֹנוֹת
המינית	הַמִּינִית
פיפא	פִיפָא
טונות	טוֹנוֹת
חזיר	חֲזִיר
להזכיר	לְהַזְכִּיר
הצוללת	הַצּוֹלֶלֶת
המשפיעים	הַמַּשְׁפִּיעִים
אליהן	אֲלֵיהֶן
קהיר	קָהִיר
שהתרחש	שֶׁהִתְרַחֵשׁ
עוקב	עוֹקֵב
אלופה	אַלּוּפָה
המתנגדים	הַמִּתְנַגְּדִים
אדמת	אַדְמַת
תורם	תּוֹרֵם
ללימוד	לְלִימּוּד
בהלכה	בַּהֲלָכָה
יצרן	יַצְרָן
צפויה	צְפוּיָה
מוסרית	מוּסָרִית
הנותרים	הַנּוֹתָרִים
רומנטית	רוֹמַנְטִית
שאחד	שֶׁאֶחַד
סלובניה	סְלוֹבֶנְיָה
זקוק	זָקוּק
האלפים	הָאֲלָפִים
גולד	גּוֹלְד
חובב	חוֹבֵב
קורסים	קוּרְסִים
הנחיות	הַנְחָיוֹת
בבורסה	בַּבּוּרְסָה
בקרוב	בְּקָרוֹב
טס	טַס
נגרם	נִגְרָם
הטור	הַטּוּר
כפתור	כַּפְתּוֹר
באירלנד	בְּאִירְלַנְד
לשירה	לְשִׁירָה
ורה	וֵרָה
להסתיר	לְהַסְתִּיר
העומד	הָעוֹמֵד
אקראי	אַקְרָאִי
חקלאיים	חַקְלָאִיִּים
פלסטינית	פָלַסְטִינִית
מסגד	מִסְגָּד
ושימוש	וְשִׁימּוּשׁ
והוסיף	וְהוֹסִיף
דודה	דּוֹדָה
התפלגות	הִתְפַּלְּגוּת
העצם	הָעֶצֶם
ורב	וְרַב
ועלה	וְעָלָה
ניסים	נִיסִּים
החזקות	הַחֲזָקוֹת
גראנד	גְּרַאנְד
במתן	בְּמַתָּן
בראשה	בְּרֹאשָׁהּ
נותנת	נוֹתֶנֶת
פלד	פֶּלֶד
ממד	מֶמַד
כמקום	כְּמָקוֹם
הכתבה	הַכַּתָּבָה
מברית	מִבְּרִית
אימץ	אִימֵּץ
מפגינים	מַפְגִּינִים
סניפים	סְנִיפִים
בפילוסופיה	בְּפִילוֹסוֹפְיָה
הדמיון	הַדִּמְיוֹן
במשפחת	בְּמִשְׁפַּחַת
רעש	רַעַשׁ
עימה	עִימָּה
הקנדית	הַקָּנָדִית
הדרקון	הַדְּרָקוֹן
מינהל	מִינְהָל
דורשת	דּוֹרֶשֶׁת
עמם	עִמָּם
להגביר	לְהַגְבִּיר
האפל	הָאָפֵל
כספית	כַּסְפִּית
איומים	אִיּוּמִים
המהלך	הַמַּהֲלָךְ
סבלה	סָבְלָה
ניסוח	נִיסּוּחַ
טמפרטורה	טֶמְפֵּרָטוּרָה
ספנסר	סְפֶּנְסֶר
איטי	אִיטִי
ההנהגה	הַהַנְהָגָה
הפסגה	הַפִּסְגָּה
פועלות	פּוֹעֲלוֹת
הרומני	הָרוֹמָנִי
אופוס	אוֹפּוּס
המקביל	הַמַּקְבִּיל
חמצני	חַמְצָנִי
הקלעים	הַקְּלָעִים
העיסוק	הָעִיסּוּק
ולמרות	וְלַמְרוֹת
אתלטיקה	אַתְלֵטִיקָה
הוקי	הוֹקִי
גרים	גָּרִים
שיאים	שִׂיאִים
בהגנה	בַּהֲגָנָה
משלהם	מִשֶּׁלָּהֶם
קשב	קֶשֶׁב
פילוסוף	פִילוֹסוֹף
חוזרות	חוֹזְרוֹת
קונגרס	קוֹנְגְּרֵס
שעלתה	שֶׁעָלְתָה
שכאשר	שֶׁכַּאֲשֶׁר
אנני	אֲנָנִי
שנותר	שֶׁנּוֹתַר
הילדה	הַיַּלְדָּה
שהפכו	שֶׁהָפְכוּ
ההערכה	הַהַעֲרָכָה
מעביר	מַעֲבִיר
המפעילים	הַמַּפְעִילִים
הדדית	הֲדָדִית
פוגע	פּוֹגֵעַ
ממדים	מְמַדִּים
הדתות	הַדָּתוֹת
ואמו	וְאִמּוֹ
העלתה	הֶעֶלְתָה
אתלטים	אַתְלֵטִים
מראים	מַרְאִים
עירוניים	עִירוֹנִיִּים
ממערכת	מִמַּעֲרֶכֶת
אצלי	אֶצְלִי
תרופה	תְּרוּפָה
קולין	קוֹלִין
חלקן	חֶלְקָן
נודעה	נוֹדְעָה
הבסיסי	הַבְּסִיסִי
חץ	חֵץ
בטי	בֵּטִי
מדיני	מְדִינִי
העבריים	הָעִבְרִיִּים
הקלאסי	הַקְּלָאסִי
ציונית	צִיּוֹנִית
מתגוררת	מִתְגּוֹרֶרֶת
השיב	הֵשִׁיב
המונית	הֲמוֹנִית
מוסף	מוּסָף
משפחתי	מִשְׁפַּחְתִּי
הזכרים	הַזְּכָרִים
מנדטים	מַנְדָּטִים
למתן	לְמַתָּן
עבודתם	עֲבוֹדָתָם
הבנים	הַבָּנִים
חיצונית	חִיצוֹנִית
מוסיפים	מוֹסִיפִים
חטיפות	חֲטִיפוֹת
יניב	יָנִיב
האחיות	הָאֲחָיוֹת
צוק	צוּק
להסיק	לְהַסִּיק
משאל	מִשְׁאָל
אום	אוּם
המונים	הֲמוֹנִים
ותוך	וְתוֹך
רימון	רִימּוֹן
נחמד	נֶחְמָד
חמישים	חֲמִישִּׁים
השמרנית	הַשַּׁמְרָנִית
מהערך	מֵהָעֵרֶךְ
אלופות	אַלּוּפוֹת
עבאס	עַבַּאס
הרוחות	הָרוּחוֹת
באג	בָּאג
למתמטיקה	לְמָתֵמָטִיקָה
סטנפורד	סְטַנְפוֹרְד
הטלפון	הַטֵּלֵפוֹן
חשבונות	חֶשְׁבּוֹנוֹת
תלות	תְּלוּת
מידות	מִידּוֹת
ריקי	רִיקִי
המולדת	הַמּוֹלֶדֶת
הרחק	הַרְחֵק
האפשרויות	הָאֶפְשָׁרוּיוֹת
נדפס	נִדְפַּס
שכבה	שִׁכְבָה
חמים	חַמִּים
החופים	הַחוֹפִים
מקורית	מְקוֹרִית
צביקה	צְבִיקָה
ואתה	וְאַתָּה
השמים	הַשָּׁמַיִם
בגרסת	בְּגִרְסַת
העמדה	הָעֶמְדָּה
הכרעה	הַכְרָעָה
במהלכה	בְּמַהֲלָכָהּ
ביקרו	בִּיקְּרוּ
התקבלו	הִתְקַבְּלוּ
נוזל	נוֹזֵל
ההזדמנות	הַהִזְדַּמְּנוּת
שכם	שְׁכֶם
הצלה	הַצָּלָה
קני	קְנִי
מסמל	מְסַמֵּל
מתמשך	מִתְמַשֵּׁךְ
סבורים	סְבוּרִים
חביב	חָבִיב
מסורות	מָסוֹרוֹת
ההבדלים	הַהֶבְדֵּלִים
עופרת	עוֹפֶרֶת
המיסים	הַמִּיסִּים
לצי	לֵצִי
שהסתיים	שֶׁהִסְתַּיֵּים
ריבלין	רִיבְלִין
כיתות	כִּיתּוֹת
הקולנועי	הַקּוֹלְנוֹעִי
הגנים	הַגַּנִים
ההפיכה	הַהֲפִיכָה
סוד	סוֹד
הכנה	הֲכָנָה
דיבר	דִּיבֶּר
והשניים	וְהַשְּׁנַיִים
אקדח	אֶקְדָּח
השוער	הַשּׁוֹעֵר
הבחנה	הַבְחָנָה
חפירות	חֲפִירוֹת
הסופרת	הַסּוֹפֶרֶת
והחברה	וְהַחֶבְרָה
שעליה	שֶׁעָלֶיהָ
התרופות	הַתְּרוּפוֹת
חושבת	חוֹשֶׁבֶת
בתוכה	בְּתוֹכָהּ
נמחק	נִמְחַק
למועצה	לַמּוֹעָצָה
התותחים	הַתּוֹתָחִים
תינוקות	תִּינוֹקוֹת
הספרותית	הַסִּפְרוּתִית
חרדה	חֲרָדָה
מתקבל	מִתְקַבֵּל
ברצף	בְּרֶצֶף
אמנית	אׇמָּנִית
המערכות	הַמַּעֲרָכוֹת
שטחה	שִׁטְחָהּ
שבתאי	שַׁבְּתַאי
הפוליטיות	הַפּוֹלִיטִיּוֹת
ברגמן	בֶּרְגְּמָן
עימות	עִימּוּת
פיתחו	פִּיתְּחוּ
עיקרון	עִיקָּרוֹן
המכתב	הַמִּכְתָּב
סלים	סָלִים
טכנולוגי	טֶכְנוֹלוֹגִי
אליצור	אֵלִיצוּר
כעוזר	כְּעוֹזֵר
צמוד	צָמוּד
הממשלתית	הַמֶּמְשַׁלְתִּית
לסין	לְסִין
המסר	הַמֶּסֶר
הענקת	הַעֲנָקַת
רוחני	רוּחָנִי
הריסון	הָרִיסּוּן
בהרחבה	בְּהַרְחָבָה
שעסקו	שֶׁעָסְקוּ
הזכר	הַזֶּכֶר
לטענתו	לְטַעֲנָתוֹ
באתרים	בַּאֲתָרִים
וחינוך	וְחִינּוּך
כותבת	כּוֹתֶבֶת
במסדר	בְּמִסְדָּר
חזרתו	חֲזָרָתוֹ
חזן	חַזָּן
להשגת	לְהַשָּׂגַת
מונד	מוֹנְד
המצוות	הַמִּצְווֹת
ליסה	לִיסָה
הצלחתי	הִצְלַחְתִּי
קורן	קוֹרֵן
המחצית	הַמַּחֲצִית
עדיפות	עֲדִיפוּת
מסחריים	מִסְחָרִיִּים
שנאה	שִׂנְאָה
חובות	חוֹבוֹת
הדרוש	הַדָּרוּשׁ
עדה	עֵדָה
התמקד	הִתְמַקֵּד
מחמוד	מַחְמוּד
בספק	בְּסָפֵק
חיוני	חִיּוּנִי
ולפעמים	וְלִפְעָמִים
יומי	יוֹמִי
סיפרה	סִיפְּרָה
סידור	סִידּוּר
נהרסו	נֶהֶרְסוּ
דילן	דִּילָן
קית	קִית
סכסוכים	סִכְסוּכִים
נאה	נָאֶה
השיח	הַשִּׂיחַ
הפיקוח	הַפִּיקּוּחַ
הפיוט	הַפִּיּוּט
שכזה	שֶׁכָּזֶה
מנהיגות	מַנְהִיגוּת
וינצ	וִינְצ
תחנה	תַּחֲנָה
התקן	הַתֶּקֵן
מתחום	מִתְּחוּם
אדון	אָדוֹן
הניתן	הַנִּיתָּן
סטריט	סְטְרִיט
החברתיים	הַחֶבְרָתִיִּים
הבוחרים	הַבּוֹחֲרִים
שאדם	שֶׁאָדָם
הארכיון	הָאַרְכִיּוֹן
פסוק	פָּסוּק
לחדש	לְחַדֵּשׁ
שלטונות	שִׁלְטוֹנוֹת
בהיעדר	בְּהֵיעָדֵר
רומני	רוֹמָנִי
בתפקידי	בְּתַפְקִידִי
חרס	חֶרֶס
אפשריים	אֶפְשָׁרִיִּים
מתקנים	מִתְקְנִים
האינטרסים	הָאִינְטֵרֵסִים
הגרמניים	הַגֶּרְמָנִיִּים
תקליט	תַּקְלִיט
דנים	דָּנִים
קריטריונים	קְרִיטֶרְיוֹנִים
מחזאי	מַחֲזַאי
חריג	חָרִיג
וקטור	וֶקְטוֹר
השנתית	הַשְּׁנָתִית
מתרגם	מְתַרְגֵּם
לאביו	לְאָבִיו
במנזר	בַּמִּנְזָר
המיעוט	הַמִּיעוּט
למעבר	לְמַעֲבָר
העיקרון	הָעִיקָּרוֹן
המעצר	הַמַּעֲצָר
יריב	יָרִיב
איורים	אִיּוּרִים
אבק	אָבָק
והדבר	וְהַדָּבָר
הצגות	הַצָּגוֹת
מקסים	מַקְסִים
העימות	הָעִימּוּת
גבעתי	גִּבְעָתִי
בשחמט	בְּשַׁחְמָט
ואביו	וְאָבִיו
המצביעים	הַמַּצְבִּיעִים
אורחים	אוֹרְחִים
מתמטיקאי	מָתֵמָטִיקַאי
מירון	מֵירוֹן
הגיב	הֵגִיב
בחנות	בַּחֲנוּת
קמה	קָמָה
הנבחר	הַנִּבְחָר
נידון	נִידּוֹן
הכלב	הַכֶּלֶב
הולנדי	הוֹלַנְדִּי
המקדימות	הַמַּקְדִּימוֹת
אלעד	אֶלְעָד
רוסיות	רוּסִיּוֹת
ההצלה	הַהַצָּלָה
ביצה	בֵּיצָה
מדידה	מְדִידָה
מגלם	מְגַלֵּם
מסרב	מְסָרֵב
הקבורה	הַקְּבוּרָה
בהתחשב	בְּהִתְחַשֵּׁב
חסד	חֶסֶד
ההסתברות	הַהִסְתַּבְּרוּת
הצהרה	הַצְהָרָה
קדמי	קִדְמִי
הבונים	הַבּוֹנִים
מיקומו	מִיקּוּמוֹ
התגלתה	הִתְגַּלְּתָה
שנפטר	שֶׁנִּפְטַר
השקעה	הַשְׁקָעָה
וארבע	וְאַרְבַּע
קון	קוֹן
ביולוגיה	בִּיּוֹלוֹגְיָה
קדושים	קְדוֹשִׁים
ענבר	עִנְבָּר
אסטרטגיה	אַסְטְרָטֶגְיָה
גול	גּוֹל
המינוי	הַמִּינּוּי
מציאת	מְצִיאַת
רחמים	רַחֲמִים
בוא	בּוֹא
הסברה	הַסְבָּרָה
קזחסטן	קָזַחְסְטָן
זיכרונות	זִיכְרוֹנוֹת
שנמשך	שֶׁנִּמְשָׁךְ
הנהג	הַנַּהָג
בולי	בּוּלִי
החתימה	הַחֲתִימָה
פלילית	פְּלִילִית
חוה	חַוָּה
דירה	דִּירָה
עבורה	עֲבוּרָה
בוים	בּוֹיְם
ניקול	נִיקוֹל
לתא	לַתָּא
הירקון	הַיַּרְקוֹן
המסה	הַמַּסָה
כינור	כִּינּוֹר
קדומות	קְדוּמוֹת
הקיבוצים	הַקִּיבּוּצִים
גנרלים	גֵּנֵרָלִים
הזר	הַזָר
תחזוקה	תַּחְזוּקָה
ליפשיץ	לִיפְשִׁיץ
הכלכליים	הַכַּלְכָּלִיִּים
מתקפה	מִתְקָפָה
כשיר	כָּשִׁיר
מועט	מוּעָט
הקסם	הַקֶּסֶם
חשמליים	חַשְׁמַלִּיִּים
עשירים	עֲשִׁירִים
אלוני	אַלּוֹנִי
ליברמן	לִיבֶּרְמָן
שושנה	שׁוֹשַׁנָּה
זרע	זֶרַע
וארבעה	וְאַרְבָּעָה
לבדה	לְבַדָּה
גלוי	גָּלוּי
הרופאים	הָרוֹפְאִים
פשרה	פְּשָׁרָה
תוחלת	תּוֹחֶלֶת
קוסמודרום	קוֹסְמוֹדְרוֹם
ששימשה	שֶׁשִּׁימְּשָׁה
הבסיסית	הַבְּסִיסִית
המקראי	הַמִּקְרָאִי
הקרקעות	הַקַּרְקָעוֹת
נבון	נָבוֹן
ועורך	וְעוֹרֵךְ
לול	לוּל
מהצד	מֵהַצַּד
לקוח	לָקוֹחַ
שאכן	שֶׁאָכֵן
ויז	וִיז
הטיעון	הַטִּיעוּן
המופיעים	הַמּוֹפִיעִים
בוגרת	בּוֹגֶרֶת
שכך	שֶׁכָּךְ
שאמר	שֶׁאָמַר
מקבילים	מַקְבִּילִים
מיכאלי	מִיכָאֵלִי
התכונות	הַתְּכוּנוֹת
מעשית	מַעֲשִׂית
המוכרת	הַמּוֹכֶּרֶת
השיניים	הַשִּׁינַּיִים
ונקרא	וְנִקְרָא
המנהג	הַמִּנְהָג
ציונות	צִיּוֹנוּת
להתערב	לְהִתְעָרֵב
זוחלים	זוֹחֲלִים
מכריע	מַכְרִיעַ
לחמש	לְחָמֵשׁ
להכריז	לְהַכְרִיז
מקבילה	מַקְבִּילָה
מייד	מִייָּד
הוראת	הוֹרָאַת
הגיל	הַגִּיל
מינור	מִינוֹר
מנוחה	מְנוּחָה
להפנות	לְהַפְנוֹת
הדירוג	הַדֵּירוּג
עממית	עֲמָמִית
להעמיד	לְהַעֲמִיד
גרינברג	גְּרִינְבֵּרְג
השופטת	הַשּׁוֹפֶטֶת
גרופ	גְּרוֹפּ
חילוץ	חִילּוּץ
שולי	שׁוּלִי
לרשויות	לָרָשׁוּיוֹת
הסכמים	הֶסְכֵּמִים
לצרכים	לַצְרָכִים
פנתה	פָּנְתָה
למילה	לְמִילָּה
מנהלית	מִנְהָלִית
בקהיר	בְּקָהִיר
החיצונית	הַחִיצוֹנִית
במשק	בַּמֶּשֶׁק
הפער	הַפַּעַר
מקיים	מְקַיֵּים
האדריכלות	הָאַדְרִיכָלוּת
מנחים	מַנְחִים
בעבודת	בַּעֲבוֹדַת
מיקומה	מִיקּוּמָה
הוכיח	הוֹכִיחַ
בודדת	בּוֹדֶדֶת
הציורים	הַצִּיּוּרִים
השתלטו	הִשְׁתַּלְּטוּ
הפועלת	הַפּוֹעֶלֶת
מנור	מָנוֹר
תמיכתו	תְּמִיכָתוֹ
רולינג	רוֹלִינְג
לקביעת	לִקְבִיעַת
המאמץ	הַמַּאֲמָץ
נרכש	נִרְכַּשׁ
זירת	זִירַת
הטריטוריה	הַטֵּרִיטוֹרְיָה
מחר	מָחָר
וצרפת	וְצָרְפַת
הפילוסוף	הַפִילוֹסוֹף
ההשקעות	הַהַשְׁקָעוֹת
הזרים	הַזָּרִים
מתקדמות	מִתְקַדְּמוֹת
נכנסים	נִכְנָסִים
אורנה	אוֹרְנָה
אדריכלים	אַדְרִיכָלִים
מאמצע	מֵאֶמְצַע
תרבותיים	תַּרְבּוּתִיִּים
הזירה	הַזִּירָה
יקיר	יַקִּיר
לומד	לוֹמֵד
הקאנטרי	הַקַּאנְטְרִי
הגרמניות	הַגֶּרְמָנִיּוֹת
הסרטון	הַסִּרְטוֹן
סבירה	סְבִירָה
מטרופולין	מֶטְרוֹפּוֹלִין
גופנית	גּוּפָנִית
ענפים	עֲנָפִים
משיכה	מְשִׁיכָה
תבליט	תַּבְלִיט
פיק	פִּיק
ירה	יָרָה
לינדה	לִינְדָה
שגיאה	שְׁגִיאָה
רוזה	רוֹזָה
הפוסט	הַפּוֹסְט
לאס	לָאס
הטנק	הַטַּנְק
משפחתית	מִשְׁפַּחְתִּית
מוציא	מוֹצִיא
סגורה	סְגוּרָה
להתרחש	לְהִתְרַחֵשׁ
צמצום	צִמְצוּם
מיר	מִיר
ליהדות	לַיַּהֲדוּת
קלאב	קְלָאבּ
ארבעים	אַרְבָּעִים
עוזרת	עוֹזֶרֶת
בור	בּוֹר
לנקה	לַנְקָה
סליחה	סְלִיחָה
אורות	אוֹרוֹת
הרגימנט	הָרֵגִימֵנְט
מינסק	מִינְסְק
זרעים	זְרָעִים
סלומון	סָלוֹמוֹן
טוד	טוֹד
סיפקה	סִיפְּקָה
הבריחה	הַבְּרִיחָה
בשירה	בְּשִׁירָה
השב	הַשֵׁב
לרמת	לְרָמַת
העתיקים	הָעַתִּיקִים
מנע	מָנַע
האסלאמי	הָאִסְלַאמִי
טרומן	טְרוֹמָן
התמחות	הִתְמַחוּת
