مقدمة	مُقَدَّمَ
شاهر	شَاهِر
ماد	مَادّ
وخافه	وَخَافَه
يبادره	يُبَادِرَه
يستفسرها	يَسْتَفْسِرْهَا
تفسره	تُفَسِّرُه
لقيها	لَقِيَهَا
محدودان	مَحْدُودَان
وبظهور	وَبِظُهُور
فيمسكها	فَيُمْسِكُهَا
للكافة	لِلْكَافَّ
تراضيهما	تَرَاضِيهِمَا
تزوجا	تَزَوُّجا
مرتكبين	مُرْتَكِبِين
أتحرى	أَتَحَرَّى
والتوخي	وَالتَّوَخِّي
التوخي	التَّوَخِّي
فالمعطي	فَالْمُعْطِي
مجزيا	مُجْزِيا
كالكعبة	كَالْكَعْبَ
بهاشمي	بِهَاشِمِيّ
المحاريب	الْمَحَارِيب
المغربين	الْمَغْرِبَيْن
عنايتهم	عِنَايَتُهُمْ
تياسر	تَيَاسَر
التياسر	التَّيَاسُر
فاشتبهت	فَاشْتَبَهَتْ
بتحريه	بِتَحَرِّيه
والتياسر	وَالتَّيَاسُر
بالتيقن	بِالتَّيَقُّن
كالمومي	كَالْمُومِي
وتحر	وَتَحَرّ
بصحيحة	بِصَحِيحَ
يخبروه	يُخْبِرُوه
المساليخ	الْمَسَالِيخ
بشحمها	بِشَحْمِهَا
التنجس	التَّنَجُّس
الأوجب	الْأَوْجَب
لكفرها	لِكُفْرِهَا
يختتنون	يَخْتَتِنُون
يختضب	يَخْتَضِب
اختضب	اخْتَضَب
يعجبها	يُعْجِبُهَا
وبنجاسة	وَبِنَجَاسَ
للأواني	لِلْأَوَانِي
وبالخلط	وَبِالْخَلْط
وقاسوا	وَقَاسُوا
ويستحلفه	وَيَسْتَحْلِفُه
فالجهالة	فَالْجَهَالَ
اشتراهن	اشْتَرَاهُنّ
وأعتقوا	وَأَعْتِقُوا
واستحلفهم	وَاسْتَحْلَفَهُمْ
أعتقهن	أَعْتَقَهُنّ
فيخرجن	فَيَخْرُجْن
فأثبتها	فَأَثْبَتَهَا
وتعبا	وَتَعَبا
فللعبد	فَلِلْعَبْد
ولايتهما	وِلَايَتِهِمَا
ليتأدب	لِيَتَأَدَّب
والجريح	وَالْجَرِيح
مضيعه	مُضَيِّعُه
ومحرزه	وَمُحْرِزُه
الترحم	التَّرَحُّم
للموجود	لِلْمَوْجُود
مطروح	مَطْرُوح
باللقيط	بِاللَّقِيط
بالالتقاط	بِالِالْتِقَاط
فيعير	فَيُعِير
بترجح	بِتَرَجُّح
فمنازعته	فَمُنَازَعَتُه
فانتزعه	فَانْتَزَعَه
محقة	مُحِقَّ
تكذبهما	تُكَذِّبُهُمَا
فالملتقط	فَالْمُلْتَقِط
ويعقله	وَيَعْقِلَه
كالبيعة	كَالْبِيعَ
فيبنى	فَيُبْنَى
الدليلان	الدَّلِيلَان
فالدابة	فَالدَّابَّ
وأؤدي	وَأُؤَدِّي
بمراجعتها	بِمُرَاجَعَتِهَا
مدبرها	مُدَبَّرِهَا
ولامرأته	وَلِامْرَأَتِه
فصداقها	فَصَدَاقُهَا
ويعرفها	وَيُعَرِّفُهَا
كقشور	كَقُشُور
للمباح	لِلْمُبَاح
فمملوكة	فَمَمْلُوكَ
ليضعها	لِيَضَعَهَا
أحوجهم	أَحْوَجَهُمْ
فيكتم	فَيَكْتُم
اخلطها	اخْلِطْهَا
لديون	لِدُيُون
فدلى	فَدَلَّى
فدلوه	فَدُلُّوه
وبجنب	وَبِجَنْب
فالوهم	فَالْوَهْم
بملزم	بِمُلْزِم
فالآبق	فَالْآبِق
اللقطات	اللُّقَطَات
لأردها	لِأَرُدَّهَا
تظنن	تَظُنَّنّ
لقطتين	لُقَطَتَيْن
هلكتا	هَلَكَتَا
فاللقطة	فَاللُّقَطَ
فلصاحبها	فَلِصَاحِبِهَا
ونظائر	وَنَظَائِر
بخاتمين	بِخَاتَمَيْن
للختم	لِلْخَتْم
بسيفين	بِسَيْفَيْن
تقلده	تَقَلَّدَه
بلقطة	بِلُقَطَ
يعدوهم	يَعْدُوهُمْ
بفتواهم	بِفَتْوَاهُمْ
لإحسانه	لِإِحْسَانِه
قلدوه	قَلَّدُوه
وسوغوا	وَسَوَّغُوا
ليعزره	لِيُعَزِّرَه
ليحبسه	لِيَحْبِسَه
فيستحلفه	فَيَسْتَحْلِفُه
مزاحما	مُزَاحِما
محتاط	مُحْتَاط
فيخلصه	فَيُخَلِّصُه
بمسيرة	بِمَسِيرَ
ليقدر	لِيَقْدِر
فالغرر	فَالْغَرَر
وبالإباق	وَبِالْإِبَاق
تمرده	تَمَرُّدِه
ليبرئ	لِيُبْرِئ
يستغله	يَسْتَغِلُّه
فالحلية	فَالْحِلْيَ
يتوى	يَتْوَى
وحمقى	وَحَمْقَى
لرقبته	لِرَقَبَتِه
يخفه	يَخَفْه
أنفذنا	أَنْفَذْنَا
لراد	لِرَادّ
بآبق	بِآبِق
بقرحة	بِقُرْحَ
يستكسبهما	يَسْتَكْسِبُهُمَا
راده	رَادُّه
وصلهما	وَصَلَهُمَا
وعتقهما	وَعِتْقُهُمَا
أنصبائهما	أَنْصِبَائِهِمَا
عنائه	عَنَائِه
فالرضخ	فَالرَّضْخ
بالإيصال	بِالْإِيصَال
ورداه	وَرَدَّاه
الرادين	الرَّادِّين
والراد	وَالرَّادّ
فالراد	فَالرَّادّ
والإيصال	وَالْإِيصَال
فمالية	فَمَالِيَّ
جعلان	جُعْلَان
لموجود	لِمَوْجُود
ولخفاء	وَلِخَفَاء
وبالجد	وَبِالْجَدّ
التناد	التَّنَاد
أضللته	أَضْلَلْته
وفقدته	وَفَقَدْته
وتربص	وَتَرَبُّص
المدتان	الْمُدَّتَان
للطباع	لِلطِّبَاع
كنوح	كَنُوح
والأشغال	وَالْأَشْغَال
ينقبض	يَنْقَبِض
للشيخوخة	لِلشَّيْخُوخَ
تنضم	تَنْضَمّ
اللاهين	اللَّاهِين
المستنكر	الْمُسْتَنْكَر
فنتبع	فَنَتَّبِع
قضيات	قَضِيَّات
فأعلمها	فَأَعْلَمَهَا
يأسره	يَأْسِرُه
سميناهم	سَمَّيْنَاهُمْ
فبيعهما	فَبَيْعُهُمَا
أعطاهما	أَعْطَاهُمَا
ويؤاجر	وَيُؤَاجِر
فأكلوه	فَأَكَلُوه
فلبسوها	فَلَبِسُوهَا
أتعرض	أَتَعَرَّض
وبالظاهر	وَبِالظَّاهِر
يبيعونه	يَبِيعُونَه
فبعدها	فَبَعْدَهَا
الابنتين	الِابْنَتَيْن
للابنتين	لِلِابْنَتَيْن
ولأخيهما	وَلِأَخِيهِمَا
ونفقتهم	وَنَفَقَتُهُمْ
تراضيهم	تَرَاضِيهِمْ
الاغتصاب	الِاغْتِصَاب
فليرده	فَلْيَرُدَّه
كتفويت	كَتَفْوِيت
وقاصر	وَقَاصِر
والقاصر	وَالْقَاصِر
ضمانين	ضَمَانَيْن
كالسهام	كَالسِّهَام
كالعدديات	كَالْعَدَدِيَّات
الكاسر	الْكَاسِر
فالاعتياض	فَالِاعْتِيَاض
بجودته	بِجَوْدَتِه
والاستهلاك	وَالِاسْتِهْلَاك
المتعرضة	الْمُتَعَرِّضَ
ومتصلة	وَمُتَّصِلَ
كزوائد	كَزَوَائِد
يتملكون	يَتَمَلَّكُون
تسبيبا	تَسْبِيبا
تسبيب	تَسْبِيب
وبالغصب	وَبِالْغَصْب
بتولدها	بِتَوَلُّدِهَا
الغاصبة	الْغَاصِبَ
المفوتة	الْمُفَوِّتَ
فالاستهلاك	فَالِاسْتِهْلَاك
والنابت	وَالنَّابِت
الانجبار	الِانْجِبَار
كالزوائد	كَالزَّوَائِد
وبالولد	وَبِالْوَلَد
منجبرا	مُنْجَبِرا
والمجيز	وَالْمُجِيز
الغاصبين	الْغَاصِبَيْن
بنفوذه	بِنُفُوذِه
مفصح	مُفْصِح
وبإجازة	وَبِإِجَازَ
فيستردها	فَيَسْتَرِدُّهَا
هشم	هَشَّم
فاستوفي	فَاسْتُوْفِي
ويتقدر	وَيَتَقَدَّر
لامتلاء	لِامْتِلَاء
للعقر	لِلْعُقْر
للاستحلاف	لِلِاسْتِحْلَاف
عقارهم	عَقَارَهُمْ
للفائت	لِلْفَائِت
يتقاعد	يَتَقَاعَد
تمول	تَمَوَّل
ويؤجر	وَيُؤَجِّر
الحابس	الْحَابِس
والأبضاع	وَالْأَبْضَاع
كدخان	كَدُخَان
ليشمه	لِيَشُمَّه
وأوجبا	وَأَوْجَبَا
يوجبا	يُوجِبَا
والتمول	وَالتَّمَوُّل
وادخاره	وَادِّخَارِه
وباعتبارها	وَبِاعْتِبَارِهَا
فمحظور	فَمَحْظُور
نعتبره	نَعْتَبِرُه
للجبران	لِلْجُبْرَان
فبفوات	فَبِفَوَات
واستحقها	وَاسْتَحَقَّهَا
وأعطيه	وَأُعْطِيَه
غصبتكه	غَصَبْتُكَه
وأبرأت	وَأَبْرَأْت
أجابا	أَجَابَا
فخرقه	فَخَرَقَه
مسلوخا	مَسْلُوخا
والسلخ	وَالسَّلْخ
والتأريب	وَالتَّأْرِيب
ومقصودا	وَمَقْصُودا
للكاسر	لِلْكَاسِر
انتدابا	انْتِدَابا
بحلقها	بِحَلْقِهَا
بالحرفة	بِالْحِرْفَ
فعفن	فَعَفِن
عصفرا	عُصْفُرا
عصفره	عُصْفُرِه
للصبغ	لِلصَّبْغ
انصبغ	انْصَبَغ
فخلطهما	فَخَلَطَهُمَا
والمتعسر	وَالْمُتَعَسِّر
والمتعذر	وَالْمُتَعَذِّر
للخالط	لِلْخَالِط
الخالط	الْخَالِط
يتكثر	يَتَكَثَّر
فغزله	فَغَزَلَه
ونسجه	وَنَسَجَه
فالغزل	فَالْغَزْل
والساجة	وَالسَّاجَ
فطحنها	فَطَحَنَهَا
وخاط	وَخَاط
الساجة	السَّاجَ
وحضنها	وَحَضَنَهَا
تقومه	تَقَوُّمِه
للتخلل	لِلتَّخَلُّل
فالملح	فَالْمِلْح
ودبغه	وَدَبَغَه
وقشور	وَقُشُور
كالشب	كَالشَّبّ
التخلل	التَّخَلُّل
فتخمر	فَتَخَمَّر
بالمخلوط	بِالْمَخْلُوط
والظهارة	وَالظِّهَارَ
فسقي	فَسُقِي
كالدقيق	كَالدَّقِيق
ويترادان	وَيَتَرَادَّان
نعشرها	نُعَشِّرُهَا
والمحاجة	وَالْمُحَاجَّ
معاتبا	مُعَاتِبا
نضمن	نَضْمَن
موقوذة	مَوْقُوذَ
شفعوي	شَفْعَوِيّ
واستهلاكها	وَاسْتِهْلَاكِهَا
فجلدت	فَجُلِدَتْ
وانفصال	وَانْفِصَال
والإغلال	وَالْإِغْلَال
كهلاكها	كَهَلَاكِهَا
وساكنة	وَسَاكِنَ
ويطفو	وَيَطْفُو
للمخلوط	لِلْمَخْلُوط
يرسب	يَرْسُب
بالزيوف	بِالزُّيُوف
يستوفيا	يَسْتَوْفِيَا
وديعتين	وَدِيعَتَيْن
نتبايع	نَتَبَايَع
ونسمي	وَنُسَمِّي
فعصم	فَعُصِم
والمعصوم	وَالْمَعْصُوم
بوصولها	بِوُصُولِهَا
كالإيداع	كَالْإِيدَاع
استودعتها	اسْتَوْدَعْتهَا
وبالخلاف	وَبِالْخِلَاف
يأتمن	يَأْتَمِنْ
فالجحود	فَالْجُحُود
متشبث	مُتَشَبِّث
فجحدها	فَجَحَدَهَا
ومفوت	وَمُفَوِّت
فجحوده	فَجُحُودُه
فبمجموعهما	فَبِمَجْمُوعِهِمَا
استودعتني	اسْتَوْدَعْتنِي
أقرضتكها	أَقْرَضْتُكَهَا
بالسود	بِالسُّود
فقتلهما	فَقَتَلَهُمَا
استحفاظ	اسْتِحْفَاظ
فالمأذون	فَالْمَأْذُون
اخبأها	اخْبَأْهَا
فخبأها	فَخَبَّأَهَا
الداران	الدَّارَان
كأوامر	كَأَوَامِر
أجيرك	أَجِيرِك
أتهمهم	أَتَّهِمُهُمْ
المودعين	الْمُودِعَيْن
لتدفعها	لِتَدْفَعَهَا
لحقك	لَحِقَك
فغصبها	فَغَصَبَهَا
تجاسر	تَجَاسَر
يستطيعان	يَسْتَطِيعَان
أشغالهما	أَشْغَالِهِمَا
أودعهما	أَوْدَعَهُمَا
وأودعاه	وَأَوْدَعَاه
التزماه	الْتَزَمَاه
والوصيان	وَالْوَصِيَّان
وجهزوه	وَجَهَّزُوه
فالمستودع	فَالْمُسْتَوْدَع
كالأرش	كَالْأَرْش
فلانفساخ	فَلِانْفِسَاخ
المستودعين	الْمُسْتَوْدَعِين
للمجانسة	لِلْمُجَانَسَ
فالوديعة	فَالْوَدِيعَ
فيجيبه	فَيُجِيبُه
والبضاعة	وَالْبِضَاعَ
الانتساخ	الِانْتِسَاخ
فالمودع	فَالْمُودِع
للمستودع	لِلْمُسْتَوْدَع
لأيكما	لِأَيِّكُمَا
فأودعها	فَأَوْدَعَهَا
لتعريها	لِتَعَرِّيهَا
فتحتمل	فَتَحْتَمِل
بالمعير	بِالْمُعِير
بتسليطه	بِتَسْلِيطِه
للعارية	لِلْعَارِيَّ
بتسليط	بِتَسْلِيط
وبالإذن	وَبِالْإِذْن
فالإتلاف	فَالْإِتْلَاف
غرمناها	غَرِمْنَاهَا
استهلكوه	اسْتَهْلَكُوه
فيدق	فَيَدُقّ
ويتوزع	وَيَتَوَزَّع
والوعورة	وَالْوُعُورَ
بالهروي	بِالْهَرَوِيّ
كالهروي	كَالْهَرَوِيّ
الوزنيات	الْوَزْنِيَّات
يروض	يُرَوِّض
لهدايته	لِهِدَايَتِه
لخرقه	لِخَرْقِه
يعولهم	يَعُولُهُمْ
تقييدا	تَقْيِيدا
أعارك	أَعَارَك
بتفريغه	بِتَفْرِيغِه
للصباغ	لِلصَّبَّاغ
بنائك	بِنَائِك
ولإدراك	وَلِإِدْرَاك
فعقرها	فَعَقَرَهَا
وبجهالة	وَبِجَهَالَ
معلفها	مَعْلَفِهَا
مربطها	مَرْبِطِهَا
المربط	الْمَرْبِط
فإعادتها	فَإِعَادَتُهَا
مفضضة	مُفَضَّضَ
ليتجمل	لِيَتَجَمَّل
ليعبر	لِيَعْبُر
أعبر	أَعْبُر
لإنشائها	لِإِنْشَائِهَا
عاريتها	عَارِيَّتِهَا
فنفقت	فَنَفَقَتْ
كالقائل	كَالْقَائِل
نتوجا	نَتُوجا
ليقاتل	لِيُقَاتِل
يغيبها	يُغَيِّبَهَا
أعرتها	أَعَرْتهَا
للإعارة	لِلْإِعَارَ
أعرني	أَعِرْنِي
أعرتكها	أَعَرْتُكهَا
أجرتكها	أَجَرْتُكَهَا
لتولدها	لِتَوَلُّدِهَا
بحضانتها	بِحَضَانَتِهَا
مستهلكها	مُسْتَهْلِكَهَا
والريع	وَالرِّيع
تداري	تُدَارِي
فأقرهم	فَأَقَرَّهُمْ
الجعدي	الْجَعْدِيّ
أحسابها	أَحْسَابِهَا
يتفاوتا	يَتَفَاوَتَا
المفاليس	الْمَفَالِيس
كالحوالة	كَالْحَوَالَ
يختلطان	يَخْتَلِطَان
والمالان	وَالْمَالَان
بالمفاوضة	بِالْمُفَاوَضَ
بتقبل	بِتَقَبُّل
والصباغين	وَالصَّبَّاغِين
بأعوانه	بِأَعْوَانِه
وأجرائه	وَأُجَرَائِه
للأبرار	لِلْأَبْرَار
للفجار	لِلْفُجَّار
ويبيعان	وَيَبِيعَان
بالوضيعة	بِالْوَضِيعَ
واشتراطهما	وَاشْتِرَاطُهُمَا
حذاقته	حَذَاقَتُه
فبالعمل	فَبِالْعَمَل
لحذاقته	لِحَذَاقَتِه
فاشتركا	فَاشْتَرَكَا
فوضعا	فَوَضَعَا
يأمنونه	يَأْمَنُونَه
كالخياط	كَالْخَيَّاط
كتعين	كَتَعَيُّن
بالرواج	بِالرَّوَاج
