# Danish pronunciation lexicon — word<TAB>IPA. From the NST Danish lexicon (Nasjonalbiblioteket /
# Sprakbanken, sbr-26), CC0 / public domain, ∩ the top-50k OpenSubtitles da frequency list (hermitdave
# FrequencyWords, CC BY-SA). Narrow convention: r-vocalisation ɐ, stop lenition, soft-d ð, length ː,
# stød ˀ. Shortest NST variant. Built by tools/danish/build_da_nst.py. The BiLSTM/rule handle OOV.
jeg	ˈjɑj
fabelagtig	ˈfaːˀbəˌlɑɡdi
eventyrer	ˈɛːvənˌtyːˀɐ
ligning	ˈliːneŋ
stængerne	ˈsdɛŋˀɐnə
foretagendet	ˈfɒːɐˌtaːˀənəð
faser	ˈfaːsɐ
altanen	alˈtaːˀnən
medie	ˈmeːˀdjə
robust	ʁoˈbusd
enstemmigt	ˈeːnˌsdɛmˀid
mølle	ˈmølə
mt	ˈɛmˌteːˀ
forekom	ˈfɒːɐˌkɐmˀ
dmitri	diˈmiːtʁi
narkoafdelingen	ˈnɑːɡoɑwˌdeːˀˌleŋˀən
masserne	ˈmasɐnə
findeløn	ˈfenəˌlœnˀ
rumpen	ˈʁɔmbən
tankstationen	ˈtɑŋɡsdaˌʃoːˀnən
sensation	sɛnsaˈʃoːˀn
staben	ˈsdaːˀbən
hvilede	ˈviːləðə
svindelnummer	ˈsvenˀəlˌnɔmˀɐ
umenneske	ˈuˌmɛnəsɡə
forliget	fɒˈliːˀəð
kapre	ˈkaːbʁɐ
opretholder	ˈɐbʁɛdˌhɐlˀɐ
marketing	ˈmɑːɡeteŋ
uforstyrret	ˈufɒˌsdyːˀɐð
elskes	ˈɛlsɡəs
huser	huˈseɐˀ
demonstrerer	demɐnˈsdʁɛːˀɐ
krigsherre	ˈkʁiːsˌhɛːɐ
ressourcerne	ʁeˈsuɐsɐnə
umiddelbar	ˈuˌmiðˀəlˌbɑːˀ
maskeret	maˈsɡeːˀɐð
opgaverne	ˈɐbˌɡaːvɐnə
territorier	tɛɐiˈtoɐˀjɐ
indbegrebet	ˈenbəˌɡʁeːˀbəð
muriel	muɐiˈɛl
katastrofale	kadasdʁoˈfaːˀlə
vejspærring	ˈvɑjˌsbɛɐeŋ
genopstår	ˈɡɛnɐbˌsdɒːˀ
uvurderligt	uvuɐˈdeɐˀlid
tiltænkt	ˈtelˌtɛŋˀd
duerne	ˈduːɐnə
oste	ˈoːsdə
leverancer	levəˈʁɑŋsɐ
tanter	ˈtandɐ
stampe	ˈsdɑmbə
bestræbelser	beˈsdʁɛːˀbəlsɐ
iværksætte	iˈvɛɐɡˌsɛdə
strategier	sdʁɑdəˈɡiːˀɐ
fridage	ˈfʁiˌdaːə
bosse	ˈbɐsə
udvælge	ˈuðˌvɛlˀjə
beregner	beˈʁɑjˀnɐ
udbetalingen	ˈuðbəˌtaːˀˌleŋˀən
bevarede	beˈvɑːˀɐðə
stritter	ˈsdʁidɐ
ovenover	ˈɐwənˌɐwˀɐ
francesco	fʁanˈtjɛsɡo
revolutionære	ʁevoluʃoˈnɛːˀɐ
minefelt	ˈmiːnəˌfɛlˀd
bosch	ˈbɐʃ
freaks	ˈfʁiːɡs
leen	ˈleːˀən
hjertesorg	ˈjɛɐdəˌsɒːˀw
indsamlede	ˈenˌsɑmˀləðə
præstens	ˈpʁɛsdəns
dej	ˈdɑjˀ
saboteret	saboˈteːˀɐð
edvard	ˈeðˀvɑd
indlægge	ˈenˌlɛɡə
tæsket	ˈtɛsɡəð
efterlyser	ˈɛfdɐˌlyːˀsɐ
friedrich	ˈfʁiːdʁiɡ
frakker	ˈfʁɑɡɐ
sofistikerede	sofisdiˈkeːˀɐðə
indskrevet	ˈenˌsɡʁeːˀvəð
ungdommens	ˈɔŋˌdɐmˀəns
hjernesvulst	ˈjɛɐnəˌsvulˀsd
laste	ˈlasdə
barbariske	bɑˈbɑːˀisɡə
modstanden	ˈmoðˌsdanˀən
nødlanding	ˈnøðˌlaneŋ
snittede	ˈsnidəðə
sommerferien	ˈsɐmɐˌfeɐˀjən
cc	ˈseːˀˌseːˀ
muggen	ˈmɔɡən
lække	ˈlɛɡə
nævning	ˈnɛwneŋ
sagte	ˈsaːɡdə
opfattes	ˈɐbˌfadəs
favne	ˈfɑwnə
fornærmelser	fɒˈnɛɐˀməlsɐ
aspekt	aˈsbɛɡd
pist	ˈpisd
geneve	ʃeˈnɛːv
diskussioner	disɡuˈʃoːˀnɐ
risikabel	ʁisiˈkaːˀbəl
sive	ˈsiːvə
forstås	fɒˈsdɔːˀs
enid	ˈiːnid
installerer	ensdaˈleːˀɐ
geværerne	ɡeˈvɛːˀɐnə
kraveben	ˈkʁɑːvəˌbeːˀn
komponenter	kɐmboˈnɛnˀdɐ
kostbare	ˈkɐsdˌbɑːˀɐ
sværget	ˈsvɛɐwəð
amulet	amuˈlɛd
direktørens	diɐəɡˈtøːˀɐns
rædslen	ˈʁɛðˀslən
opstandelse	ɐbˈsdanˀəlsə
gavekort	ˈɡaːvəˌkɒːd
tilfalder	ˈtelˌfalˀɐ
kokosnød	ˈkoːɡosˌnøðˀ
imødekomme	iˈmøːðəˌkɐmˀə
bradford	ˈbʁadˌfɒːd
spande	ˈsbanə
introduceret	entʁoduˈseːˀɐð
dressing	ˈdʁeseŋ
valgkampen	ˈvalˌkɑmˀbən
forbløffer	fɒˈbløfɐ
neo	ˈneo
svækkes	ˈsvɛɡəs
snitsår	ˈsnidˌsɒːˀ
lemlæstede	ˈlɛmˌlɛsdəðə
smurte	ˈsmuɐˀdə
otter	ˈɔːdɐ
oppustet	ˈɐbˌpuːˀsdəð
rosiner	ʁoˈsiːˀnɐ
pensionister	pɑŋʃoˈnisdɐ
kongeligt	ˈkɐŋəlid
lugtesans	ˈlɔɡdəˌsanˀs
forsvarsadvokat	ˈfɒːsvɑːsaðvoˌkaːˀd
faldskærmen	ˈfalˌsɡɛɐˀmən
bestillinger	beˈsdelˀˌeŋˀɐ
skadelige	ˈsɡaːðəˌliːˀə
visitere	visiˈteːˀɐ
frugtbar	ˈfʁɔɡdˌbɑːˀ
eneret	ˈeːnəˌʁɛd
pinsler	ˈpiːˀnslɐ
stinkdyr	ˈsdeŋɡˌdyɐˀ
selviske	ˈsɛlˀvisɡə
troldkvinde	ˈtʁɐlˌkvenə
padle	ˈpaðlə
kløgtigt	ˈkløɡdid
nicaragua	niɡaˈʁɑːˀɡua
videoerne	ˈviːˀˌdjoːˀɐnə
ophæver	ˈɐbˌhɛːˀvɐ
tia	ˈtiːa
gennemskuede	ˈɡɛnəmˌsɡuːˀəðə
udrustning	ˈuðˌʁɔsdneŋ
aktioner	ɑɡˈʃoːˀnɐ
mide	ˈmiːðə
bordtennis	ˈboɐˌtɛnis
skrækfilm	ˈsɡʁɛɡˌfilˀm
sekondløjtnant	seˈkɔnˀdlɐjdˌnanˀd
depotet	deˈpoːˀdəð
oaks	ˈɔwɡs
fedtefadet	ˈfedəˌfaðˀəð
lunte	ˈlɔndə
indtræffer	ˈenˌtʁɛfɐ
feldman	ˈfɛldman
lægemidler	ˈlɛːəˌmiðˀlɐ
bennie	ˈbɛni
genève	ʃeˈnɛv
væmmelig	ˈvɛməli
mather	ˈmaːˀdɐ
antydning	ˈanˌtyðˀneŋ
månedlige	ˈmɔːnəðˌliːˀə
døbte	ˈdøbdə
tvillingebror	ˈtvileŋəˌbʁoɐ
svævende	ˈsvɛːvənə
udgjorde	ˈuðˌɡjoːˀɐ
ekg	eːkɔːˈɡeːˀ
afpresset	ˈɑwˌpʁɛsəð
ordret	ˈoɐˌʁɛd
reality	ʁeˈaliti
tyver	ˈtyːvɐ
kuglepennen	ˈkuːləˌpɛnˀən
hotelværelset	hoˈtɛlˀˌvɛːɐlsəð
his	ˈhis
fænomener	fɛnoˈmeːˀnɐ
manér	maˈneɐˀ
kæmpere	ˈkɛmbɐɐ
sidespor	ˈsiːðəˌsboɐˀ
uroligheder	uˈʁoːˀliˌheðˀɐ
forvekslet	fɒˈvɛɡsləð
opbyggede	ˈɐbˌbyɡəðə
milly	ˈmili
beskikket	beˈsɡiɡəð
svider	ˈsviðˀɐ
alfredo	alˈfʁeːdo
kvalitetstid	kvaliˈteːˀdsˌtiðˀ
enkemand	ˈɛŋɡəˌmanˀ
udskrift	ˈuðˌsɡʁefd
parallelt	pɑɑˈlɛlˀd
bofæller	ˈboːˌfɛlɐ
medaljonen	medalˈjɐŋˀən
forsøgskanin	fɒˈsøːˀskaˌniːˀn
nim	ˈnemˀ
forslår	fɒˈslɒːˀ
ængstelig	ˈɛŋsdəli
brandalarmen	ˈbʁɑnaˌlɑːˀmən
benhård	ˈbeːnˈhɒːˀ
mesterskaberne	ˈmɛsdɐˌsɡaːˀbɐnə
hjertemassage	ˈjɛɐdəmaˌsaːʃə
nathalie	naˈtaːˀljə
gustavo	ɡuˈsdaːvo
vennen	ˈvɛnˀən
åbenlys	ˈɔːbənˌlyːˀs
selvlysende	ˈsɛlˌlyːˀsənə
lækkerbisken	ˈlɛɡɐˌbisɡən
bassin	baˈseŋ
urinprøve	uˈʁiːˀnˌpʁøːvə
fleur	ˈflœɐ
indspillet	ˈenˌsbelˀəð
campingvognen	ˈkambeŋˌvɐwˀnən
india	ˈenˀdja
dk	ˈdeːˀˌkɔːˀ
schroeder	ˈʃʁøːdɐ
simulere	simuˈleːˀɐ
snoet	ˈsnoːˀəð
programmerede	pʁoɡʁɑˈmeːˀɐðə
underskud	ˈɔnɐˌsɡuð
strippe	ˈsdʁibə
feminine	ˈfemiˌniːˀnə
passivt	ˈpaˌsiwˀd
undertrykker	ˈɔnɐˌtʁøɡɐ
vækkes	ˈvɛɡəs
halo	ˈhalo
kapitler	kaˈpidlɐ
flygtigt	ˈfløɡdid
krybdyr	ˈkʁyːbˌdyɐˀ
lok	ˈlɐɡ
indspiller	ˈenˌsbelˀɐ
drikkepengene	ˈdʁeɡəˌpɛŋənə
omfavner	ˈɐmˌfɑwˀnɐ
klimaet	ˈkliːˌmaːˀəð
drømmejob	ˈdʁɐməˌdjɐb
grisene	ˈɡʁiːsənə
overkomme	ˈɐwɐˌkɐmˀə
kedlen	ˈkeðlən
håndteres	hɐnˈteːˀɐs
overskrifterne	ˈɐwɐˌsɡʁefdɐnə
forældede	fɒˈɛlˀəðə
udgående	ˈuðˌɡɔːˀənə
patrice	paˈtʁis
stræben	ˈsdʁeːbən
olivenolie	oˈliːˀvənˌoljə
mikroovnen	ˈmiɡʁoˌɐwˀnən
katastrofal	kadasdʁoˈfaːˀl
kontrollerende	kɐntʁoˈleːˀɐnə
uddannede	ˈuðˌdanˀəðə
praj	ˈpʁɑjˀ
hjernens	ˈjɛɐnəns
kaprede	ˈkaːbʁɐðə
garnisonen	ɡɑniˈsoːˀnən
forudsigeligt	fɒuðˈsiːˀəlid
reducerer	ʁeduˈseːˀɐ
værner	ˈvɛɐnɐ
forfremme	fɒˈfʁɛmˀə
kairo	ˈkɑjʁo
hønen	ˈhœːnən
scenarier	seˈnɑːˀjɐ
vaskeri	vasɡəˈʁiːˀ
højrehåndet	ˈhɐjʁɐˌhɐnˀəð
alain	aˈlɛŋ
laurence	ˈlɐʁens
dragens	ˈdʁɑːwəns
limet	ˈliːməð
fastlagt	ˈfasdˌlɑɡd
firmaerne	ˈfiɐˌmaːˀɐnə
homoseksualitet	ˈhoːmosɛɡsualiˌteːˀd
manuskripter	manuˈsɡʁebdɐ
spalte	ˈsbaldə
snitte	ˈsnidə
agenturet	aɡɛnˈtuːˀɐð
kætteri	kɛdəˈʁiːˀ
stumperne	ˈsdɔmbɐnə
drivkraft	ˈdʁiwˌkʁɑfd
funklende	ˈfɔŋɡlənə
sydøstlige	syðˈøsdˌliːˀə
sieg	ˈsiːɡ
lotteri	lɐdəˈʁiːˀ
skuden	ˈsɡuːðən
sprækken	ˈsbʁɛɡən
lavendel	lɑˈvɛnˀəl
sonde	ˈsɐndə
bagtil	ˈbaːˀˌtel
lysglimt	ˈlyːsˌɡlemˀd
kærlighedshistorie	ˈkɛɐlihəðshiˌsdoɐˀjə
alfonser	alˈfɐŋˀsɐ
reaktionen	ʁeɑɡˈʃoːˀnən
pyntet	ˈpøndəð
haas	ˈhɔːˀs
paranormale	ˈpɑːɑnɒˌmaːˀlə
rey	ˈʁeːj
republikanske	ʁepubliˈkaːˀnsɡə
camouflage	kamuˈflaːʃə
kanalerne	kaˈnaːˀlɐnə
adrenalinen	adʁənaˈliːˀnən
lyddæmper	ˈlyðˌdɛmbɐ
dg	ˈdeːsiˌɡʁɑmˀ
dahl	ˈdaːˀl
klasseværelset	ˈklasəˌvɛːɐlsəð
opretter	ˈɐˌbʁɛdɐ
betegnelse	beˈtɑjˀnəlsə
sorterer	sɒˈteːˀɐ
renoveret	ʁenoˈveːˀɐð
vedhæng	ˈveðˌhɛŋˀ
barberblad	bɑˈbeɐˀˌblað
vending	ˈvɛneŋ
aflivet	ˈɑwˌliːˀvəð
mao	ˈmaːo
løsn	ˈløsən
gyserfilm	ˈɡysɐˌfilˀm
afhang	ˈɑwˌhɑŋˀ
mccartney	maˈkɑːdni
skruede	ˈsɡʁuːəðə
aktionærer	ɑɡʃoˈnɛːˀɐ
producerede	pʁoduˈseːˀɐðə
oprejsning	ˈɐˌbʁɑjˀsneŋ
revolutionerende	ʁevoluʃoˈneːˀɐnə
absurde	ɑbˈsuɐˀdə
nic	ˈniɡ
klargøre	ˈklɑːˌɡœːˀɐ
blegfis	ˈblɑjˌfiːˀs
senatorens	seˈnaːtɐɐns
swagger	ˈsvɑɡɐ
nilsson	ˈnelsɐn
blæsten	ˈblɛsdən
anstalten	ˈanˌsdalˀdən
eureka	ˈœwˀʁeka
tampon	tɑmˈpɐŋ
hasard	haˈsɑːˀd
blotter	ˈblɐdɐ
krista	ˈkʁisda
arrene	ˈɑːˀɐnə
elskværdig	ɛlˈsɡvɛɐˀdi
foretrukket	ˈfɒːɐˌtʁoɡəð
cayman	ˈkɛjman
lærenem	ˈlɛːɐˌnɛmˀ
tændingen	ˈtɛˌneŋˀən
bistå	ˈbisdɔːˀ
læderjakke	ˈlɛðˀɐˌjɑɡə
voldtægtsmand	ˈvɐltɛɡdsˌmanˀ
hummere	ˈhɔmˀɐɐ
butikstyveri	buˈtiɡstyvəˌʁiːˀ
marinaen	mɑˈʁiːˌnaːˀən
kims	ˈkimˀs
frokostpausen	ˈfʁɔɡɐsdˌpɑwsən
samtalerne	ˈsɑmˌtaːlɐnə
dæmning	ˈdɛmneŋ
loeb	ˈlɔwb
skrabet	ˈsɡʁɑːbəð
egnede	ˈɑjnəðə
omrejsende	ˈɐmˌʁɑjˀsənə
frafaldet	ˈfʁɑˌfalˀəð
atomkrig	aˈtoːˀmˌkʁiːˀ
urealistisk	ˈuʁeaˌlisdisɡ
vikinger	ˈviˌkeŋˀɐ
ambitiøse	ɑmbiˈʃøːˀsə
telepati	telepaˈtiːˀ
ståhej	sdɐˈhɑjˀ
dyrebart	ˈdyːɐˌbɑːˀd
udbyttet	ˈuðˌbydəð
brude	ˈbʁuːðə
byggeplads	ˈbyɡəˌplas
flyselskabet	ˈflyːsɛlˌsɡaːˀbəð
janus	ˈjaːnus
lurede	ˈluːɐðə
nytteløs	ˈnødəˌløːˀs
henvisning	ˈhɛnˌviːˀsneŋ
turne	tuɐˈne
davor	ˈdavɐ
visne	ˈvesnə
gele	ʃeˈle
kønneste	ˈkœnəsdə
skrupler	ˈsɡʁublɐ
hummel	ˈhɔməl
cilla	ˈsila
tilskud	ˈtelˌsɡuð
nirvana	niɐˈvaːna
børstet	ˈbœɐsdəð
udenforstående	ˈuːðənfɒˌsdɔːˀənə
inge	ˈeŋə
gemen	ɡeˈmeːˀn
gymnastiksalen	ɡymnaˈsdiɡˌsaːˀlən
portugisisk	pɒtuˈɡiːˀsisɡ
spionerer	sbioˈneːˀɐ
ballerina	baləˈʁiːna
leena	ˈleːna
kids	ˈkiðs
hylede	ˈhyːləðə
nynner	ˈnønɐ
navid	naˈvid
nita	ˈniːta
lej	ˈlɑjˀ
hverdagen	ˈvɛɐˌdaːˀən
petersen	ˈpeːˀdɐsən
bøssen	ˈbøsən
umådelig	uˈmɔːˀðəli
conny	ˈkɐni
teheran	ˈteheˌʁɑn
piano	piˈaːno
varsom	ˈvɑːˌsɐmˀ
husvogn	ˈhuːsˌvɐwˀn
galskaben	ˈɡalˌsɡaːˀbən
dyste	ˈdysdə
opdages	ˈɐbˌdaːˀəs
kontroltårn	kɐnˈtʁɐlˀˌtɒːˀn
fremkalder	ˈfʁɛmˌkalˀɐ
trampet	ˈtʁɑmbəð
oppositionen	oposiˈʃoːˀnən
guddommeligt	ɡuðˈdɐmˀəlid
northern	ˈnɒːdɐn
iagttaget	iˈɑɡdˌtaːˀəð
efternavnet	ˈɛfdɐˌnɑwˀnəð
alliancer	aliˈɑŋsɐ
bims	ˈbemˀs
males	ˈmaːləs
buffeten	byˈfeːˀən
hertuginden	hɛɐtuˈenən
udstillet	ˈuðˌsdelˀəð
persiske	ˈpɛɐˀsisɡə
menneskejagt	ˈmɛnəsɡəˌjɑɡd
baserer	baˈseːˀɐ
arts	ˈɑːˀds
rudolph	ˈʁuːˌdɐlˀf
depressionen	depʁəˈʃoːˀnən
såfremt	sɐˈfʁɛmˀd
annoncerer	anɐŋˈseːˀɐ
bestående	beˈsdɔːˀənə
kasernen	kaˈsɛɐnən
overskægget	ˈɐwɐˌsɡɛːˀɡəð
pølsen	ˈpølsən
asen	ˈaːˀsən
træffes	ˈtʁɛfəs
syns	ˈsyːˀns
godset	ˈɡɔsəð
værtinden	vɛɐˈdenən
fodboldspiller	ˈfoðbɐldˌsbelɐ
børge	ˈbœɐwə
fusker	ˈfusɡɐ
omskåret	ˈɐmˌsɡɒːˀɐð
tau	ˈtɑw
dykkere	ˈdøɡɐɐ
intention	entɛnˈʃoːˀn
børsmægler	ˈbøɐˀsˌmɛːlɐ
sightseeing	ˈsɑjdˌsiːeŋ
washingtons	ˈwɐʃeŋˌtɐns
strejken	ˈsdʁɑjɡən
indvilligede	ˈenˌvilˀjəðə
lektor	ˈlɛɡtɒ
formerer	fɒˈmeːˀɐ
tvangsauktion	ˈtvɑŋˀsɑwɡˌʃoːˀn
kvindeligt	ˈkvenəlid
klaustrofobi	klɑwsdʁofoˈbiːˀ
ovenfra	ˈɐwənˌfʁɑːˀ
protesterede	pʁodəˈsdeːˀɐðə
sjus	ˈʃus
guldmønter	ˈɡulˌmøndɐ
gnavpot	ˈɡnɑwˌpɐd
livia	ˈliːˀvia
pint	ˈpiːˀnd
kongressens	kɐŋˈɡʁɛsəns
statsborgerskab	ˈsdaːˀdsbɒwɐˌsɡaːˀb
mayaerne	ˈmɑˌjaːˀɐnə
blodsudgydelse	ˈbloðsuðˌɡyðˀəlsə
tyveknægt	ˈtyːvəˌknɛɡd
buske	ˈbusɡə
tilbøjelig	teˈbɐjˀəli
procentdel	pʁoˈsɛnˀdˌdeːˀl
afbrydes	ˈɑwˌbʁyðˀəs
tilfredsstiller	teˈfʁesˌsdelˀɐ
klask	ˈklasɡ
vievand	ˈviːəˌvanˀ
kopien	koˈpiːˀən
gekko	ˈɡɛɡo
selvstændige	ˈsɛlˌsdɛnˀˌdiːˀə
herskede	ˈhɛɐsɡəðə
smuds	ˈsmus
procenter	pʁoˈsɛnˀdɐ
danmarks	ˈdanmɑɡs
universal	univɛɐˈsaːˀl
urørt	ˈuˌʁœɐˀd
dræbermaskine	ˈdʁeːbɐmaˌsɡiːnə
kaktus	ˈkɑɡtus
rabbi	ˈʁɑbi
infiltrerede	enfilˈtʁeːˀɐðə
velfortjent	ˈvɛlfɒˌtjɛːˀnd
geografi	ɡeoɡʁɑˈfiːˀ
epilepsi	epilɛbˈsiːˀ
adopterer	adɐbˈteːˀɐ
klæber	ˈklɛːbɐ
meloner	meˈloːˀnɐ
døgndrift	ˈdɐjnˌdʁefd
dvæle	ˈdvɛːlə
luset	ˈluːsəð
spejlene	ˈsbɑjlənə
olympisk	oˈlømˀbisɡ
pakhuset	ˈpɑɡˌhuːˀsəð
spirituel	sbiɐituˈɛlˀ
angstanfald	ˈɑŋˀsdanˌfalˀ
svendsen	ˈsvɛnˀsən
rarere	ˈʁɑːɐɐ
sander	ˈsanˀdɐ
balsam	ˈbalsɑm
lægestudiet	ˈlɛːəˌsduːˀdjəð
strube	ˈsdʁuːbə
soho	ˈsɔwˌhɔw
gunner	ˈɡɔnˀɐ
renny	ˈʁeni
svensson	ˈsvɛnsɐn
modarbejder	ˈmoðɑːˌbɑjˀdɐ
svimmelhed	ˈsvemˀəlˌheðˀ
praktikanter	pʁɑɡtiˈkanˀdɐ
præg	ˈpʁeːˀ
sachs	ˈsɑɡs
nedsmeltning	ˈneðˌsmɛlˀdneŋ
ugentlige	ˈuːendˌliːˀə
galla	ˈɡala
tilberede	ˈtelbəˌʁeðˀə
østsiden	ˈøsdˌsiːðən
jimmie	ˈdjimi
klumper	ˈklɔmbɐ
susannah	suˈsana
galant	ɡaˈlanˀd
udrede	ˈuðˌʁeðˀə
følsomhed	ˈføːlsɐmˌheðˀ
offers	ˈɐfɐs
æsler	ˈɛːˀslɐ
morens	ˈmoːˀɐns
farende	ˈfɑːɐnə
meddelte	ˈmɛðˌdeːˀldə
vakuum	ˈvaːkɔm
bevogtede	beˈvɐɡdəðə
spirituskørsel	ˈsbiɐˀitusˌkøɐˀsəl
kvadratkilometer	kvaˈdʁɑːˀdkiloˌmeːˀdɐ
intellektuelt	ˈentəlɛɡtuˌɛlˀd
tilmelde	ˈtelˌmɛlˀə
skorsten	ˈsɡɒːˌsdeːˀn
holtz	ˈhɐlˀds
riges	ˈʁiːəs
foræret	fɒˈɛːˀɐð
kulturen	kulˈtuːˀɐn
indbringe	ˈenˌbʁeŋˀə
sæsoner	sɛˈsɐŋˀɐ
cyklerne	ˈsyɡlɐnə
generel	ɡenəˈʁɛlˀ
bestyrelsesformand	beˈsdyːˀɐlsəsfɒːˌmanˀ
fortrækker	fɒˈtʁɛɡɐ
busstationen	ˈbussdaˌʃoːˀnən
nybegyndere	ˈnyːbəˌɡønˀɐɐ
provokerede	pʁovoˈkeːˀɐðə
krykker	ˈkʁøɡɐ
lynlåsen	ˈlyːnˌlɔːˀsən
briste	ˈbʁesdə
outsider	ˈɑwdˌsɑjdɐ
indgraveret	ˈenɡʁɑˌveːˀɐð
forsvarsløs	ˈfɒːsvɑːsˌløːˀs
kvælstof	ˈkvɛːlˌsdɐf
cover	ˈkɐvɐ
saudi	ˈsɑwdi
domæne	doˈmɛːnə
medgift	ˈmɛðˌɡifd
asfalten	ˈasˌfalˀdən
brædder	ˈbʁɛðɐ
hiphop	ˈhibˌhɐb
provokeret	pʁovoˈkeːˀɐð
nordfra	ˈnoɐˀˌfʁɑːˀ
nørden	ˈnœɐˀdən
indhentede	ˈenˌhɛnˀdəðə
hepatitis	hepaˈtidis
spæd	ˈsbɛðˀ
kraftigste	ˈkʁɑfdisdə
lagener	ˈlaːˀənɐ
forfærdet	fɒˈfɛɐˀdəð
interferens	entɐfəˈʁɛnˀs
skeden	ˈsɡeːðən
rumpe	ˈʁɔmbə
sikkerhedstjenesten	ˈseɡɐhəðsˌtjɛːnəsdən
merry	ˈmɛɐi
massemord	ˈmasəˌmoɐˀ
helskindet	ˈheːlˌsɡenˀəð
nedture	ˈneðˌtuːɐ
nærtagende	ˈnɛɐˌtaːˀənə
sateme	ˈsaːdəmə
forloveren	ˈfɒˌlɔːˀvɐɐn
overlæg	ˈɐwɐˌlɛːˀɡ
stimulerer	sdimuˈleːˀɐ
omskrive	ˈɐmˌsɡʁiːˀvə
partiets	pɑˈtiːˀəðs
afskedige	ˈɑwˌsɡeðˀˌiːˀə
overskride	ˈɐwɐˌsɡʁiðˀə
israelerne	isʁɑˈeːˀlɐnə
optrådt	ˈɐbˌtʁɐd
libyen	ˈliːˀbjən
kontroltårnet	kɐnˈtʁɐlˀˌtɒːˀnəð
frynsegoder	ˈfʁønsəˌɡoːðɐ
guardian	ˈɡɑːdian
lænke	ˈlɛŋɡə
skabningen	ˈsɡaːbˌneŋˀən
spinat	sbiˈnaːˀd
aldo	ˈaldo
strakte	ˈsdʁɑɡdə
anstrengt	ˈanˌsdʁɛŋˀd
støjen	ˈsdɐjˀən
kain	ˈkɑjˀn
yellowstone	ˈjɛlɔwˌsdɔwn
uforudsete	ˈufɒuðˌseːˀdə
rekorder	ʁeˈkɒːdɐ
utryg	ˈuˌtʁøɡ
dygtigt	ˈdøɡdid
godtage	ˈɡoðˌtaːˀ
forretningsfolk	fɒˈʁɛdneŋsˌfɐlˀɡ
huen	ˈhuːən
højhælede	ˈhɐjˌhɛːˀləðə
meldes	ˈmɛləs
hjertelig	ˈjɛɐdəli
steen	ˈsdeːˀn
charmere	ʃɑˈmeːˀɐ
boomer	ˈbuːmɐ
psykologer	syɡoˈloːˀɐ
blu	ˈbluːˀ
bekæmpet	beˈkɛmˀbəð
hædre	ˈhɛðʁɐ
stride	ˈsdʁiːðə
hårdfør	ˈhɒːˌføɐˀ
adriana	adʁiˈaːna
øller	ˈølˀɐ
freelance	ˈfʁiːˌlaːns
dikterer	diɡˈteːˀɐ
uniformerne	uniˈfɒːˀmɐnə
milits	miˈlids
rokke	ˈʁɐɡə
harpe	ˈhɑːbə
stakit	sdaˈkid
stick	ˈsdiɡ
indlægges	ˈenˌlɛɡəs
karry	ˈkɑːi
bubber	ˈbubɐ
araberne	aˈʁɑːˀbɐnə
flybilletter	ˈflyːbiˌlɛdɐ
pladeselskab	ˈplaːðəsɛlˌsɡaːˀb
tilgivende	ˈtelˌɡiːˀənə
maner	ˈmaːˀnɐ
besættelsen	beˈsɛdəlsən
ragede	ˈʁɑːwəðə
trykken	ˈtʁøɡən
øjenlåg	ˈɐjənˌlɔwˀ
skribent	sɡʁiˈbɛnˀd
viede	ˈviːˀəðə
tallerkner	taˈleɐɡnɐ
diplomater	diploˈmaːˀdɐ
kulstof	ˈkɔlˌsdɐf
pianist	piaˈnisd
gravene	ˈɡʁɑːvənə
retsmedicinske	ˈʁɛdsmədiˌsiːˀnsɡə
revision	ʁeviˈʃoːˀn
nedværdigende	ˈneðˌvɛɐˀˌdiːˀənə
partikel	pɑˈtiɡəl
volleyball	ˈvɐliˌbɒːl
yorkshire	ˈjɒːɡʃe
udspekuleret	ˈuðsbəɡuˌleːˀɐð
hanner	ˈhanˀɐ
hormonerne	hɒˈmoːˀnɐnə
forræderisk	fɒˈʁɛðˀɐisɡ
deporteret	depɒˈteːˀɐð
kunstværker	ˈkɔnsdˌvɛɐɡɐ
utilstrækkelig	uteˈsdʁɛɡəli
uhyrerne	ˈuˌhyːˀɐnə
ulemper	ˈuˌlɛmbɐ
vestlig	ˈvɛsdli
revanche	ʁeˈvɑŋʃə
foyeren	fwɑˈjeːˀən
savle	ˈsɑwlə
blodtab	ˈbloðˌtaːˀb
blækket	ˈblɛɡəð
jorder	ˈjoːɐ
swimmingpool	ˈswemeŋˌpuːl
begive	beˈɡiːˀ
halvvejen	ˈhalˌvɑjˀən
electric	eˈlɛɡtʁeɡ
vendepunkt	ˈvɛnəˌpɔŋˀd
shan	ˈʃɑn
utopia	uˈtoːˀpja
fugtige	ˈfɔɡˌdiːˀə
simulerer	simuˈleːˀɐ
højrøstet	ˈhɐjˌʁøsdəð
candyfloss	ˈkandiˌflɐs
menneskekød	ˈmɛnəsɡəˌkøð
kortslutte	ˈkɒːdˌsludə
talk	ˈtɒːɡ
therese	teˈʁeːsə
karrusellen	kɑuˈsɛlˀən
drifter	ˈdʁefdɐ
fødselsdato	ˈføselsˌdaːto
uforskammede	ufɒˈsɡɑmˀəðə
kirurgiske	kiˈʁoːˀisɡə
svig	ˈsviːˀ
alvoren	ˈalˌvɒːˀɐn
komfur	kɐmˈfuɐˀ
