# Punjabi CROSS-SCRIPT restoration lexicon — real Shahmukhi spelling ⇥ GOLD canonical IPA.
# The IPA comes from the VOWELED Gurmukhi sister-spelling (kaikki dual-script pairs) via our Gurmukhi g2p,
# so it restores the short vowels + majhūl و/ی + retroflex ن/ݨ the Shahmukhi abjad drops. CC-BY-SA (kaikki).
# SECOND SOURCE: pa↔pnb Wikipedia TITLE pairs (Wikidata sitelinks; 18,930 dual-wiki articles), word-aligned
# positionally when token counts match — every pair clears the same skeleton gate (a re-worded title
# differs in its plain consonants and is dropped: ਮਹਾਤਮਾ/موہن). Titles are CC-BY-SA like the rest.
# Consonant-skeleton gated. Regenerate: tools/perso-arabic/build_gurmukhi_shahmukhi.ts
آؤچ	ˈaːʊt͡ʃ
لکانا	lʊkˈaːʊɳaː
لکاندا	lʊkˈãn̪d̪aː
لکاندی	lʊkˈãn̪d̪iː
لکاندے	lʊkˈãn̪d̪eː
لکاواں	lʊkˈaːʋã
لکاولی	ləkːˈaːʋəlːiː
لکاون	lʊkˈaːʋəɳ
لکاویں	lʊkˈaːʋẽ
لکاوے	lʊkˈaːʋeː
لکاں	lˈəkːã
لکایا	lʊkˈaːjaː
لکدا	lˈʊkd̪aː
لکدی	lˈʊkd̪iː
لکدے	lˈʊkd̪eː
لکسر	lˈəksəɾ
لکسمبرگ	ləkəsmˈəbɾəɡ
لکشادیپ	ləkəʃd̪ˈiːp
لکشما	ləkˈəʃmaː
لکشمن	ləkˈəʃməɳ
لکشمی	ləkˈəʃmiː
لکن	lˈʊkəɳ
لکنا	lˈʊkɳaː
لکناورم	ləknˈaːʋɾəm
لکو	lˈəkːoː
لکوں	lˈəkːõ
لکڑ	lˈəkːəɽ
لکڑی	lˈəkːəɽ
لکھ	lˈəkʰː
لکھئیے	ləkʰəˈiːeː
لکھائی	lɪkʰˈaːiː
لکھاری	lɪkʰˈaːɾiː
لکھاں	lˈəkʰã
لکھدا	lˈəkʰd̪aː
لکھدی	lˈəkʰd̪iː
لکھدے	lˈəkʰd̪eː
لکھمی	lˈəkʰmiː
لکھن	lˈəkʰəɳ
لکھنؤ	lˈəkʰnəuː
لکھنا	lˈəkʰɳaː
لکھنوی	ləkʰˈənʋiː
لکھو	lˈəkʰoː
لکھی	lˈəkʰiː
لکھیاں	lˈəkʰɪjã
لکھے	lˈəkʰeː
لکی	lˈʊkiː
لکیں	lˈəkːĩ
لکے	lˈəkːeː
لکݨ	lˈʊkəɳ
لگ	lˈəɡ
لگام	ləɡˈaːm
لگنا	lˈəɡːəɳaː
لگونا	lˈaːɡʊnaː
لگھوگنک	lə˥˩ɡˈuːɡɳək
لگے	lˈəɡeː
لہامو	lɦˈaːmoː
لہجہ	lˈəɦɪd͡ʒaː
لہر	lˈəɦɪɾ
لہراگاگا	ləɦɪɾaːɡˈaːɡaː
لہراں	lˈəɦɪɾã
لہری	lˈəɦɪɾiː
لہنا	lˈəɦɪɳaː
لہندا	ləɦˈɪ̃n̪d̪aː
لہو	lˈəɦuː
لہور	ləɦˈɔːɾ
لہوری	laːɦˈɔːɾiː
لہوریئے	ləɦɔːɾˈiːeː
لہیرو	lˈaːɦɪɾuː
لہݨا	lˈəɦɪɳaː
لی	lˈiː
لیبراڈر	leːbɾaːɖˈoːɾ
لیبنز	laːˈɪbnɪz
لیبی	lˈɪbiː
لیتا	lˈiːt̪aː
لیتھبریج	lɛːt̪ʰˈəbɾɪd͡ʒ
لیتھر	lˈɛːt̪ʰəɾ
لیتھیم	lɪt̪ʰˈiːəm
لیجر	lˈeːd͡ʒəɾ
لیجنڈ	liːd͡ʒˈɛ̃ɳɖ
لیر	lˈiːɾ
لیرا	lˈiːɾaː
لیرک	lˈɪɾɪk
لیری	lˈɛːɾiː
لیز	lˈiːz
لیزا	lˈiːzaː
لیزر	lˈeːzəɾ
لیزے	eːlˈiːzeː
لیسبیئن	lˈɛːsbiːən
لیسلی	lˈɛːsliː
لیسوتھو	lɪsˈoːt̪ʰoː
لیسیپرییا	lɪsˈiːpɾɪjaː
لیلا	lˈeːlaː
لیلاوتی	liːlˈaːʋt̪iː
لیلہ	lˈiːlaː
لیلی	lˈɛːlaː
لیم	lˈɛːmː
لیما	lˈiːmaː
لیمبورگینی	lãmbˈoːɾɡiːniː
لیمین	leːmˈɛːn
لین	lˈɪn
لینا	lˈɛːɳaː
لینارڈ	leːnˈaːɾəɖ
لینتھانم	lˈɛ̃n̪t̪ʰənəm
لینن	lˈɛːnən
لینٹنا	lˈɛːɳʈaːnaː
لینڈ	lˈɛ̃ɳɖ
لینکس	lˈiːŋkəs
لینگر	lˈɛ̃ŋɡəɾ
لینگسٹن	lˈɛ̃ŋɡəsʈən
لینیئر	liːnˈiːəɾ
لیٹویا	lˈaːt̪ʋiːaː
لیپ	lˈiːp
لیپولیکھ	lɪpʊlˈeːkʰ
لیپٹون	lɛːpʈˈɔːn
لیپیڈس	lˈɛːpɪɖəs
لیچی	ɪlˈaːɪt͡ʃiː
لیڈ	lˈɛːɖː
لیڈی	lˈeːɖiː
لیک	lˈeːk
لیکسنس	lɛːkˈəsnəs
لیکن	lˈeːkɪn
لیکو	lˈeːkoː
لیکچرز	lɛːkˈət͡ʃɾəz
لیکھ	lˈeːkʰ
لیکھا	lˈeːkʰaː
لیکھکاں	lˈeːkʰkã
لیگ	lˈiːɡ
لیھمن	lˈiːɦmən
لیہہ	lˈiːɦ
لیݨا	lˈɛːɳaː
لے	lˈɛː
لےماہ	leːmˈaːɦ
مؤترا	moːˈɪt̪ɾaː
مؤہر	mˈɔːɦəɾ
مئی	mˈəiː
مئیتئی	mˈeːt̪eː
مئیر	mˈaːɪɾ
ما	mˈaː
ماؤ	mˈaːoː
ماؤتھ	maːˈuːt̪ʰ
ماؤس	mˈaːʊs
ماؤنٹ	maːˈʊ̃ɳʈ
ماؤنٹینز	maːˈũɳʈeːnəz
ماؤڈ	mˈɔːɖ
مائر	mˈaːɪɾ
مائریڈ	meːɾˈiːɖ
مائل	mˈaːɪl
مائلی	mˈaːɪliː
مائکروسکوپ	maːiːkɾoːskˈoːp
مائی	mˈaːiː
مائیاں	maːˈiːã
مائیک	maːˈiːk
مائیکروسوفٹ	maːˈiːkɾoːsaːfəʈ
مائیکل	maːˈiːkəl
مائیگل	miːɡˈeːl
مابن	maːbˈɛːnː
ماتا	mˈaːt̪aː
ماترم	mˈaːt̪ɾəm
ماتسوؤریک	maːt̪soːʊɾˈeːk
ماتھائی	mət̪ʰˈaːiː
ماجد	mˈaːd͡ʒɪd̪
ماجری	mˈaːd͡ʒɾiː
ماجون	maːd͡ʒˈuːn
ماجھ	mˈaː˥˩d͡ʒ
ماجھا	mˈaː˥˩d͡ʒaː
ماجھی	mˈaː˥˩d͡ʒiː
مادرید	maːd̪ɾˈiːd̪
ماده	mˈaːd̪aː
مادورائ	mˈəd̪ʊɾəiː
مادپوری	mˈaːd̪pʊɾiː
مادھو	mˈaː˥˩d̪oː
مادھوری	mˈaː˥˩d̪ʊɾiː
مادھوی	mˈaː˥˩d̪ʋiː
مادیرا	maːd̪ˈiːɾaː
مار	mˈaːɾ
مارتھا	mˈaːɾt̪ʰaː
مارتینا	mˈaːɾʈiːnaː
مارجوری	mˈaːɾd͡ʒoːɾiː
مارخور	maːɾxˈoːɾ
مارسر	mˈaːɾsəɾ
مارسیل	maːɾsˈeːl
مارش	mˈaːɾəʃ
مارشل	mˈaːɾʃəl
مارلی	mˈaːɾleː
مارلین	maːɾlˈiːn
مارن	mˈaːɾəɳ
مارنا	mˈaːɾɳaː
مارواڑ	maːɾʋˈaːɽ
مارواڑی	mˈaːɾʋaːɽiː
ماروی	mˈaːɾʋiː
مارویہ	məɾʋˈiːɦ
مارٹن	mˈaːɾʈɪn
مارٹنسن	mˈaːɾʈɪnsən
مارٹی	mˈaːɾʈiː
مارٹینیک	maːɾʈiːnˈiːk
مارچ	mˈaːɾət͡ʃ
مارک	mˈaːɾək
مارکرم	maːɾˈəkɾəm
مارکس	mˈaːɾkəs
مارکسوادی	mˈaːɾkəsʋaːd̪iː
مارکنڈے	maːɾkˈə̃ɳɖeː
مارکو	mˈaːɾkoː
مارکھا	mˈaːɾkʰaː
مارکیز	maːɾkˈeːz
مارگ	mˈaːɾəɡ
مارگریٹ	maːɾəɡɾˈeːʈ
مارگولین	maːɾɡoːlˈiːn
ماریں	mˈaːɾĩ
مارݨا	mˈaːɾnaː
ماس	mˈaːs
ماسانوبو	maːsaːnˈoːbuː
ماسٹر	mˈaːsʈəɾ
ماسکرین	maːsəkɾˈeːn
ماسکو	mˈaːskoː
ماسی	mˈaːsiː
ماسیرو	məsˈeːɾuː
ماش	mˈaːʃ
ماشربرم	maːʃeːɾˈəbɾəm
ماشکی	mˈaːʃkiː
مال	mˈaːl
مالا	mˈaːlaː
مالابو	məlˈaːboː
مالتی	mˈaːlt̪iː
مالدووا	mˈoːld̪oːʋaː
مالنی	mˈaːlɪniː
مالوا	mˈaːlʋaː
مالوی	mˈəlʋəiː
مالویکا	mˈaːlʋɪkaː
مالوے	mˈaːlʋeː
مالٹا	mˈaːlʈaː
مالک	mˈaːlək
مالکی	mˈaːlkiː
مالگا	maːlˈaːɡaː
مالی	mˈaːliː
مالے	məlˈaːɪ
ماماتھا	mˈəmt̪ʰaː
مامونی	maːmˈoːniː
مان	mˈaːɳ
مانا	mˈaːnaː
مانات	mənˈaːt̪
مانجا	mˈãɲd͡ʒaː
ماندلستام	mãn̪d̪ələst̪ˈaːm
مانس	mˈaːnəs
مانسا	mˈaːnsaː
مانسبل	maːnˈəsbəl
مانسر	mˈaːnsəɾ
مانسی	mˈaːnsiː
مانچسٹر	mˈãɲt͡ʃəsʈəɾ
مانچو	mˈãɲt͡ʃuː
مانک	mˈaːɳək
مانی	mˈaːneː
مانیک	maːnˈeːk
مانیکا	mˈənɪkaː
ماورہ	mˈaːʋɾaː
ماوی	mˈaːʋiː
ماٹس	maːt̪ˈiːs
ماپوٹو	maːpˈuːt̪oː
ماپے	mˈaːpeː
ماچو	mˈaːt͡ʃuː
ماڈل	mˈaːɖəl
ماڑا	mˈaːɽaː
ماڑی	mˈaːɽiː
ماکارینکو	məkaːɾˈɛ̃ŋkoː
ماکھی	mˈaːkʰiː
ماکیماکی	maːkiːmˈaːkɪ
ماگوری	maːɡˈuːɾiː
ماگھ	mˈaː˥˩ɡ
ماگھر	mˈə˥˩ɡːəɾ
ماگھی	mˈaː˥˩ɡiː
ماں	mˈã
ماہ	mˈaːɦ
ماہا	mˈəɦaː
ماہر	mˈaːɦəɾ
ماہرہ	mˈaːɦɪɾaː
ماہل	mˈaːɦəl
ماہلا	mˈaːɦlaː
ماہم	mˈəɦɪm
ماہی	mˈaːɦiː
ماہیا	maːɦˈiːaː
ماہین	maːɦˈiːn
مایوٹ	mɛːjˈoːt̪
ماݨنا	mˈaːɳnaː
ماݨک	mˈaːɳək
مبابین	ˈə̃mbaːbaːneː
مبارک	mʊbˈaːɾək
مبارکہ	mʊbˈaːɾɪkaː
مت	mˈət̪
متاتکر	mʊt̪ˈaːʈkəɾ
متالی	mɪt̪ˈaːliː
متر	mˈɪt̪ːəɾ
مترا	mˈɪt̪ɾaː
مترتا	mɪt̪ːˈəɾt̪aː
متل	mˈɪt̪ːəl
متوالہ	mət̪ʋˈaːlaː
متيرا	mət̪ˈiːɾaː
متھ	mˈɪt̪ʰː
متھا	mˈət̪ʰːaː
متھرا	mˈət̪ʰʊɾaː
متھراناتھ	mət̪ʰʊɾaːnˈaːt̪ʰ
متھن	mˈɪt̪ʰən
متھنا	mˈɪt̪ʰɳaː
متھیرا	mət̪ʰˈiːɾaː
متین	mət̪ˈiːn
مثال	məsˈaːl
مثل	mˈɪsəl
مجبور	məd͡ʒbˈuːɾ
مجبوری	məd͡ʒbˈuːɾiː
مجرا	mˈʊd͡ʒɾaː
مجروح	məd͡ʒɾˈuːɦ
مجسم	mˈʊd͡ʒəsːəm
مجلس	mˈəd͡ʒləs
مجمدار	məd͡ʒmʊd̪ˈaːɾ
مجنوں	mˈəd͡ʒnũ
مجھ	mˈə˥˩d͡ʒː
مجھیل	mə˥˩d͡ʒˈɛːl
مجیب	mʊd͡ʒˈiːb
مجید	məd͡ʒˈiːd̪
مجیدی	məd͡ʒˈiːd̪iː
مجیٹ	məd͡ʒˈiːʈ
مجیٹھا	məd͡ʒˈiːʈʰaː
محاورہ	mʊɦˈaːʋɾaː
محبت	mˈʊɦəbːət̪
محبوب	məɦɪbˈuːb
محروم	məɦɪɾˈuːm
محسن	mˈoːɦsɪn
محفل	mˈəɦɪfəl
محفوظ	məɦɪfˈuːz
محل	mˈəɦɪl
محلہ	mˈəɦəlːaː
محمد	mʊɦˈə̃məd̪
محمدن	mʊɦˈə̃md̪ən
محمود	məɦɪmˈuːd̪
محنت	mˈɪɦnət̪
مخالفت	mʊxˈaːlfət̪
مختار	mʊxt̪ˈaːɾ
مدت	mˈʊd̪ːət̪
مدد	mˈəd̪əd̪
مدر	mˈəd̪əɾ
مدرا	mˈəd̪ɾaː
مدراس	məd̪ɾˈaːs
مدعا	mˈʊd̪ːaː
مدن	məd̪ˈaːn
مدناکڈو	mʊd̪nˈaːkʊɖuː
مدورائی	məd̪ʊɾˈaːiː
مدينه	məd̪ˈiːnaː
مدکی	mˈʊd̪kiː
مدگل	mˈʊd̪ɡəl
مدھ	mˈə˥˩d̪ː
مدھانا	mˈə˥˩d̪aːɳaː
مدھاݨی	mˈə˥˩d̪aːɳiː
مدھر	mˈə˥˩d̪ʊɾ
مدھرا	mˈə˥˩d̪ʊɾaː
مدھرما	mˈə˥˩d̪uːɾɪmaː
مدھو	mˈə˥˩d̪uː
مدھوبالا	mˈə˥˩d̪uːbaːlaː
مدھوریما	mˈə˥˩d̪uːɾɪmaː
مدھوسودن	mˈə˥˩d̪ʊsuːd̪ən
مدھوشالا	mˈə˥˩d̪uːʃaːlaː
مدیحہ	məd̪ˈiːɦaː
مدیراکشا	məd̪iːɾˈaːkʃiː
مدیرنا	məd̪ˈeːɾnaː
مذہب	mˈəzɦəb
مر	mˈəɾ
مرابط	mʊɾˈaːbɪt̪
مراثی	məɾˈaːsiː
مراد	mʊɾˈaːd̪
مرار	məɾˈaːɾ
مرارجی	moːɾˈaːɾd͡ʒiː
مراری	mʊɾˈaːɾiː
مراٹھی	məɾˈaːʈʰiː
مراکش	məɾˈaːkɪʃ
مراں	mˈəɾã
مربا	mˈʊɾəbːaː
مربع	mˈʊɾəbːaː
مرحبا	məɾˈəɦbaː
مرد	mˈəɾəd̪
مردا	mˈəɾd̪aː
مردانہ	məɾd̪ˈaːnaː
مردل	mɾˈɪd̪ʊl
مردولا	mɾˈɪd̪ʊlaː
مردی	mˈəɾd̪iː
مردے	mˈəɾd̪eː
مردےآں	mˈʊɾd̪ɪã
مرزا	mˈɪɾzaː
مرزاخانی	mɪɾzaːxˈaːniː
مرسال	mˈəɾsəl
مرسی	mˈəɾsiː
مرض	mˈəɾəz
مرغابی	mʊɾɣˈaːbiː
مرلن	mˈəɾlɪn
مرلی	mˈʊɾliː
مرمت	mʊɾˈə̃mət̪
مرمر	mˈəɾməɾ
مرمو	mˈʊɾmuː
مرن	mˈəɾəɳ
مرنا	mˈəɾnaː
مرنال	məɾɳˈaːl
مرنالنی	mɾɪɳˈaːlɪniː
مرو	mˈəɾoː
مرون	məɾˈuːn
مرونڈا	məɾˈũɳɖaː
مرچ	mˈɪɾət͡ʃ
مرچنٹ	məɾt͡ʃˈɛ̃ɳʈ
مرڈل	mˈɪɾd̪əl
مرکزی	məɾˈəkziː
مرکل	mˈeːɾkəl
مرگ	mˈəɾəɡ
مرگی	mˈɪɾɡiː
مری	mˈəɾiː
مریدکے	mʊɾˈiːd̪keː
مریض	məɾˈiːz
مریم	məɾˈiːəm
مرینا	məɾˈiːnaː
مرینالینی	mɾɪɳˈaːlɪniː
مرینو	məɾˈiːnoː
مرینہ	məɾˈiːnaː
مریں	mˈəɾẽ
مرے	mˈəɾeː
مرݨال	mɾɪɳˈaːl
مزاج	mɪzˈaːd͡ʒ
مزاری	məzˈaːɾiː
مزدور	məzd̪ˈuːɾ
مزدک	mˈəzd̪ək
مزورم	mɪzˈoːɾəm
مزڈا	mˈaːzd̪aː
مزید	məzˈiːd̪
مس	mˈəs
مسئلہ	mˈəslaː
مسا	mˈəsːaː
مسافر	mʊsˈaːfəɾ
مسالا	məsˈaːlaː
مسالے	mˈʊsleː
مسانی	məsˈaːɳiː
مست	mˈəsət̪
مستان	məst̪ˈaːn
مستانا	məst̪ˈaːnaː
مستانہ	məst̪ˈaːnaː
مستانی	məst̪ˈaːniː
مستحسن	mʊst̪ˈeːɦsən
مسترال	mɪsət̪ɾˈaːl
مستری	mɪsˈət̪ɾiː
مستطیل	mʊsət̪t̪ˈiːl
مستنصر	məst̪ˈaːnsɪɾ
مستور	məst̪ˈuːɾ
مستی	mˈəst̪iː
مسجد	mˈəsd͡ʒɪd̪
مسخادوف	məsxaːd̪ˈoːf
مسر	mˈəsəɾ
مسرت	mˈʊsəɾːət̪
مسرور	məsɾˈuːɾ
مسساگا	mɪsiːsˈaːɡaː
مسعود	məsˈuːd̪
مسقط	mˈəsqət̪
مسلم	mˈʊsəlːəm
مسلمان	mʊsəlmˈaːn
مسوڑا	məsˈuːɽaː
مسک	mˈəsək
مسکان	mʊskˈaːn
مسیت	məsˈiːt̪
مسیتاں	məsˈiːt̪ã
مسیتی	məsˈiːt̪iː
مسیح	məsˈiːɦ
مسیحی	məsˈiːɦiː
مسیر	məsˈeːɾ
مسیرا	məsˈeːɾaː
مشاعرہ	mʊʃˈaːɪɾaː
مشر	mˈɪʃəɾ
مشرا	mˈɪʃɾaː
مشرام	meːʃɾˈaːm
مشرف	mˈʊʃəɾːəf
مشری	mˈɪʃɾiː
مشعل	mˈəʃəl
مشغول	məʃɣˈuːl
مشل	mɪʃˈeːl
مشن	mˈɪʃən
مشناں	mˈɪʃnã
مشٹی	mˈɪʃʈiː
مشک	mˈəʃək
مشکل	mˈʊʃkəl
مشہد	mˈəʃɦəd̪
مشہور	məʃɦˈuːɾ
مشی	mˈɪʃiː
مشیری	moːʃˈiːɾiː
مشیل	mɪʃˈeːl
مشین	məʃˈiːn
مشینری	məʃˈiːnɾiː
مشینی	məʃˈiːniː
مشیگن	mɪʃˈiːɡən
مصالحہ	məsˈaːlɪɦaː
مصدق	mˈʊsəd̪ːəq
مصر	mˈɪsəɾ
مصروف	məsɾˈuːf
مصری	mˈɪsɾiː
مصطفا	mʊsˈət̪faː
مضبوط	məzbˈuːt̪
مضطر	mˈʊzt̪əɾ
مطلع	mˈət̪laː
مظفر	mˈʊzəfːəɾ
مظہر	mˈəzɦəɾ
معاف	mˈaːf
معافی	mˈaːfiː
معجزہ	mʊˈəd͡ʒzaː
معروف	maːɾˈuːf
معشوق	mˈaːʃʊq
معصومہ	maːsˈuːmaː
معمر	mʊˈaːməɾ
معمولی	maːmˈuːliː
معین	muːˈiːn
مغرب	mˈəɣɾɪb
مغل	mˈʊɣəl
مفتی	mˈʊft̪iː
مفیدہ	moːfˈiːd̪aː
مقطع	mˈəqt̪aː
مل	mˈʊlː
ملا	mˈʊlːaː
ملائم	mʊlˈaːɪm
ملائی	məɭˈaːiː
ملائیکا	məlˈaːɪkaː
ملاح	məlˈaːɦ
ملادی	məlːˈaːd̪iː
ملازم	mʊlˈaːzəm
ملاقات	mʊlaːqˈaːt̪
ملاقاتاں	mʊlaːqˈaːt̪ã
ملالہ	məlˈaːlaː
ملالی	məlˈaːləiː
ملاوی	məlˈaːʋiː
ملاپ	mɪlˈaːp
ملاگا	mɛːlˈaːɡaː
ملاں	mˈʊlːã
ملتان	mʊlt̪ˈaːn
ملتانی	mʊlt̪ˈaːniː
ملتانیکر	mʊlt̪aːnˈiːkəɾ
ملر	mˈɪləɾ
ملزم	mˈʊlzəm
ملطیه	məlˈaːt̪ɪaː
ملنا	mˈɪlɳaː
ملنگی	məlˈə̃ŋɡiː
ملوٹ	məlˈoːʈ
ملوک	məlˈuːk
ملٹن	mˈɪlʈən
ملٹھی	mˈələʈʰːiː
ملک	mˈʊlək
ملکا	mˈəlːɪkaː
ملکھا	mˈɪlkʰaː
ملکھی	mˈɪlkʰiː
ملکہ	mˈəlɪkaː
ملکیت	məlkˈiːt̪
ملہوترا	məlɦˈoːt̪ɾaː
ملیئن	mɪlˈiːən
ملیحہ	məlˈiːɦaː
ملینیئم	mɪleːnˈiːəm
ملیکا	mˈəlɪkaː
ملیکارجن	məlɪkˈaːɾd͡ʒʊn
ملیکہ	mˈəlːɪkaː
ملے	mˈəlaː
مما	mˈə̃maː
ممبئی	mˈʊ̃mbəiː
ممبا	mˈãmbaː
ممتا	mˈəmt̪aː
ممتاز	mʊmt̪ˈaːz
ممدانی	məmd̪ˈaːniː
ممدوٹ	məmd̪ˈoːʈ
مملوک	məmlˈuːk
ممنون	məmnˈuːn
ممولا	məmˈoːlaː
ممولہ	məmˈoːlaː
ممپٹا	mˈəmpəʈːaː
ممی	mˈə̃miː
ممیر	məmˈeːɾ
ممیرا	məmˈeːɾaː
ممے	mˈəmeː
من	mˈən
منا	mˈʊ̃naː
مناؤ	mənˈaːoː
منائی	mənˈaːiː
منائیاں	mənaːˈiːã
منائیو	mənaːˈiːʋ
منائیے	mənaːˈiːeː
منائے	mənˈaːeː
منار	mə̃nˈaːɾ
منال	mˈiːnəl
مناما	mənˈaːmaː
منان	mənˈaːɳ
منانا	mənˈaːʊɳaː
مناندا	mənˈãn̪d̪aː
مناندی	mənˈãn̪d̪iː
مناندے	mənˈãn̪d̪eː
مناواں	mənˈaːʋã
مناویں	mənˈaːʋẽ
مناوے	mənˈaːʋeː
مناں	mˈə̃nã
منایا	mənˈaːjaː
منت	mˈə̃nət̪
منتر	mˈə̃n̪t̪əɾ
منتری	mˈə̃n̪t̪əɾiː
منجا	mˈə̃ɲd͡ʒaː
منجال	mʊ̃ɲd͡ʒˈaːl
منجندر	məɲd͡ʒˈɪ̃n̪d̪əɾ
منجو	mˈə̃ɲd͡ʒuː
منجولا	mˈə̃ɲd͡ʒʊlaː
منجھار	mə̃˥˩ɲd͡ʒˈaːɾ
منجی	mˈə̃ɲd͡ʒiː
منجیت	məɲd͡ʒˈiːt̪
منجیما	mˈə̃ɲd͡ʒiːmaː
مند	mˈə̃n̪d̪
مندا	mˈə̃nd̪aː
مندانا	mˈə̃n̪d̪aːnaː
منداکنی	mˈə̃n̪d̪aːkɪniː
مندر	mˈə̃n̪d̪əɾ
مندھانا	mˈə̃˥˩n̪d̪aːnaː
مندی	mˈə̃nd̪iː
مندیپ	mənd̪ˈiːp
مندے	mˈə̃nd̪eː
منرو	mˈʊnɾoː
منشا	mˈənʃaː
منشی	mˈʊnʃiː
منصب	mˈənsəb
منصور	mənsˈuːɾ
منصوری	mənsˈuːɾiː
منظور	mənzˈuːɾ
منموہن	mənmˈoːɦən
منموہنی	mənmˈoːɦɪniː
منمیت	mənmˈiːt̪
منن	mˈə̃nəɳ
مننا	mˈə̃nɳaː
منو	mˈə̃noː
منوج	mənˈoːd͡ʒ
منوراما	mənˈoːɾmaː
منورما	mənˈoːɾmaː
منولی	mənˈɔːliː
منوہر	mənˈoːɦəɾ
منوین	mənʋˈiːn
منٹ	mˈɪnəʈ
منٹاکا	mɪ̃n̪t̪ˈaːk
منٹو	mˈə̃ɳʈoː
منپریت	mənəpɾˈiːt̪
منچھر	mˈə̃ɲt͡ʃʰəɾ
منڈ	mˈə̃ɳɖ
منڈا	mˈʊ̃ɳɖaː
منڈاری	mˈʊ̃n̪d̪əɾiː
منڈلے	mˈʊ̃ɳɖəleː
منڈی	mˈə̃ɳɖiː
منڈیلا	mˈə̃ɳɖeːlaː
منڈے	mˈʊ̃ɳɖeː
منکر	mˈʊŋkɪɾ
منکڈ	mˈaːŋkəɖ
منکھ	mˈənʊkʰː
منگامل	mˈə̃ŋɡaːməlː
منگانا	mˈə̃ŋɡaːʊɳaː
منگاں	mˈə̃ŋɡã
منگت	mˈə̃ŋɡət̪
منگل	mˈə̃ŋɡəɭ
منگلوار	mə̃ŋɡəlʋˈaːɾ
منگن	mˈə̃ŋɡəɳ
منگو	mˈə̃ŋɡoː
منگول	mə̃ŋɡˈoːl
منگولی	mə̃ŋɡˈoːl
منگی	mˈə̃ŋɡiː
منگیشکر	mə̃ŋɡˈeːʃkəɾ
منگیں	mˈə̃ŋɡẽ
منگے	mˈə̃ŋɡeː
منہالہ	mɪnɦˈaːlaː
منی	mˈə̃niː
منیبہ	mʊnˈiːbaː
منیبین	məniːbˈeːn
منیترا	mʊnˈeːt̪əɾ
منیر	mʊnˈiːɾ
منیزا	moːnˈiːzaː
منیزہ	mʊnˈiːzaː
منیسا	mˈənɪsaː
منیش	mənˈiːʃ
منیشا	mənˈiːʃaː
منیلا	mənˈiːlaː
منیپور	məɳˈiːpʊɾ
منیں	mˈə̃nẽ
منے	mˈə̃neː
منݨا	mˈə̃nɳaː
مو	mˈoː
موئتر	moːˈɪt̪ɾaː
مواز	məʋˈaːz
موبائل	moːbaːˈiːl
موت	mˈɔːt̪
موتر	mˈuːt̪əɾ
موتھا	mˈoːt̪ʰaː
موتی	mˈoːt̪iː
موج	mˈɔːd͡ʒ
موجود	mɔːd͡ʒˈuːd̪
مودوتی	moːd̪ˈoːt̪ːiː
مودودی	mɔːd̪ˈuːd̪iː
مودگل	mˈɔːd̪ɡɪl
مودی	mˈoːd̪iː
مودینا	muːd̪ˈiːnaː
مور	mˈoːɾ
مورانی	moːɾˈaːniː
موراویا	moːɾaːʋˈiːaː
موراں	mˈoːɾã
مورتھی	mˈuːɾt̪ʰiː
مورتی	mˈuːɾt̪iː
مورس	mˈoːɾəs
مورسبی	moːɾˈɛːsːəbiː
مورلاس	moːɾeːlˈoːs
مورمو	mˈʊɾmuː
مورن	mˈoːɾən
مورنی	mˈɔːɾneː
مورونی	moːɾˈoːniː
موروپنت	moːɾoːpˈə̃n̪t̪
موروگن	mˈʊɾʊɡən
مورچہ	mˈoːɾt͡ʃaː
مورکل	mˈɔːɾkəl
مورکھ	mˈuːɾəkʰ
مورگن	mˈɔːɾɡən
مورگنر	moːɾˈəɡnəɾ
موری	mˈoːɾiː
موریری	moːɾˈiːɾiː
موریسن	mɔːɾˈiːsən
موریشس	maːɾˈiːʃəs
مورینو	moːɾˈeːnoː
مورے	mˈoːɾeː
موسا	mˈuːsaː
موساد	moːsˈaːd̪
موسل	mˈuːsəl
موسم	mˈɔːsəm
موسمى	mʊsˈə̃miː
موسوی	moːsˈaːʋiː
موسٹیپ	muːsʈˈeːp
موسی	mˈuːsaː
موصل	mˈoːsəl
مول	mˈuːl
مولا	mˈɔːlaː
مولانا	mɔːlˈaːnaː
مولجی	mˈuːld͡ʒiː
مولر	mˈuːləɾ
مولسری	mɔːlˈəsɾiː
مولسکا	moːlˈəskaː
موليير	moːlˈiːəɾ
مولکا	mˈoːlkaː
مولی	mˈɔːliː
مولیبیڈینم	mɔːlɪbɖˈiːnəm
مولیل	moːlːˈeːl
موم	mˈoːm
مومسن	məmsˈeːn
مومل	mˈoːməl
مومن	mˈoːmɪn
مومنہ	mˈoːmɪnaː
مومیتا	mˈɔːmɪt̪aː
مون	mˈuːn
مونا	mˈoːnaː
مونالی	moːnˈaːliː
موناکو	moːnˈaːkoː
مونتالی	mˈõn̪t̪aːleː
مونتسرات	mãɳʈəsɾˈaːt̪
مونتین	mɔ̃n̪t̪ˈiːn
مونرو	mˈoːnɾoː
مونٹانا	mˈõɳʈaːnaː
مونٹینیگرو	mõɳʈeːnəˈeːɡɾoː
مونٹیگو	mˈõɳʈeːɡʊ
مونڈکر	mˈʊ̃ɳɖəkʊɾ
مونک	mˈuːnək
مونگا	mˈõŋɡaː
