# Persian (fa) abjad → IPA gold — the SHORT-VOWEL RESTORATION target. Fully-voweled human pronunciations
# from wikipron fas_arab BROAD (CC0/CC-BY-SA, Wiktionary), deduped; single-letter name citations dropped;
# homograph variants kept as extra tab fields (a word is credited if ANY variant matches). This is the
# data fa's restorer should train/lookup on (abjad↔IPA), vs the current Arabic-Tashkeela harakat silver.
آئین	ʔaːjiːn	ʔaːʔiːn
آئینه	ʔaːʔiːna
غیرنفتی	ɣajrinaftiː
غین	ɣajn
غیور	ɣajuːr
ـآباد	‿aːbaːd
ـآلو	‿aːluː
ـآور	‿aːwar
ـا	‿aː
ـاد	‿aːd
ـالو	‿aːluː
ـان	‿aːn
ـانه	‿aːna
ـبا	‿baː
ـبان	‿baːn
ـبد	‿bad	‿bid	‿bud
ـة	ʔa	ʔat
ـت	‿at
ـتان	‿ataːn
ـتبار	‿tabaːr
ـتر	‿tar
ـترین	tariːn
ـجات	‿d͡ʒaːt
ـجان	‿d͡ʒaːn
ـدیس	‿deːs
ـستان	‿istaːn	‿sitaːn	‿staːn
ـستیزی	‿siteːziː
ـش	‿aʃ	‿iʃ
ـشان	‿aʃaːn
ـشناس	‿ʃinaːs
ـشناسی	‿ʃinaːsiː
ـفش	‿faʃ
ـم	‿am	‿um
ـمان	‿amaːn
ـمند	‿mand
ـناک	‿naːk
ـنده	‿anda	‿inda
ـنژاد	‿niʒaːd
ـه	‿a
ـها	‿haː
ـهراس	‿haraːs
ـه‌ای	eji
ـه‌ی	‿eje
ـوار	waːr
ـواره	‿waːra
ـواری	waːriː
ـوند	‿wand
ـویه	uːje
ـپور	‿puːr
ـچه	‿t͡ʃa
ـکده	‿kada
ـگان	‿ɡaːn
ـگاه	‿ɡaːh
ـگرا	‿ɡaraː
ـگی	‿ɡiː
ـگین	‿ɡiːn
ـی	jeː	jiː	‿eː	‿iː	‿ji
ـیت	‿ijjat
ـیدن	‿iːdan
ـیـ	‿j‿
ـین	‿iːn
ـیه	‿ijja
ـیی	‿jiː
فا	faː
فائده	faːʔida
فاتح	faːtih
فاتحه	faːtiha
فاجعه	faːd͡ʒiʔa
فاحش	faːhiʃ
فاحشه	faːhiʃa
فاخته	faːxta
فاخر	faːxir
فاخره	faːxira
فارس	faːris	faːrs
فارسستان	faːrsistaːn
فارسی	faːrsiː
فارسیات	faːrsijjaːt
فارسی‌زبان	faːrsiːzabaːn
فارغ	faːriɣ
فارغ‌التحصیل	faːriɣuttahsiːl
فاریاب	faːrjaːb
فاس	faːs
فاسد	faːsid
فاسق	faːsiq
فاش	faːʃ
فاصل	faːsil
فاصله	faːsila
فاطمه	faːtima
فاطمی	faːtimiː
فاعل	faːʔil
فاقد	faːqid
فال	faːl
فالوده	faːluːda
فانوس	faːnuːs
فانوسقه	faːnuːsqa
فانی	faːniː
فاولا	faːwilaː
فاک	fɒːk
فایده	faːjida
فتان	fattaːn
فتح	fath
فتح‌الله	fathullaːh
فتح‌اللهی	fathullaːhiː
فتنه	fitna
فتوا	fatwaː
فجر	fad͡ʒr
فجیع	fad͡ʒiːʔ
فحش	fuhʃ
فخر	faxr
فدا	fadaː	fidaː
فدائی	fadaːjiː	fidaːjiː
فر	farr	foɾ
فرآورده	faraːwarda
فرآیند	fæɾɒːjænd
فرات	furaːt
فراتر	faraːtar
فراتی	furaːtiː
فراخ	faraːx
فراخور	faraːxʷar
فرار	faraːr
فرارود	faraːruːd
فراری	faraːriː
فرازمینی	faraːzamiːniː
فراصوت	faraːsawt
فراق	firaːq
فراموش	faraːmoːʃ
فراموشی	faraːmoːʃiː
فراموشیدن	fæɾɒːmuːʃiːd̪æn
فرانسه	faraːnsa
فرانسوی	faraːnsawiː
فرانک	faraːnak	firaːnk
فراه	faraːh
فراهم	faraːham
فراوان	firaːwaːn
فراگرفتن	faraːɡiriftan
فراگیر	faraːɡiːr
فرب	farab
فربه	farbih
فرت	farat
فرتوت	fartuːt
فرتور	fartuːr
فرج	fard͡ʒ
فرجام	fard͡ʒaːm
فرخ	farrux
فرخار	farxaːr
فرخزاد	farroxzaːd
فرخشنه	faraxʃna
فرخنده	farxunda
فرد	fard
فردا	fardaː
فردم	fardum
فردوس	firdaws
فردوسی	firdawsiː
فرزاد	farzaːd
فرزانه	farzaːna
فرزانگی	farzaːnaɡiː
فرزند	farzand
فرزندخوانده	farzandxʷaːnda
فرزین	farziːn
فرس	faras	furs
فرسادن	firsaːdan
فرسایش	farsaːjiʃ
فرستادن	firistaːdan
فرسنگ	farsanɡ
فرسودن	farsuːdan
فرسوده	farsuːda
فرش	farʃ
فرشته	fariʃta	firiʃta
فرشگرد	faraʃɡird	firaʃɡird
فرصت	fursat
فرض	farz
فرع	farʔ
فرعون	firʔawn
فرعی	farʔiː
فرغانه	farɣaːna
فرـ	fra
فرق	farq
فرمان	farmaːn
فرمانبر	farmaːnbar
فرماندار	farmaːndaːr
فرمانده	farmaːndih
فرمانروا	farmaːnraːwaː
فرمایش	farmaːjiʃ
فرمودن	farmuːdan
فرناد	farnaːd
فرنه	farnah
فرنگ	faranɡ
فرنگستان	faranɡistaːn
فرنگی	faranɡiː
فرنگیس	faranɡiːs
فره	farrah	firah	firih
فرهاد	farhaːd
فرهادی	farhaːdiː
فرهان	farhaːn
فرهنگ	farhanɡ
فرهنگستان	farhanɡistaːn
فرهنگنامه	farhanɡnaːma
فرهنگی	farhanɡeː	farhanɡiː
فرهیختن	farheːxtan
فرهیخته	farheːxta
فرو	furoː
فروتن	furoːtan
فروختن	firoːxtan	furoːxtan
فرود	furuːd
فرودگاه	furuːdɡaːh
فروردین	farwardiːn
فروزنده	furuːzanda
فروش	furoːʃ
فروشنده	furoːʃanda	furoːʃinda
فروشگاه	furoːʃɡaːh
فروغ	furoːɣ
فروماندن	furoːmaːndan
فرومایه	furoːmaːja
فروند	farwand
فروهر	farwahar	furoːhar
فروکش	furoːkaʃ
فرچه	firt͡ʃa
فرگرد	farɡard
فرگشت	farɡaʃt
فری	fariː
فریاد	farjaːd
فریادرس	farjaːdras
فریال	farjaːl
فریان	farijaːn
فریب	fareːb	fireːb
فریبا	fareːbaː
فرید	fariːd
فریدون	fareːduːn	fireːduːn
فریفتن	fareːftan	fireːftan
فرینام	fariːnaːm
فریور	fariːwar
فزان	fazzaːn
فساد	fasaːd
فسار	fasaːr~fisaːr
فسیل	fosiːl
فشار	fiʃaːr
فشارسنج	fiʃaːrsand͡ʒ
فشردن	fiʃurdan
فشنگ	fiʃanɡ
فصح	fish
فصل	fasl
فصیح	fasiːh
فضا	fazaː
فضازمان	fazaːzamaːn
فضاپیما	fazaːpajmaː
فضایی	fazaːjiː
فضل	fazl
فضول	fuzuːl
فعال	faʔaːl
فعالیت	faʔaːlijat	faʔaːlijjat
فعل	fiʔl
فعلا	fiʔlan
فعلی	fiʔliː
فغ	faɣ	fuɣ
فغفور	faɣfuːr
فقاع	fuqqaːʔ
فقدان	fiqdaːn	fuqdaːn
فقر	faqr
فقرا	fuqaraː
فقره	faqara
فقط	faqat
فقه	fiqh
فقید	faqiːd
فقیر	faqiːr
فقیه	faqeːh
فلات	falaːt
فلاته	filaːta	fulaːta
فلاخن	fælɒːxæn
فلافل	falaːfil
فلان	fulaːn
فلاکت	falaːkat
فلج	fald͡ʒ
فلز	filazz	filizz	fuluzz
فلس	fals
فلسطین	falastiːn
فلسطینی	falastiːniː
فلسفه	falsafa
فلشک	faluʃk
فلفل	filfil
فن	fan	fann
فنا	fanaː
فنجان	find͡ʒaːn
فندق	funduq
فندق‌شکن	funduqʃikan
فنر	fanar
فنک	fanak
فنیقی	finiːqiː
فنیقیه	finiːqijja
فهرست	fihrist
فهلوی	fahlawiː
فهم	fahm
فهماندن	fahmaːndan
فهمیدن	fahmiːdan
فواتح	fawaːtih
فواره	fawwaːra
فوت	fawt
فوج	fawd͡ʒ
فوجدار	faud͡ʒdaːr
فوطه	fuːta
فوق	fawq
فوق‌العاده	fawqolʔɒda
فولاد	foːlaːd	fuːlaːd	poːlaːd
فک	fakk	fuk
فکاهی	fukaːhiː
فکر	fikr
فیجی	fiːd͡ʒiː
فیروز	feːroːz	fiːroːz
فیروزه	feːroːza	fiːroːza
فیروزه‌ای	fiːruːzaʔiː
فیصل	fajsal
فیصله	fajsala
فیصل‌آباد	fajsalaːbaːd
فیض	fajz
فیل	fiːl
فیلسوف	fajlasuːf
فیلیپ	fiːliːp
فیمابین	fiːmaːbajni
فینک	fiːnak
فی‌البداهه	filbidaːha
قائل	qaːʔil
قاب	qaːb
قابل	qaːbil
قابلمه	qaːblama
قابلیت	qaːbilijjat
قاتل	qaːtil
قاتولیقه	qaːtoːliːqa
قاجار	qaːd͡ʒaːr
قاجاریه	qaːd͡ʒaːrijja
قادر	qaːdir
قار	qaːr
قارن	qaːran
قاره	qaːra	qaːrra
قارچی	qaːrt͡ʃiː
قاری	qaːriː
قاسم	qaːsim
قاشق	qaːʃuq
قاصدک	qaːsidak
قاصر	qaːsir
قاضی	qaːziː
قاطر	qaːtir
قاطی	qaːtiː
قاعده	qaːʔida
قاف	qaːf
قافله	qaːfila
قافیه	qaːfija
قاقم	qaːqum
قالب	qaːlib
قالی	qaːliː
قالین	qaːliːn
قامت	qaːmat
قاموس	qaːmuːs
قان	qaːn
قانع	qaːniʔ
قانون	qaːnuːn
قانونی	qaːnuːniː
قانون‌گذار	qaːnuːnɡuðaːr
قانون‌گذاری	qaːnuːnɡuðaːriː
قاهره	qaːhira
قاوت	qaːwut
قاود	qaːwud
قاووت	qaːwuːt
قاپو	qaːpuː
قاچاقچی	qaːt͡ʃaːqt͡ʃiː
قایق	qaːjiq
قبا	qabaː	qubaː
قبال	qibaːl
قبة‌الصخره	qubbatʔussaxra
قبر	qabr
قبراق	qibraːq
قبرس	qibris
قبرستان	qabristaːn
قبض	qabz
قبضه	qabza
قبطی	qibtiː
قبل	qabl
قبلا	qablan
قبلتین	qiblatajn
قبله	qibla
قبه	qubba
قبول	qabuːl
قبیح	qabiːh
قبیل	qabiːl
قبیله	qabiːla
قت	qut
قتل	qatl
قحط	qaht
قحطی	qahtiː
قد	qadd
قدح	qadah	qadh
قدر	qadar	qadr
قدرت	qudrat
قدرتمند	qudratmand
قدسی	qudsiː
قدسیت	qudsijjat
قدسیه	qudsijja
قدم	qadam
قدمت	qidmat
قدومه	quduːma
قدیم	qadiːm
قدیمی	qadiːmiː
قر	qir
قرآن	qurʔaːn
قرآنی	qurʔaːniː
قرا	qurraː
قرابت	qaraːbat
قرار	qaraːr
قرارداد	qaraːrdaːd
قراضه	quraːza
قرامان	qaraːmaːn
قران	qiraːn
قربان	qurbaːn
قربانی	qurbaːniː
قربت	qurbat
قربک	qoɾbæk
قرشمال	qiriʃmaːl
قرشی	qarʃiː
قرض	qarz
قرطبه	qurtuba
قرعه‌کشی	qurʔakaʃiː
قرغیزستان	qirɣiːzistaːn
قرق	quruq
قرم	qirim
قرمز	qirmiz
قرمزی	qirmiziː
قرمطی	qarmatiː
قرمه	qurma
قرن	qarn
قرنطینه	qarantiːna
قرنفل	qaranful
قره‌باغ	qarabaːɣ
قره‌قالپاقستان	qaraqaːlpaːqistaːn
قروت	quruːt
قروت‌آب	quruːtaːb
قرينة	qariːne
قری	quraː
قریب	qariːb
قریب‌الوقوع	qariːbulwuquːʔ
قرین	qariːn
قریه	qarja
قزاق	qazaːq
قزاقستان	qazaːqistaːn
قزلباش	qizilbaːʃ
قزوین	qazwiːn
قسط	qist
قسطنطنیه	qustantanijja
قسطی	qistiː
قسم	qasam	qism
قسما	qisman
قسمت	qismat
قشر	qiʃr
قشقه‌دریا	qaʃqadarjaː
قشلاق	qiʃʔlaːq
قشمیر	qiʃmiːr
قشنگ	qaʃanɡ
قشنگی	qaʃaŋɡiː
قشون	quʃuːn
قصاب	qassaːb
قصب	qasab	qasb
قصبه	qasaba
قصد	qasd
قصه	qissa
قصیده	qasiːda
قضا	qazaː
قضات	quzaːt
قضاوت	qazaːwat
قضیه	qazijja
قطار	qataːr	qitaːr
قطاس	qutaːs
قطب	qutb
قطبی	qutbiː
قطب‌نما	qutbnamaː
قطر	qatar	qutr
قطران	qatraːn
قطره	qatra
قطع	qatʔ
قطعه	qitʔa
قطعی	qatʔiː
قطعیت	qatʔijjat
قطور	qatuːr
قفس	qafas
قفقاز	qafqaːz
قفقازشناس	qafqaːzʃinaːs
قفل	qufl
قفلی	qufliː
ققنس	qaqnus	quqnus
ققنوس	qaqnuːs	quqnuːs
قلاب	qullaːb
قلاده	qilaːda
قلاوز	qalaːwuz
قلاووز	qalaːwuːz	qilaːwuːz	qulaːwuːz
قلب	qalb
قلبی	qalbiː
قلزم	qulzum
قلع	qalʔ
قلعه	qalʔa
قلم	qalam
قلمدان	qalamdaːn
قلمرو	qalamraw
قلم‌زنی	qalamzaniː
قله	qulla
قلوب	quluːb
قلیان	qaljaːn
قم	qum
قمار	qimaːr
قمارخانه	qimaːrxaːna
قمر	qamar
قمری	qamariː	qumriː
قمه	qamma
قمیص	qamiːs
قنات	qanaːt
قناد	qannaːd
قند	qand
قنداق	qundaːq
قندهار	qandahaːr
قندوز	qunduːz
قندول	qandoːl	qanduːl
قندیل	qindiːl
قنوج	qannuːd͡ʒ
قنیطره	qunajtira
قهر	qahr
قهرمان	qahramaːn
قهقهه	qahqaha
قهوه	qahwa
قهوه‌ای	qahwajiː
قهوه‌خانه	qahwaxaːna
قهوه‌یی	qahwajiː
قو	quː
قواره	qawwaːra
قوت	quwwat	quːt
قور	quːr
قورمه	qoːrma
قوروت	quːruːt
قوزک	quːzak
قوس	qaws
قوس‌قزح	qawsiqazah
قوس‌وقزح	kowsekazah	qawsuqazah	qawsuquzah
قوطی	quːtiː
قول	qawl
قولنجان	quːland͡ʒaːn
قوم	qawm
قومی	qawmiː
قومیت	qawmijjat
قونیه	quːnija
قوها	quːhaː
قوچ	qoːt͡ʃ
قوی	qawiː	quːji
قویا	qawijan
قپان	qapaːn
قی	qaj
قیافه	qijaːfa
قیام	qijaːm
قید	qajd
قیروان	qajrawaːn
قیصر	qajsar
قیصی	qajsiː
قیطان	qajtaːn
قیم	qajjim
قیماق	qajmaːq
قیمت	qiːmat
قیمتی	qiːmatiː
قیمتی‌تر	qiːmatiːtar
قیمتی‌ترین	qiːmatiːtariːn
قیمه	qajma	qiːma
قین	qajn	qiːn
قیچی	qajt͡ʃiː
كاشان	kaːʃaːn
لآلی	laʔaːliː
لؤلؤ	luʔluʔ
لابد	laːbud
لابه	laːba
لاجرم	laːd͡ʒaram
لاجورد	laːd͡ʒaward	laːd͡ʒward
لاجوردی	laːd͡ʒwardiː
لاخ	laːx
لاذقیه	laːdiqijja	laːziqijja
لازستان	laːzistaːn
لازم	laːzim
لازمه	laːzima
لاس	laːs
لاش	laːʃ
لاعلاج	laːʔilaːd͡ʒ
لاغ	laːɣ
لاغر	laːɣar
لاف	laːf
لال	laːl
لالا	laːlaː
لالایی	laːlaːjiː
لالستان	laːlastaːn
لاله	laːla
لاله‌ستان	laːlasitaːn
لامذهب	laːmazhab
لامسه	laːmisa
لانه	laːna
لاهور	laːhoːr
لاژورد	laːʒaward	laːʒward
لاک	laːk
لایحه	laːjiha
لایعقل	laːjaʔqil
لایق	laːjiq
لاینفک	laːjanfak
لایه	laːja
لب	lab
لباس	libaːs
لبخند	labxand
لبریز	labreːz
لبن	laban
لبنان	lubnaːn
لبنانی	lubnaːniː
لبنیات	labanijjaːt
لبه	laba
لبی	labiː
لثه	lisa
لجن	lad͡ʒan
لحاظ	lihaːz
لحد	lahad	lahd
لحظه	lahza
لحن	lahn
لخشک	laxʃak
لداخ	ladaːx
لدن	ladun
لذا	liðaː
لذت	lazzat	laððat
لذیذ	laziːz	laðiːð
لرز	larz
لرزش	larziʃ
لرزه	larza
لرزیدن	larziːdan
لرستان	luristaːn
لزوماً	lozuːmæn
لسان	lisaːn
لشکر	laʃkar
لطف	lutf
لطفا	lutfan
لطیف	latiːf
لعاب	luʔaːb
لعبت	luʔbat
لعل	laʔl
لعنت	laʔnat
لعنتی	laʔnatiː
لعین	laʔiːn
لغات	luɣaːt
لغت	luɣat
لغت‌نامه	luɣatnaːma
لغز	laɣz	luɣaz	luɣuz	luɣz
لغزیدن	laɣziːdan
لغو	laɣuː
لغوی	luɣawiː
لفاف	lifaːf
لفظ	lafz
لق	laq
لقا	liqaː
لقب	laqab
لقمان	luqmaːn
لقمه	luqma
لل‍ه	lala
لمس	lams
لمعه	lamʔa
لنبه	lunba
لندن	landan
لنکران	lankaraːn
لنگر	lanɡar
لنگرگاه	lanɡarɡaːh
له	lah	lahu	lih
لهجه	lahd͡ʒa
لهذا	lehɒːzɒː
لهستان	lahistaːn
لو	law
لوازم	lawaːzim
لواش	lawaːʃ
لواشک	lawaːʃak
لواط	lawaːt	liwaːt
لوبیا	loːbijaː
لوترا	luːtraː
لوخن	loːxan
لوز	lawz
لوزینه	lawziːna
لوس	loːs
لوط	luːt
لوطی	luːtiː
لول	loːl
لوله	luːla
لولی	loːliː
لولیدن	loːliːdan
لوند	lawand
لوگر	loːɡar
لوید	lawiːd	liwiːd
لپ	lup
لپه	lappa
لچ	lut͡ʃ
لچر	lat͡ʃar
لڤ	lab
لک	lak
لکه	lakka
لک‌لک	laklak
لگام	laɡaːm
لگد	laɡad
لگن	laɡan
لی	liː
لیز	liːz
لیس	leːs
لیسیدن	leːsiːdan
لیف	liːf
لیلا	lajlaː
لیلی	lajlaː
لیمو	liːmuː
لیو	leːw
لیچار	leːt͡ʃaːr
لیچال	leːt͡ʃaːl
لیک	leːk	liːk
لیکن	leːkin
مأمن	maʔman
مأمور	maʔmuːr
مأموریت	maʔmuːrijjat
مؤثر	muʔassir
مؤدب	muʔaddab	muʔaddib
مؤذن	muʔazzin	muʔaððin
مؤسسه	muʔassasa
مؤلف	muʔallif
مؤمن	muʔmin
مؤنث	muʔannas
مؤید	muʔajjad	muʔajjid
ما	maː
ماء	maːʔ
مابازاء	maːbiʔizaːʔ
مابین	maːbajn
مات	maːt
ماجرا	maːd͡ʒaraː
ماجراجو	maːd͡ʒaraːd͡ʒuː
ماخولیا	maːxuːlijaː
مادر	maːdar	mɒːdeɾ
مادرانه	maːdaraːna
مادربزرگ	maːdarbuzurɡ
مادرزادی	maːdarzaːdiː
مادرزن	maːdarzan
مادرشوهر	maːdarʃawhar
مادرمرده	maːdarmurda
مادری	maːdariː
ماده	maːda	maːdda
مادیان	maːdijaːn
مار	maːr
مارخور	maːrxʷar
مارس	mɒːɾs
مارماهی	maːrmaːhiː
مارمولک	maːrmuːlak
مارها	maːrhaː
مارونی	maːruːniː
مارپیچ	maːrpeːt͡ʃ
ماز	maːz
مازریون	maːzarjuːn
مازندران	maːzandaraːn
مازندرانی	maːzandaraːniː
مازو	maːzuː
مازوج	maːzuːd͡ʒ
مازیار	maːzijaːr
ماساژ	maːsaːʒ
ماست	maːst
ماسه	maːsa
ماسوره	maːsuːra
ماسیدن	maːsiːdan
ماشاءالله	maːʃaːʔallaːh
ماشابه	maːʃaːba
ماشاو	maːʃaːw
ماشه	maːʃa
ماشو	maːʃuː
ماشین	maːʃiːn
مافوق	maːfawq
مال	maːl
ماله	maːla
مالک	maːlik
مالکانه	maːlikaːna
مالی	maːliː
مالیات	maːlijaːt
مالیات‌دهنده	maːlijaːtdahanda
مالیخولیا	maːliːxuːlijaː
مالیدن	maːliːdan
مالیه	maːlijja
مام	maːm
مامانی	maːmaːniː
ماموت	maːmuːt
مامیران	maːmiːraːn
ماندن	maːndan
مانده	maːnda
ماندگاری	maːndaɡaːriː
مانستن	maːnistan
مانع	maːniʔ
مانند	maːnand
مانگ	maːnɡ
مانی	maːniː
مانید	maːniːd
ماه	maːh
ماها	maːhaː
ماهان	maːhaːn
ماهر	maːhir
ماهور	mɒːhuːɾ
ماهی	maːhiː
ماهیت	maːhijjat
ماهین	maːhiːn
ماهیچه	maːhiːt͡ʃa
ماهی‌تابه	maːhiːtaːba
ماهی‌فروش	maːhiːfuroːʃ
ماهی‌گیر	maːhiːɡiːr
ماوا	maːwaː
ماوراءالنهر	maːwaraːʔunnahr
ماچ	maːt͡ʃ
ماچین	maːt͡ʃiːn
ماک	maːk
مایان	maːjaːn
مایع	maːjiʔ
مایل	maːjil
مایه	maːja
مبادا	mabaːdaː
مبادرت	mubaːdarat
مبارز	mubaːriz
مبارزه	mubaːraza
مبارک	mubaːrak
مبتدی	mubtadiː
مبتلا	mubtalaː
مبتنی	mubtaniː
مبحث	mabhas
مبرم	mubram	mubrim
مبلغ	mablaɣ	muballiɣ
مبنا	mabnaː
مبهم	mubham
مبهوت	mabhuːt
متأسف	mutaʔassif
متأهل	mutaʔahhil
متاسف	mutaʔassif
متاع	mataːʔ
متانت	mataːnat
متاهل	mutaʔahhil
متباعد	mutabaːʔid
متبرک	mutabarrik
متجاوز	mutad͡ʒaːwiz
متحد	muttahid
متحصن	mutahassin
متخاصم	mutaxaːsim
متخصص	mutaxassis
متخلف	mutaxallif
متداول	mutadaːwal
مترادف	mutaraːdif
مترجم	mutard͡ʒim
مترسک	matarsak
متروک	matruːk
متزلزل	mutazalzil
متشکر	mutaʃakkir
متصل	muttasil
متضاد	mutazaːdd
متعادل	mutaʔaːdil
متعدد	mutaʔaddid
متعلق	mutaʔalliq
متعهد	mutaʔahhid
متفاوت	mutafaːwit
متفرق	mutafarriq
متفکر	mutafakkir
متقابل	mutaqaːbil
متقارب	mutaqaːrib
متقاعد	mutaqaːʔid
متقال	mitqaːl
متلاشی	mutalaːʃiː
متمادی	mutamaːdiː
متمایز	mutamaːjiz
متمایل	mutamaːjil
متمدن	mutamaddin
متمرکز	mutamarkiz
متن	matn
متناسب	mutanaːsib
متناقض	mutanaːqiz
متناوب	mutanaːwib
متنوع	mutanawwiʔ
مته	mata	matta
متهم	muttaham	muttahim
متوالی	mutawaːliː
متوجه	mutawadd͡ʒih
متوسط	mutawassit
متوضا	mutawazzaː
متوقف	mutawaqqif
متولد	mutawallid
متولی	mutawalliː
متکبر	mutakabbir
متین	matiːn
مثابه	masaːba
مثال	misaːl
مثانه	masaːna
مثبت	musbat
مثل	masal	misl	misli
مثلا	masalan
مثلث	musallas
مثلثات	musallasaːt
مثنوی	masnawiː
مجار	mad͡ʒaːr
مجارستان	mad͡ʒaːristaːn
مجازات	mud͡ʒaːzaːt
مجازات‌ها	mud͡ʒaːzaːthaː
مجازی	mad͡ʒaːziː
مجال	mad͡ʒaːl
مجان	madd͡ʒaːn
مجانی	madd͡ʒaːniː
مجاهد	mud͡ʒaːhid
مجاور	mud͡ʒaːwir
مجاورت	mud͡ʒawarat
مجبور	mad͡ʒbuːr
مجتبی	mud͡ʒtabaː
مجتمع	mud͡ʒtamiʔ
مجد	mad͡ʒd
مجدد	mud͡ʒaddad	mud͡ʒaddid
مجذور	mad͡ʒðuːr
مجرد	mod͡ʒæɾɾæd
مجرم	mud͡ʒrim
مجروح	mad͡ʒroːh	mad͡ʒruːh
مجری	mud͡ʒraː	mud͡ʒriː
مجسم	mud͡ʒassam
مجسمه	mud͡ʒassama
مجلس	mad͡ʒlis
مجلل	mud͡ʒallal
مجله	mad͡ʒalla
مجمع‌الجزایر	mad͡ʒmaʔuld͡ʒazaːjir
مجموعه	mad͡ʒmuːʔa
مجنون	mad͡ʒnuːn
مجهول	mad͡ʒhuːl
مجوز	mud͡ʒawwiz
مجوس	mad͡ʒuːs
مجید	mad͡ʒiːd
محاربه	muhaːraba
محاسبه	muhaːsiba
محاصره	muhaːsara
محافظت	muhaːfazat
محافظه	muhaːfaza
محافظه‌کار	mohɒːfezekɒːɾ
محال	muhaːl
محاکمه	muhaːkama
محب	muhibb
محبت	mahabbat	muhabbat
محبوب	mahbuːb
محتاج	muhtaːd͡ʒ
محتاط	muhtaːt
محتاطانه	muhtaːtaːna
محترم	muhtaram
محترمانه	muhtaramaːna
محتوا	muhtawaː
محتویات	muhtawijaːt
محجبه	muhadd͡ʒaba
محدود	mahduːd
محدودیت	mahduːdijjat
محراب	mihraːb
محرم	mahram	muharram
محروم	mahruːm
محرک	muharrik
محسن	muhsin
محصول	mahsuːl
محصولات	mahsuːlaːt
محض	mahz
محفل	mahfil
محفوظ	mahfuːz
محقق	muhaqqaq	muhaqqiq
محل	mahall
محلی	mahalliː
محمد	muhammad
محمدجواد	muhammadd͡ʒawaːd
محمدرضا	muhammadrizaː
محمدقلی	muhammadquliː
محمود	mahmuːd
محموله	mahmuːla
محنت	mihnat
محو	mahw
محور	mihwar
محوطه	muhawwata
محک	mihakk
محکم	muhkam
محکمه	mahkama
محکوم	mahkuːm
محکومیت	mahkuːmijjat
محیط	muhiːt
محیی	muhjiː
محیی‌الدین	muhiddiːn	muhjiddiːn
محی‌الدین	muhiddiːn	muhjiddiːn
مخابرات	muxaːbaraːt
مخاطب	muxaːtab
مخالف	muxaːlif
مخالفت	muxaːlafat	muxaːlifat
مختار	muxtaːr
مخترع	muxtariʔ
مختص	muxtass
مختصر	muxtasar
مختل	muxtall
مختلط	muxtalit
مختلف	muxtalif
مخدر	muxaddir
مخدوم	maxduːm
مخرب	muxarrib
مخرج	maxrad͡ʒ
مخزن	maxzan
مخصوص	maxsuːs
مخفی	maxfiː
مخلفات	muxallafaːt
مخلوط	maxluːt
مخلوق	maxluːq
مخمل	maxmal
مخموری	maxmuːriː
مد	madd
مداح	maddaːh
مداخله	mudaːxala
مداد	midaːd
مدار	madaːr
مدارس	madaːris
مدافع	mudaːfiʔ
مدام	mudaːm
مداوم	mudaːwim
مدت	muddat
مدخل	madxal
مدد	madad
مدرا	mudaraː
مدرس	mudarris
مدرسه	madrasa
مدرک	madrak
مدعی	muddaʔaː	muddaʔiː
مدفوع	madfuːʔ
مدفون	madfuːn
مدنی	madaniː
مدنیت	madanijjat
مدهوش	madhoːʃ	madhuːʃ
مدور	mudawwar
مدیر	mudiːr
مدینه	madiːna
مذاق	maðaːq
مذاکره	muðaːkara
مذهب	maðhab
مذهبی	maðhabiː
مذکر	muðakkar
مذکور	maðkuːr
مذی	maziː
مر	mar	moɾ	murr
مرئی	marʔiː
مرا	maraː
مراتب	maraːtib
مراجعه	muraːd͡ʒaʔa
مراحل	maraːhil
مراد	muraːd
مراسم	maraːsim
مراعات	muraːʔaːt
مراقب	muraːqib
مراوده	muraːwada
مراکش	maraːkiʃ
مربا	murabbaː
مربع	murabbaʔ
مربوط	marbuːt
مربی	murabbiː
مرتب	murattab
مرتبط	murtabit
مرتبه	martaba
مرتضی	murtazaː
مرتفع	murtafaʔ	murtafiʔ
مرتکب	murtakib
مرثیه	marsija
مرج	mard͡ʒ
مرجان	mard͡ʒaːn
مرجع	mard͡ʒaʔ
مرحبا	marhabaː
مرحله	marhala
مرحوم	marhuːm
مرخ	marx
مرد	mard	meɾd	murd
مرداب	murdaːb
مرداد	moɾd̪ɒːd̪
مردار	murdaːr
مردان	mardaːn
مردانه	mardaːna
مردانگی	mardaːnaɡiː
مردد	muraddad
مردستیزی	mardsiteːziː
مردم	mardum
مردمک	mardumak
مردمی	mardumiː
مردم‌سالاری	mardumsaːlaːriː
مردم‌ستیزی	mardumsiteːziː
مردم‌شناس	mardumʃinaːs
مردم‌شناسی	mardumʃinaːsiː
مردم‌گیا	mardumɡijaː
مردم‌گیاه	mardumɡijaːh
مردن	murdan
مردنی	murdaniː
مرده	murda
مردها	mæɾdhɒː
مردود	marduːd
مردگان	murdaɡaːn
مردی	mardeː	mardiː	murdiː
مرز	marz
مرزیدن	murziːdan
مرسل	mursal
مرشد	murʃid
مرشدقلی	murʃidquliː
مرض	maraz
مرضیه	marzijja
مرطوب	martuːb
مرعش	marʔaʃ
مرغ	murɣ
مرغاب	murɣaːb
مرغابی	murɣaːbiː
مرغان	murɣaːn
مرغانه	merqona	morqona	morqɒna	morqɒne
